id,poi shape,poi type,coordinate
6397,Point,bus_stop," 19.3829924, 47.4285222 "
6398,Point,bus_stop," 19.3834608, 47.4287733 "
6399,Point,bus_stop," 19.3788595, 47.4330587 "
6400,Point,bus_stop," 19.3784968, 47.4337172 "
6401,Point,bus_stop," 19.3905947, 47.424997 "
6402,Point,bus_stop," 19.3902726, 47.4248426 "
6404,Point,bus_stop," 19.1298548, 47.6295585 "
6405,Point,bus_stop," 19.1368231, 47.6258531 "
6406,Point,bus_stop," 19.1380532, 47.6292041 "
6416,Point,bus_stop," 19.3804707, 47.4329011 "
6417,Point,bus_stop," 19.3944814, 47.4303025 "
6418,Point,bus_stop," 18.9388376, 47.5760743 "
6420,Point,bus_stop," 19.0425434, 47.4868819 "
6448,Point,bus_stop," 19.1126943, 47.3476424 "
6452,Point,bus_stop," 19.0183379, 47.4131983 "
6455,Point,bus_stop," 19.3321341, 47.4592219 "
6461,Point,bus_stop," 18.8828458, 47.4132797 "
6463,Point,bus_stop," 18.965019, 47.4479288 "
6474,Point,bus_stop," 18.9498144, 47.5960337 "
6476,Point,bus_stop," 19.1294829, 47.6356782 "
6477,Point,bus_stop," 19.1128024, 47.6195777 "
6479,Point,bus_stop," 19.1288874, 47.6310219 "
6480,Point,bus_stop," 18.8807416, 47.4156847 "
6487,Point,bus_stop," 19.1269341, 47.6383939 "
6499,Point,bus_stop," 19.1107224, 47.5643922 "
6500,Point,bus_stop," 19.1035816, 47.4814115 "
6511,Point,bus_stop," 19.2363273, 47.5962978 "
6512,Point,bus_stop," 19.2392415, 47.6003926 "
6513,Point,bus_stop," 19.371972, 47.4412971 "
6517,Point,bus_stop," 19.0153384, 47.4651521 "
6520,Point,bus_stop," 19.0229143, 47.5077935 "
6524,Point,bus_stop," 19.3377486, 47.4934126 "
6525,Point,bus_stop," 19.04896, 47.4771474 "
6526,Point,bus_stop," 19.0526835, 47.4745435 "
6527,Point,bus_stop," 19.0524769, 47.4716861 "
6540,Point,bus_stop," 19.0429854, 47.5159119 "
6543,Point,bus_stop," 19.1904028, 47.5104762 "
6545,Point,bus_stop," 19.1370813, 47.5043027 "
6546,Point,bus_stop," 19.3207491, 47.4445595 "
6552,Point,bus_stop," 19.1228167, 47.4830073 "
6553,Point,bus_stop," 19.1228602, 47.4831382 "
6554,Point,bus_stop," 18.9089105, 47.4890264 "
6555,Point,bus_stop," 19.2832555, 47.5263484 "
6556,Point,bus_stop," 19.0965862, 47.4721018 "
6559,Point,bus_stop," 18.9576469, 47.4318879 "
6560,Point,bus_stop," 18.9576822, 47.4343938 "
6561,Point,bus_stop," 18.9572599, 47.437445 "
6563,Point,bus_stop," 19.0548023, 47.5007065 "
6564,Point,bus_stop," 19.0425139, 47.4868637 "
6565,Point,bus_stop," 19.0538142, 47.4926369 "
6566,Point,bus_stop," 19.0560835, 47.4972908 "
6567,Point,bus_stop," 19.0385285, 47.5065095 "
6568,Point,bus_stop," 19.0386336, 47.514487 "
6572,Point,bus_stop," 19.0464193, 47.6203004 "
6573,Point,bus_stop," 19.0827334, 47.5603169 "
6589,Point,bus_stop," 19.2604238, 47.5540401 "
6590,Point,bus_stop," 19.2568339, 47.5514353 "
6591,Point,bus_stop," 19.2626406, 47.5611019 "
6592,Point,bus_stop," 19.2644786, 47.5503793 "
6593,Point,bus_stop," 19.2626355, 47.5524092 "
6594,Point,bus_stop," 19.2633875, 47.5487961 "
6597,Point,bus_stop," 19.0215089, 47.5054933 "
6598,Point,bus_stop," 19.1182697, 47.3443619 "
6600,Point,bus_stop," 19.095484, 47.3527469 "
6606,Point,bus_stop," 19.2736559, 47.5244624 "
6607,Point,bus_stop," 19.283609, 47.5261796 "
6608,Point,bus_stop," 19.0075162, 47.4547771 "
6614,Point,bus_stop," 19.1390374, 47.4772529 "
6616,Point,bus_stop," 19.3242525, 47.6233699 "
6617,Point,bus_stop," 19.3210968, 47.6287325 "
6618,Point,bus_stop," 19.3147789, 47.6340819 "
6619,Point,bus_stop," 19.3097645, 47.6387964 "
6623,Point,bus_stop," 19.3861914, 47.4265612 "
6624,Point,bus_stop," 19.3870289, 47.4260496 "
6637,Point,bus_stop," 19.0255114, 47.5007601 "
6638,Point,bus_stop," 19.0286329, 47.4986384 "
6639,Point,bus_stop," 19.054627, 47.4833683 "
6640,Point,bus_stop," 19.0286388, 47.4983669 "
6641,Point,bus_stop," 19.0253354, 47.5004631 "
6644,Point,bus_stop," 19.0583446, 47.50896 "
6645,Point,bus_stop," 19.0811491, 47.3490804 "
6646,Point,bus_stop," 19.0808594, 47.3490731 "
6647,Point,bus_stop," 19.0804732, 47.3475757 "
6648,Point,bus_stop," 19.0804839, 47.3471831 "
6649,Point,bus_stop," 19.0786064, 47.344806 "
6650,Point,bus_stop," 19.1162431, 47.3502834 "
6651,Point,bus_stop," 19.0760086, 47.3437973 "
6652,Point,bus_stop," 19.1171336, 47.3479173 "
6653,Point,bus_stop," 19.117198, 47.3475393 "
6654,Point,bus_stop," 19.0920228, 47.3654116 "
6655,Point,bus_stop," 19.0787244, 47.3429994 "
6656,Point,bus_stop," 19.0826726, 47.3407748 "
6657,Point,bus_stop," 19.0929186, 47.3647067 "
6658,Point,bus_stop," 19.0985071, 47.3629039 "
6659,Point,bus_stop," 19.0987122, 47.3627809 "
6660,Point,bus_stop," 19.0956867, 47.3586384 "
6661,Point,bus_stop," 19.0955794, 47.3588346 "
6662,Point,bus_stop," 19.1013461, 47.3554914 "
6663,Point,bus_stop," 19.101153, 47.3555204 "
6664,Point,bus_stop," 19.1043824, 47.357392 "
6665,Point,bus_stop," 19.10501, 47.3577118 "
6666,Point,bus_stop," 19.1095805, 47.3566615 "
6667,Point,bus_stop," 19.1095161, 47.3568868 "
6668,Point,bus_stop," 19.113239, 47.3534162 "
6669,Point,bus_stop," 19.1135985, 47.3532891 "
6670,Point,bus_stop," 19.1162538, 47.3501308 "
6671,Point,bus_stop," 19.1006917, 47.3454712 "
6672,Point,bus_stop," 19.1006219, 47.3452713 "
6673,Point,bus_stop," 19.0965557, 47.3470668 "
6674,Point,bus_stop," 19.0966737, 47.3473939 "
6675,Point,bus_stop," 19.0924895, 47.3488369 "
6676,Point,bus_stop," 19.1127241, 47.3474012 "
6677,Point,bus_stop," 19.1073167, 47.3492912 "
6678,Point,bus_stop," 19.1006005, 47.3511957 "
6679,Point,bus_stop," 19.0920711, 47.3539396 "
6680,Point,bus_stop," 19.0851747, 47.3552225 "
6684,Point,bus_stop," 19.1262342, 47.4646036 "
6687,Point,bus_stop," 19.3026513, 47.6317078 "
6688,Point,bus_stop," 19.3008864, 47.6188294 "
6715,Point,bus_stop," 19.239126, 47.4753608 "
6720,Point,bus_stop," 19.3898909, 47.4365363 "
6721,Point,bus_stop," 19.3920517, 47.435353 "
6722,Point,bus_stop," 19.3968496, 47.4325735 "
6723,Point,bus_stop," 18.9853459, 47.5184861 "
6724,Point,bus_stop," 19.0552096, 47.6162329 "
6730,Point,bus_stop," 19.1616154, 47.4118221 "
6734,Point,bus_stop," 19.0692473, 47.5378693 "
6738,Point,bus_stop," 19.3570921, 47.589543 "
6739,Point,bus_stop," 19.3569553, 47.5896081 "
6740,Point,bus_stop," 19.352822, 47.5882278 "
6741,Point,bus_stop," 19.3537042, 47.3810922 "
6742,Point,bus_stop," 19.3538281, 47.3808585 "
6743,Point,bus_stop," 18.9205223, 47.3280467 "
6745,Point,bus_stop," 18.9381502, 47.3355615 "
6758,Point,bus_stop," 19.0487741, 47.4616714 "
6759,Point,bus_stop," 19.040411, 47.4559495 "
6775,Point,bus_stop," 19.278858, 47.4113356 "
