ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm(HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony (sqm),Attic,Attic: Loft conversion,Attic: Penthouse,Attic: Top floor,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,"Shop: Art, music, hobbies",Shop: Beauty,"Shop: Clothing, shoes, accessories",Shop: Convenience shop,Shop: Department Store,"Shop: Discount store, charity","Shop: Food, beverages",Shop: Health,Shop: Laundry,Shop: Mall,"Shop: Stationery, gifts, books, newspapers",Shop: Supermarket,Shop: Travel Agency,Shop: Others
3008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0,37,702703, Rózsa utca,0.0,-1,-1,garden view,1,0,0,not available,0,-1,-1,1 + 1 half room,1,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,-1,3,3 m or more,natural gas (convector),1,0,0,0,0,-1,together,0,1,not specified,0,0,0,0,0,0,0,0,-1,-1.0,-1,0,0,0, Troli   70   73   74   76   78   79   ,47.50417,19.07381,47.50417,19.07381,1077,7,66,283,347,10,6,22,605,53,10,16,248,89,29,698
3009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,45,611111, Garay tér,0.5,-1,-1,street view,0,0,1,not available,0,-1,-1,1 room,1,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,-1,2,3 m or more,natural gas (convector),1,0,0,0,0,-1,together,0,1,East,0,0,1,0,0,0,0,0,-1,-1.0,-1,0,0,0, Busz   30   112   133E   5   178   230   30A   7   110    Éjszakai   973   907    Troli   74   78   79   ,47.504086,19.08557,47.504086,19.08557,1076,7,46,166,227,12,6,16,499,43,12,10,164,78,18,537
3010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,144,1145833, Erzsébet körút 40-42,2.0,-1,-1,street view,0,0,1,available,1,available,1,3 + 1 half room,3,1,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,-1,4,3 m or more,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,Southwest,0,0,0,0,0,0,1,0,-1,-1.0,-1,0,0,0, Villamos   4   6    Metró   M2    Busz   108E   5   6   7   110   112   133E   178   7E   8E    Éjszakai   923   973   990   956   908   907   931    Troli   74   ,47.499496,19.068945000000006,47.499496,19.068945000000006,1073,7,69,284,346,10,5,27,598,59,9,16,254,93,30,688
3011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,46,576087, Kerepesi út,7.0,-1,1,panoramic,0,1,0,available,1,not available,0,2 room,2,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,-1,10,less than 3 m,district heating,0,0,0,0,0,-1,together,0,1,Northeast,0,0,0,0,1,0,0,0,-1,-1.0,-1,0,0,0, Hév   H8   H9    Busz   67   277   45   44   176E   276E    Éjszakai   908   931   ,47.505688,19.15555,47.505688,19.15555,1144,14,0,17,15,0,0,0,60,3,0,8,10,18,0,93
3012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,91,440860, Baross utca,2.0,-1,1,street view,0,0,1,available,1,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,4,not specified,combination boiler,0,0,1,0,0,1,separate,1,0,West,0,0,0,1,0,0,0,0,0,4.0,no loft conversion,0,0,0, Busz   9   99    Éjszakai   909    Troli   83   ,47.48965,19.07681,47.48965,19.07681,1082,8,66,219,275,8,3,25,539,56,8,16,214,87,29,614
3013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.0,49,557692, Kérő utca 4,-1.0,-1,-1,garden view,1,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,not specified,0,0,0,0,0,-1,separate,1,0,West,0,0,0,1,0,0,0,0,-1,6.0,-1,0,0,0, Metró   M4    Busz   101B   101E   108E   139   140   140A   141   142   150   153   154   154B   40   53   87   88   172   172B   173   187   188E   240   250   250B   251   251A   272   40B   40E   88B   8E    Éjszakai   941   940   972   908   972B   ,47.46246,19.015713,47.46246,19.015713,1112,11,3,36,32,4,0,4,133,9,2,2,21,35,3,221
3014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9,70,859967, Madárhegy,1.0,-1,1,panoramic,0,1,0,not specified,-1,-1,-1,3 room,3,0,newly built,1,0,0,0,0,0,luxury,0,0,1,-1,-1,4,not specified,gáz (cirko),1,0,0,0,0,1,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,-1,24.89,-1,0,0,0,-1,47.467625,18.98885,47.467625,18.98885,1112,11,0,19,19,2,0,1,64,4,0,2,8,16,3,144
3015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5,50,490000, Szeszgyár utca,1.0,-1,-1,street view,0,0,1,not available,0,-1,-1,1 room,1,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,-1,-1,3 m or more,natural gas (convector),1,0,0,0,0,-1,not specified,-1,-1,West,0,0,0,1,0,0,0,0,-1,-1.0,no loft conversion,0,0,0, Villamos   4   6   24   24G   28   28A   37   37A   62    Busz   217E   9   99    Éjszakai   909    Troli   83   ,47.48843,19.08935,47.48843,19.08935,1086,8,50,149,177,6,3,20,439,41,5,12,136,70,19,517
3016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.9,70,966879, Szépvölgyi út 57-61,1.0,-1,1,panoramic,0,1,0,available,1,available,1,2 + 1 half room,2,1,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,-1,4,3 m or more,central heating (metered),0,0,0,0,1,1,separate,1,0,Southeast,0,0,0,0,0,0,0,1,0,17.0,no loft conversion,0,0,0, Busz   29   65   111   165   65A    Éjszakai   931   ,47.5304,19.027822,47.5304,19.027822,1025,2,12,107,53,5,1,4,179,19,3,13,52,34,1,258
3017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,60,416667, Kálvária tér,1.0,-1,-1,street view,0,0,1,not available,0,-1,-1,1 room,1,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,-1,-1,3 m or more,natural gas (convector),1,0,0,0,0,-1,not specified,-1,-1,North,1,0,0,0,0,0,0,0,-1,-1.0,no loft conversion,0,0,0, Busz   9   99    Éjszakai   909    Troli   83   ,47.488415,19.08445,47.488415,19.08445,1089,8,60,184,226,8,3,21,481,50,7,16,188,78,25,557
3018,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.89,46,413692, Lehel utca,1.0,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,-1,-1,less than 3 m,central heating (metered),0,0,0,0,1,-1,together,0,1,not specified,0,0,0,0,0,0,0,0,-1,38.0,no loft conversion,0,0,0, Villamos   14    Busz   14   30   105   230   30A    Éjszakai   914   914A    Troli   75   79   ,47.521286,19.06995,47.521286,19.06995,1135,13,29,180,137,9,5,11,367,26,8,2,112,66,7,493
3019,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.9,128,897656, Múzeum körút 19,2.0,-1,1,street view,0,0,1,available,1,-1,-1,4 room,4,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,-1,5,3 m or more,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,-1,-1.0,no loft conversion,0,0,0, Villamos   47   47B   48   49    Metró   M2   M3   M4    Busz   108E   5   9   15   115   133E   7   110   112   178   8E    Éjszakai   909   914   914A   916   950   950A   979   979A   973   956   990   908   907   931    Troli   83   ,47.492153,19.06091,47.492153,19.06091,1053,5,72,246,330,11,3,26,634,62,9,18,248,104,29,676
3020,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9,88,1021591, Bástya utca 10,1.0,-1,1,street view,0,0,1,available,1,-1,-1,2 + 1 half room,2,1,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,-1,6,3 m or more,central heating,0,0,0,0,1,-1,separate and together too,1,0,South,0,1,0,0,0,0,0,0,-1,-1.0,-1,0,0,0, Villamos   2   47   47B   48   49    Metró   M3   M4    Busz   9   15   115    Éjszakai   979A   979   914A   909   950   914   950A    Troli   83   ,47.488987,19.05933,47.488987,19.05933,1056,5,72,243,279,11,3,25,614,60,9,15,236,101,28,663
3021,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9,92,629348, Somogyi Béla utca 14,2.0,-1,-1,street view,0,0,1,available,1,-1,-1,3 + 1 half room,3,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,-1,5,3 m or more,gáz (konvektor),1,0,0,0,0,-1,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,-1,-1.0,-1,0,0,0, Villamos   28   28A   37   37A   4   6   62    Metró   M2   M4    Busz   108E   5   7   7E   99   110   112   133E   217E   6   178   8E    Éjszakai   973   990   956   908   907   931   923   916    Troli   74   ,47.49469000000001,19.069841,47.49469000000001,19.069841,1085,8,67,231,309,10,5,25,582,55,8,16,231,93,29,623
3022,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,59,506780, Népszínház utca,4.0,-1,-1,not specified,0,0,0,available,1,available,1,2 room,2,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,-1,5,3 m or more,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,West,0,0,0,1,0,0,0,0,-1,-1.0,-1,0,0,0, Villamos   28   28A   37   37A   4   62    Metró   M4    Busz   217E   99   ,47.494682,19.07841,47.494682,19.07841,1081,8,64,219,288,10,5,23,561,56,9,15,219,89,29,606
3023,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.99,89,483034, Századosnegyed,2.0,-1,1,not specified,0,0,0,not available,0,available,1,4 room,4,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,-1,3,less than 3 m,central heating (metered),0,0,0,0,1,-1,separate,1,0,Southeast,0,0,0,0,0,0,0,1,-1,-1.0,-1,0,0,0,-1,47.49488,19.105343,47.49488,19.105343,1087,8,12,48,56,6,3,8,278,16,4,4,35,52,2,223
3024,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5,44,602273, Cserhát utca,0.0,-1,1,garden view,1,0,0,not available,0,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,-1,3 m or more,natural gas (convector),1,0,0,0,0,-1,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,0,-1.0,no loft conversion,0,0,0, Busz   133E   30   230   30A   5   7   110   112    Éjszakai   907   973   979    Troli   74   78   79   75   ,47.50508,19.085,47.50508,19.085,1078,7,47,179,238,12,6,15,504,42,12,10,166,76,18,560
3025,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,97,611225, Középső-Erzsébetváros,0.0,-1,1,street view,0,0,1,available,1,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,5,3 m or more,combination boiler,0,0,1,0,0,0,separate,1,0,North,1,0,0,0,0,0,0,0,-1,2.0,no loft conversion,0,0,0,-1,47.50198,19.07244,47.50198,19.07244,1077,7,68,284,347,9,6,23,606,57,10,16,250,92,30,702
3026,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,42,471429, József körút,1.0,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,in medium condition,0,0,0,1,0,0,not specified,0,0,0,-1,-1,-1,not specified,natural gas (convector),1,0,0,0,0,-1,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,-1,-1.0,-1,0,0,0, Villamos   4   6    Metró   M4    Busz   6   9    Éjszakai   909   923    Troli   83   ,47.491985,19.070604,47.491985,19.070604,1085,8,68,225,288,9,5,25,568,57,8,18,230,92,29,621
3027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.2,48,483333, Harmat utca,0.0,-1,1,street view,0,0,1,available,1,available,1,1 + 1 half room,1,1,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,-1,9,less than 3 m,central heating,0,0,0,0,1,1,together,0,1,South,0,1,0,0,0,0,0,0,-1,-1.0,-1,0,0,0, Villamos   3   28   28A   37   37A   62   62A    Busz   162   162A   85   161   161A   168E   185   262    Éjszakai   909   956   990   ,47.488926,19.136993,47.488926,19.136993,1105,10,0,17,18,1,0,0,62,4,0,8,6,33,0,98
