ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF millions),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8,90,508888.8889, Debercsény utca 47,-1,-1,1,not specified,0,0,0,-1,-1,-1,3 room,3,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,1,-1,gáz (cirko),1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   162   197   262   298   ,47.471317,19.30041,47.471317,19.30041,1171,17,1.162447246,18.97244371,16.61350768,18.81221142,20.99171001,5.131280094,16.62314889,18.08750068,17.80108874,17.92004713,17.92004713,18.44059824,13.83507761,17.46843378,13.01247527,19.12661264,18.30219799,17.16079926,18.08955746,17.99096388,21.09046553,18.04775799,14.91808048,23.77434021,16.20281489,21.16959742,17.78133974,17.59372656,20.89672798,4,7,0,1,4,0,2,2,0,0,1,1,0,4,0,0,24
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,275,836363.6364, Géza fejedelem útja,-1,-1,1,panoramic,0,1,0,-1,available,1,6 room,6,0,newly built,1,0,0,0,0,0,luxury,0,0,1,AA++,3,-1,ceiling heating / cooling,0,0,0,1,no,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   157   157A   ,47.56402,18.93843,47.56402,18.93843,1029,2,4.360797308,11.28642809,12.94847794,10.65381659,9.505385045,27.39177627,6.634824495,11.78160329,12.2635917,12.34791203,12.34791203,12.69362597,15.28972957,12.61938595,16.10120298,10.92418942,12.45174827,13.60026419,11.61784488,11.51753967,8.663890175,12.45017379,14.15428991,6.587548426,14.32701985,7.930205825,12.4820074,12.90234699,10.15378397,5,10,1,0,1,1,6,3,0,2,0,3,1,27,0,2,101
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,123,804878.0488, Kocsis Sándor út 176,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   260   ,47.56918,19.006062,47.56918,19.006062,1037,3,0.48874074,8.746643743,9.534133662,7.46591162,7.664448326,23.5130291,1.598226434,8.817601427,9.37300032,9.591962005,9.591962005,10.41378883,11.18659031,9.683573165,11.94588842,8.293652446,9.998407453,10.91945335,8.533607905,8.241055916,3.670962992,9.83204687,9.883573515,5.94497372,11.39247992,4.435120933,9.697294153,10.19394017,8.530150398,11,9,1,1,1,1,0,6,0,0,1,3,2,29,0,6,34
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,110,1090909.091, Botfalu utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,-1,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1, Busz   53   ,47.47565,19.00624,47.47565,19.00624,1112,11,1.411823883,4.068105358,6.495933304,5.537274511,3.178866055,18.95081973,4.4822129,5.081838685,5.007844599,4.71654089,4.71654089,3.764201395,9.594387198,5.215431629,10.27437303,4.280881999,4.060109902,5.035270864,5.340837407,5.784730343,10.2612567,4.429817687,9.48667946,4.699500057,5.987508922,6.843091229,4.820778079,4.787721114,2.399302792,38,45,2,12,26,1,4,11,0,0,7,28,10,264,0,7,573
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,342,435672.5146, Csillaghegy,-1,-1,-1,not specified,0,0,0,-1,-1,-1,5 room,5,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,4,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,loft conversion,1,-1,47.585827,19.051441,47.585827,19.051441,1039,3,2.337804794,9.930306247,9.697864127,8.264546221,9.6013172,22.25989975,2.185900252,9.586164638,10.1258118,10.44342084,10.44342084,11.58412024,10.23206998,10.34490896,10.8408975,9.474710891,11.07160715,11.66896659,9.227926667,8.781853402,2.639594267,10.77891103,8.81277729,8.921634599,11.84016362,5.883767184,10.50582836,11.00727891,10.47151776,70,32,4,10,30,2,4,11,1,0,5,17,5,97,0,5,164
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,430,511627.907, Hegyoldal utca,-1,-1,1,panoramic,0,1,0,-1,available,1,5 + 1 half room,5,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,3,-1,natural gas boiler,1,0,0,0,not specified,separate,1,0,-1,-1,-1,loft conversion,1, Busz   65   65A   ,47.53664,19.01671,47.53664,19.01671,1037,3,0.302871019,5.139620523,6.385142915,4.124001492,3.963252905,20.78780093,1.838603159,5.378762883,5.910446769,6.076258065,6.076258065,6.770537795,8.694041637,6.248112311,9.51142482,4.704569433,6.390169024,7.397677332,5.152767472,4.974806284,3.977362459,6.27056338,7.623824562,2.934013174,7.983338775,1.355791783,6.195123174,6.670787869,4.835069871,57,41,2,19,24,2,3,12,0,0,26,12,3,99,0,14,268
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,265,898113.2075, II/A kerület – Remetekertváros,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,natural gas boiler,1,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.551865,18.95662,47.551865,18.95662,1028,2,3.688859061,9.368845822,11.07867076,8.780555237,7.586514805,25.53410222,5.700694828,9.880754313,10.35609616,10.43407942,10.43407942,10.77339882,13.51133324,10.71282037,14.32896799,9.010681397,10.53108714,11.6815923,9.726654204,9.644618181,7.386383063,10.53194614,12.42604388,4.695159274,12.41501902,6.160432591,10.56886931,10.98554335,8.245236663,30,28,0,5,24,1,6,16,0,0,4,3,1,42,0,5,220
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,202,257425.7426, Rákospalota,-1,-1,1,garden view,1,0,0,-1,available,1,5 room,5,0,in medium condition,0,0,0,1,0,0,double comfort,1,0,0,-1,2,-1,natural gas boiler,1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.562843,19.137367,47.562843,19.137367,1152,15,0.405737481,9.83461806,7.926396822,8.285435551,10.87798502,16.28980053,7.669277799,8.922290007,9.216355461,9.587136949,9.587136949,10.91818254,6.15733097,9.192606297,6.278741574,9.554210144,10.38989094,10.23373877,8.595170073,8.102950331,6.265789203,9.972019991,5.144890944,12.11589784,9.816490269,8.359615858,9.552262711,9.890327255,11.4730739,22,11,0,6,10,1,2,8,2,1,1,2,1,45,0,5,81
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,65,306153.8462, Őzsuta utca,-1,-1,1,panoramic,0,1,0,-1,not available,0,1 + 1 half room,1,1,needs renovation,0,0,0,0,1,0,not specified,0,0,0,-1,1,-1,not specified,0,0,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,47.57334,18.99074,47.57334,18.99074,1037,3,0.360852222,9.655254939,10.62253928,8.487219424,8.39390011,24.70577139,2.573542565,9.814106734,10.36213589,10.5571729,10.5571729,11.29287103,12.38564342,10.68516449,13.15254916,9.21359753,10.90770916,11.8847856,9.55002087,9.290881362,4.896906017,10.77267391,11.09731692,6.301610778,12.41010831,5.449493984,10.66951349,11.15692514,9.232271929,5,2,0,0,0,0,0,4,0,0,0,0,1,4,0,0,14
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,193,569948.1865, Újvár utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   218   ,47.58307,19.00316,47.58307,19.00316,1037,3,0.938874127,10.26401219,10.91551867,8.922876754,9.223019787,24.66001297,1.37687974,10.28676536,10.84529172,11.07873527,11.07873527,11.93931423,12.34453902,11.14612761,13.07286046,9.807375532,11.51268846,12.40279773,9.989292897,9.669706526,4.459063949,11.33183174,10.99306521,7.438077048,12.83768857,5.920349834,11.17952708,11.68042964,10.08962094,4,9,1,1,1,0,0,1,0,0,1,2,1,10,0,4,30
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9,169,395857.9882, Cinkota – Ilonatelep,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,gáz (cirko),1,0,0,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1,-1,47.52651,19.233608,47.52651,19.233608,1164,16,6.562996106,14.13609338,11.58915675,13.34823185,15.94202116,9.874833704,13.49751843,13.1133005,13.04335949,13.29701453,13.29701453,14.27535859,8.441872259,12.79635788,7.721832126,14.11644019,13.93328058,13.07310283,12.96978609,12.6843122,14.06106402,13.56390872,8.952578494,18.23775099,12.19175692,14.98072289,13.18378705,13.21043975,16.14676126,2,6,0,1,0,0,1,4,1,0,0,2,0,15,0,1,20
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,236,741525.4237, Ürömhegy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,3,-1,falfűtés,0,1,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.581375,19.020317,47.581375,19.020317,1031,3,2.027990669,9.706912668,10.0906642,8.237979838,8.898672641,23.57004507,0.193413157,9.610890499,10.17091472,10.43399784,10.43399784,11.39582456,11.29074411,10.44976859,11.99408768,9.24369358,10.93608215,11.74099595,9.290009217,8.926435251,3.302522976,10.71663261,9.913120781,7.520151813,12.09777801,5.35337985,10.52375895,11.03053909,9.780427165,6,9,1,1,1,1,0,1,0,0,1,4,0,13,0,4,38
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,235,765957.4468, Csillaghegy,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,3,-1,not specified,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.585827,19.051441,47.585827,19.051441,1039,3,2.337804794,9.930306247,9.697864127,8.264546221,9.6013172,22.25989975,2.185900252,9.586164638,10.1258118,10.44342084,10.44342084,11.58412024,10.23206998,10.34490896,10.8408975,9.474710891,11.07160715,11.66896659,9.227926667,8.781853402,2.639594267,10.77891103,8.81277729,8.921634599,11.84016362,5.883767184,10.50582836,11.00727891,10.47151776,70,32,4,10,30,2,4,11,1,0,5,17,5,97,0,5,164
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.5,342,612573.0994, Fekete István utca 2,-1,-1,1,panoramic,0,1,0,-1,available,1,9 room,9,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1, Villamos   56   56A   59B   61    Busz   29   129    Éjszakai   956   ,47.526424,18.982567,47.526424,18.982567,1021,2,3.107447556,6.102656449,8.099021792,5.844084161,4.209073761,22.49751273,4.618588178,6.749415585,7.171096369,7.196767823,7.196767823,7.401505258,10.85310418,7.530218371,11.67635963,5.793786449,7.201848165,8.384277094,6.659535212,6.68253173,6.664574351,7.24734487,9.968642472,1.262548646,9.177307486,3.985784579,7.336449547,7.714457515,4.821602964,15,34,2,3,55,4,0,12,0,2,3,2,4,59,0,9,219
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.9,350,856857.1429, Testvérhegy,-1,-1,1,panoramic,0,1,0,-1,available,1,5 room,5,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,2,-1,gáz (cirko),1,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.563854,19.013685,47.563854,19.013685,1037,3,0.759651326,7.986082788,8.716111843,6.66636155,6.992906204,22.69792601,1.213829291,8.024050005,8.581154908,8.808044943,8.808044943,9.661845425,10.3734886,8.887335421,11.13677365,7.529580183,9.234937164,10.13384851,7.734073676,7.432283605,3.020844478,9.056742041,9.079129453,5.512193753,10.5900388,3.647663753,8.910772625,9.409997625,7.867918796,11,10,1,1,1,1,0,6,0,0,1,5,3,60,0,7,46
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,341,630498.5337, Virányos,-1,-1,1,garden view,1,0,0,-1,available,1,7 room,7,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.51427,18.98992,47.51427,18.98992,1125,12,3.172833324,4.973899741,7.198286002,5.064057194,2.973259281,21.43752098,4.464855234,5.74806278,6.105282368,6.07610385,6.07610385,6.117117185,10.13305853,6.459100414,10.94615064,4.731936377,5.975851505,7.181388819,5.723016253,5.841027937,7.168106876,6.073704717,9.400155504,0.282820989,8.027169475,4.00677102,6.218309086,6.548671126,3.466006289,33,45,2,7,36,4,2,14,0,2,12,6,2,78,0,13,308
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,1000000, Királyok útja 225.,-1,-1,1,not specified,0,0,0,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,mennyezeti hűtés-fűtés,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   34    Éjszakai   934   ,47.59236,19.066332,47.59236,19.066332,1039,3,1.531470334,10.72096134,10.19942553,9.005478973,10.58777952,22.07494709,3.45999577,10.272205,10.79147225,11.12879389,11.12879389,12.33320998,10.33228029,10.97790719,10.86643344,10.27720561,11.80444654,12.29573241,9.904344002,9.429929383,3.487456595,11.48301198,8.920358976,10.13166462,12.37208798,6.898992025,11.17728791,11.66768972,11.44162418,55,39,3,10,20,2,4,11,1,0,3,15,3,109,0,8,154
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,293,682593.8567, Szalonkales utca,-1,-1,1,panoramic,0,1,0,-1,available,1,5 room,5,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,4,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion,1, Busz   11   ,47.53544,18.98983,47.53544,18.98983,1025,2,2.191478575,6.294836212,8.010615481,5.713069642,4.599087571,22.46842254,3.814838858,6.790753861,7.266750782,7.350527033,7.350527033,7.750851459,10.56025252,7.623151312,11.38336754,5.926777564,7.478324376,8.610883579,6.640866517,6.575599735,5.64941044,7.459833576,9.562908186,2.089667689,9.328972575,3.348767406,7.484270538,7.90827564,5.336845335,14,17,2,4,49,0,0,8,0,0,2,2,2,50,0,9,179
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,265,830188.6792, Versec sor 11,-1,-1,1,panoramic,0,1,0,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,loft conversion,1, Villamos   56   56A   59B   61    Busz   29   129    Éjszakai   956   ,47.526306,18.985382,47.526306,18.985382,1021,2,2.92098122,5.919140009,7.896208939,5.637771035,4.043863491,22.30140856,4.419114998,6.553868961,6.980166957,7.010937207,7.010937207,7.237334748,10.64303122,7.339386033,11.46638029,5.604384294,7.028650581,8.206750511,6.459836522,6.477931643,6.504165376,7.067281456,9.756910134,1.156405021,8.992871289,3.782737024,7.150212064,7.532973662,4.67675822,19,35,2,7,57,4,2,10,0,2,3,3,4,65,0,10,235
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,200,420000, Nagytétényi út 233.,-1,-1,1,garden view,1,0,0,-1,available,1,3 + 4 half room,3,4,renovated,0,0,1,0,0,0,double comfort,1,0,0,D,1,-1,combination boiler,0,0,1,0,yes,together,0,1,-1,-1,-1,loft conversion,1, Busz   133E   33    Éjszakai   973   ,47.393845,18.991592,47.393845,18.991592,1225,22,0.605834931,12.25209127,13.82568794,13.99356271,12.21469965,20.23580898,8.073930609,12.98265743,12.60042444,12.2252422,12.2252422,10.88681807,16.17008002,12.58025301,16.5294128,12.64946931,11.43131327,11.52891005,13.34422295,13.85884642,19.29044385,11.83564237,16.73358219,13.65744233,12.06238533,15.93265473,12.2409396,11.87019466,11.34579908,9,10,2,1,5,0,2,6,0,0,0,0,0,8,0,6,39
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8,120,456666.6667, Kiránduló utca,-1,-1,1,not specified,0,0,0,-1,-1,-1,4 room,4,0,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,loft conversion not possible,0, Busz   250   250B   ,47.429066,19.01355,47.429066,19.01355,1222,22,0.84650027,8.003995632,9.623478753,9.747538357,8.086091374,17.98734861,5.396010119,8.734793035,8.362016437,7.987032875,7.987032875,6.647835382,12.12122041,8.355735541,12.55169215,8.40598601,7.189721604,7.360818822,9.095186179,9.609679047,15.10451281,7.597780112,12.58207364,9.885162673,7.975339745,11.79245662,8.007809541,7.654032722,7.205275388,3,17,0,0,5,0,2,5,0,0,0,2,2,74,0,4,40
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,67,514925.3731, Szigligeti utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,1,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Villamos   50    Busz   136E   93   182   184   93A    Éjszakai   914   950   950A   ,47.457897,19.154198,47.457897,19.154198,1193,19,2.267529404,8.885195708,7.166208369,9.421108515,10.87337566,7.680627355,5.653370709,8.270762407,7.813241495,7.784992386,7.784992386,7.874353972,6.016260355,7.454135255,5.578750643,9.185570133,7.899777107,6.68678148,8.429841303,8.566022696,13.82598952,7.771276684,7.422392725,13.88409787,5.817508514,12.36733683,7.644313092,7.295978571,10.5352209,63,36,2,19,39,5,3,11,3,5,7,4,6,172,0,10,145
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9,110,726363.6364, Bécsi út,-1,-1,1,street view,0,0,1,-1,not available,0,2 + 1 half room,2,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,no,together,0,1,-1,-1,-1,loft conversion possible,1, Busz   118   160   218   260   260A    Éjszakai   918   960   ,47.56766,19.020573,47.56766,19.020573,1037,3,1.406216552,8.227157552,8.766193932,6.813458952,7.374031183,22.55795267,0.599574662,8.183823101,8.74386087,8.992076706,8.992076706,9.913675139,10.23172558,9.035360399,10.97464839,7.76551167,9.465232282,10.30923802,7.875664656,7.539217276,2.572123275,9.261367598,8.900969052,6.084314894,10.71183955,3.864901737,9.087452946,9.59193594,8.255553358,6,10,1,1,1,1,0,6,0,0,1,5,3,64,0,6,44
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.99,145,379241.3793, Szugló utca 171,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Troli   77   ,47.528313,19.129099,47.528313,19.129099,1141,14,1.446124185,6.867505549,4.528619023,5.707586659,8.397919199,13.60806664,6.010516945,5.84833691,5.982016565,6.322208158,6.322208158,7.57789386,2.267993425,5.859092369,2.479656229,6.717805601,7.097446058,6.684582428,5.601057651,5.19983446,6.785172569,6.678100255,1.476835206,10.43762023,6.122531399,7.13975947,6.251796889,6.485160192,8.775574434,57,32,4,14,28,2,7,16,0,0,7,11,11,81,0,9,149
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,109,412844.0367, Maros utca,-1,-1,1,garden view,1,0,0,-1,available,1,3 + 1 half room,3,1,mint,0,0,0,0,0,1,double comfort,1,0,0,AA++,2,-1,combination boiler,0,0,1,0,yes,separate and together too,1,0,-1,-1,-1,loft conversion,1, Busz   123A   35   36   123   135    Éjszakai   923   ,47.42107,19.13268,47.42107,19.13268,1237,23,0.723142703,10.41038032,9.65732288,11.55467411,12.07404722,9.205012424,2.966731499,10.20289246,9.650316036,9.454959434,9.454959434,8.892982276,9.702318539,9.33548719,9.489698846,10.82937175,9.182246816,8.130131621,10.48696541,10.80842415,16.76729098,9.260780447,10.98595767,15.03795278,7.636121933,14.58558412,9.340680693,8.857589961,11.45521314,8,10,1,3,12,0,0,6,0,0,0,0,2,24,0,5,41
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,420,182380.9524, Jósika utca,-1,-1,1,garden view,1,0,0,-1,available,1,4 room,4,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,3,-1,gázkazán,0,0,0,0,no,separate,1,0,-1,-1,-1,loft conversion,1, Busz   98   198   98E    Éjszakai   980   ,47.45671,19.23438,47.45671,19.23438,1174,17,0.471604032,14.49685276,12.35647875,14.64453049,16.52875125,2.421556046,11.40675148,13.716576,13.34875618,13.40452734,13.40452734,13.72769446,10.04288767,12.99730743,9.278056261,14.72078597,13.66858339,12.47735963,13.78707933,13.78692116,17.92406554,13.46986494,11.34904034,19.45318854,11.54289189,17.31860012,13.26234338,12.99865615,16.31151635,0,3,0,0,4,0,1,4,0,0,1,1,0,7,0,1,21
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,110,377272.7273, Búzakéve utca,-1,-1,1,garden view,1,0,0,-1,not available,0,2 + 3 half room,2,3,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1, Busz   54   166   ,47.4004,19.17411,47.4004,19.17411,1188,18,4.106826821,14.15466171,13.12232986,15.16982954,15.88964274,7.254698759,5.325635546,13.85151772,13.31249755,13.15261167,13.15261167,12.69768802,12.54784681,12.97985791,12.14401568,14.55569145,12.95109202,11.84589528,14.10699807,14.37936401,20.12762266,12.99278132,13.93322328,18.8761331,11.2487657,18.20907835,13.03003871,12.56631552,15.29813409,14,8,1,3,16,0,2,6,0,0,1,3,3,24,0,2,12
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,147,782312.9252, Árnyas út,-1,-1,1,panoramic,0,1,0,-1,not available,0,3 + 2 half room,3,2,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Busz   22   222   22A   291    Éjszakai   922   ,47.518635,18.976683,47.518635,18.976683,1121,12,3.872077135,6.07915691,8.273528353,6.099572643,4.078588972,22.54230713,5.284835093,6.840109632,7.206637676,7.181570061,7.181570061,7.208341196,11.16493495,7.561324573,11.9823146,5.83080151,7.078190965,8.285229283,6.802650143,6.897923576,7.548113615,7.179693929,10.37837574,1.109759736,9.133355386,4.665428577,7.323721617,7.654756323,4.540269227,17,35,2,3,33,4,2,14,0,2,1,3,0,55,0,9,183
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,250,720000, Tarhos utca,-1,-1,1,panoramic,0,1,0,-1,available,1,6 + 4 half room,6,4,newly built,1,0,0,0,0,0,full comfort,0,1,0,A+,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   218   ,47.58003,19.00998,47.58003,19.00998,1037,3,1.261482617,9.775816471,10.35309248,8.394501673,8.812030056,24.05169954,0.979734288,9.762928205,10.32255749,10.56488123,10.56488123,11.4576123,11.73924173,10.61748814,12.46479848,9.316400331,11.02002097,11.88527588,9.45848611,9.126566313,3.846369427,10.82708966,10.38449313,7.185454354,12.29850973,5.417772918,10.66255132,11.16571052,9.685955069,5,9,1,1,1,1,0,1,0,0,1,2,1,11,0,4,33
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,126,468253.9683, Rákosszentmihály,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.527313,19.170956,47.527313,19.170956,1162,16,4.350261615,9.658767569,7.148855958,8.71681669,11.3616666,11.6034385,9.000587203,8.624681482,8.635216526,8.929201875,8.929201875,10.046006,4.085854712,8.433647684,3.552858671,9.585383416,9.63659916,8.950800737,8.438733369,8.106268532,9.604167267,9.23867048,4.307492883,13.55195562,8.178217696,10.28090608,8.831523911,8.945832728,11.64259589,24,21,2,4,13,0,0,11,0,2,0,5,1,45,0,2,47
