ID,Apartment,House,Room,Price per month,Size(sqm),Price per sqm,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Street,Number of rooms,Number of seperate rooms,Number ofhalf rooms,Type of the building,Brick apartment,Block apartment,Deposit,Utilities,Common cost,Furniture,Furnished,Equipped,Partly furnished,Empty,Floor,Balconies,View,View: Courtyard,"View: Courtyard, sunny","View: Courtyard, not sunny",View: Danube,View: Garden,View: Roof,View: Square,View: Panoramic,View: Park,View: Street,"View: Street, quiet","View: Street, sunny",View: City,View: Hill,Shortest rental period,Children welcomed,American kitchen,Can be an office,Foreigners welcomed,Washing machine,Details,Area,Transportation,Near universities,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Fuel,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
3002,1,0,0,309,32,9.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Pál utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,618,53,53,"Furnished, equipped",1,1,0,0,13,-1,Street and courtyard,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12,-1,-1,-1,-1,-1,-1,,,,47.53093361,19.18019896,47.53093361,19.18019896,1162,16,42,26,3,9,17,2,0,14,2,2,3,8,1,2,74,0,4,71
3003,1,0,0,912,80,11.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Bajcsy-Zsilinszky út,"
                2 rooms                            ",2,0,Brick Apartment,1,0,2736,46,93,"Furnished, equipped",1,1,0,0,1,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,-1,-1,-1,1,1,"A NICE FURNISHED FLAT!                         

6. district, BAJCSY-ZSILINSZKY street, in a brick built house on the 1th floor (lift), a flat (80m2) with a living room and a bedroom, with a balcony, house central heating, FURNISHED is for rent.                         

The flat has: a hall, a living room, a bedroom, a kitchen, a bathroom with a toilet, another toilet and a balcony.                         

It is fully furnished and equipped.                         

Common cost: 30.000 HUF/month (with heating).                         

You can move immediately.                         

Pets and smoking are not allowed.                         

The rental fee: net 295.000 HUF/month + utilities (rental for minimum 1 year, caution for 3 months required).",,,,47.5042726,19.0550124,47.5042726,19.0550124,1065,6,2069,269,33,375,257,139,142,114,24,22,434,691,24,24,453,7,35,2523
3004,1,0,0,544,60,9.066666667,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Paulay Ede utca,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1088,108,37,"Furnished, equipped",1,1,0,0,1,-1,To the street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,-1,-1,-1,Yes,1,diamond.alberlet.hu,,,,47.5013082,19.0590017,47.5013082,19.0590017,1061,6,2076,285,35,367,245,139,144,117,24,20,417,681,20,24,470,7,36,2540
3005,1,0,0,3000,245,12.24489796,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Budakeszi út,"
                5 rooms                            ",5,0,Brick Apartment,1,0,5000,12,433,Furnished or unfurnished,1,0,0,0,4,-1,Panoramic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1," 
",,,,47.524169,18.960686,47.524169,18.960686,1021,2,52,42,2,12,68,6,2,17,0,2,6,9,2,0,174,0,13,491
3006,1,0,0,603,65,9.276923077000001,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Csejtei utca,"
                2 rooms                            ",2,0,Brick Apartment,1,0,1206,62,37,"Partly furnished, equipped",0,1,1,0,0,-1,Overlooking the garden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,-1,-1,1,1,www.ksingatlan.eu,,,,47.5250906,19.0307298,47.5250906,19.0307298,1025,2,582,147,5,133,141,45,41,56,11,16,216,303,8,11,451,3,31,1586
3007,1,0,0,2400,170,14.11764706,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Régi posta utca,"
                4 rooms                            ",4,0,Brick Apartment,1,0,4800,93,93,Furnished by designer,1,0,0,0,3,-1,Park view,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,-1,-1,-1,-1,-1,"FOR RENT: moder luxary 3 bedroom apartment with 3 bathrooms in Regi posta street, closed to Deak Ferenc square and Danube!!!
It has a 73m2 big livingroom, three bedrooms with three bathrooms, kitchen and a bar. This is a real upper middle class home. The use of quality materials ensures the prestige home atmosphere, such as the Italian and Spanish tiles, Grespana, Gardenia, Durivat, Grohe, Alf Italia's furnitures, Marburg wallpaper.   

Wall and floor heating in the apartment in every room with mobile temperature controller thermostat. The apartment has an automatic irrigation system and hi-tech cinema experience with 5.1 sound system in every room. Projector is in the living room with motorized canvas and the 3D television with blu ray. It has sauna for your health and motorized blinds for your rest.   

Extras: sauna, wall and floor heating, high quality materials, murble tube, motorized shutter, 5.1 sound system, 3D TV, motorized canvas, , Projector.

It's available from 7th JANUARY 2019!!!
For rent need 2 months deposit and the first month rental fee.
Just for long term (at least 1 year)!!!",,,,47.494709,19.053133,47.494709,19.053133,1052,5,2157,328,34,392,254,133,147,131,19,19,439,700,19,19,517,7,36,2809
3008,1,0,0,340,32,10.625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Izabella utca,"
                1 room                            ",1,0,Brick Apartment,1,0,680,49,37,"Furnished, equipped",1,1,0,0,0,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,12,-1,-1,-1,1,1,"FOR RENT: NICE studio apartment in 5 minutes from ERZSEBET ringroad in IZAELLA street!     
The apartment is bright, furnished, equiped with excellent location and low utilites!!!     
It's available from 17th December!     
For rent need 2 months deposit and 1 month rental fee.     
ONLY FOR LONG TERM (min 1 year)!!!!     
",,,,47.50249829999999,19.0737409,47.50249829999999,19.0737409,1077,7,1888,288,28,331,227,117,140,104,20,15,310,551,27,20,418,7,40,1849
3009,1,0,0,556,84,6.619047619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,II. János Pál pápa tér,"
                2 rooms                 + 1 half room            ",2,1,Brick Apartment,1,0,1113,3,155,"Partly furnished, equipped",0,1,1,0,1,-1,"Street, sunny",0,0,0,0,0,0,0,0,0,1,0,1,0,0,At least one year,Yes,-1,Yes,Yes,-1,"In the VIII. district, near excellent public transport, at II. Janos Pal papa square, SPACIOUS, 84sm, 3 seperated rooms (2 + halfroom), PARTLY furnished and EQUIPPED, 1st floor flat WITH 2 BALCONIES, on the first floor(with elevator) for long term rent!     

FAMILY FRIENDLY, PETFRIENDLY!     
Suitable for an OFFICE as well!             

Rent: 180.000HUF/month     
Common cost: 50.000HUF/month which is INCLUDING THE CENTRAL HEATING, INTERNET, INSURANCE, WASTE REMOVAL AS WELL.     
Electricity and water based on consumption.     

AVAILABLE IMMIATELY WITH 2 MONTH DEPOSIT + 1 MONTH RENT!     
Feel free to contact me!                                                                                     
",,,,47.495467700000006,19.0801985,47.495467700000006,19.0801985,1081,8,1739,293,26,305,211,92,136,111,21,10,299,454,26,21,433,5,38,1766
3010,1,0,0,541,62,8.725806452,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Margit körút,"
                1 room                 + 1 half room            ",1,1,Brick Apartment,1,0,1082,62,22,"Furnished, equipped",1,1,0,0,3,-1,"Street, quiet",0,0,0,0,0,0,0,0,0,1,1,0,0,0,At least one year,-1,-1,-1,Yes,1,"In the II. district in the city center in Margit road street a 68sqm flat waiting for new tenant for long term min. 1 year. The flat is NEWLY RENOVATED , MODERN, FULLY NEWLY FURNISHED and EQUIPPED.                     

WITH BALCONY IS FOR RENT.                     

The flat is ideal for 1-2 person.                    

The flat has a hall , living room together with bedroom , one kitchen, one bathroom with a  toilett.                     

Common cost is 7000 huf                  
Utilitis: circa 20.000 huf based on consuption.                     

Pets and smooking not allowed.                     

With 2 month deposit and one month rental fee can be moved in FROM September.                          

Don't hesitate to write me,if you are intrested!                                                                                                                                                                                                                                                                                                                   ",,,,47.5108946,19.0316892,47.5108946,19.0316892,1024,2,1227,160,13,247,185,103,81,71,17,20,256,424,19,17,453,6,26,1831
3011,1,0,0,1221,93,13.12903226,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Alkotmány utca,"
                3 rooms                            ",3,0,Brick Apartment,1,0,2442,93,25,"Empty, equipped",0,1,0,1,0,-1,"Courtyard, sunny",1,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,-1,-1,-1,-1,"NEWLY RENOVATED FLAT FOR RENT close to The Parliament and Danube river,    
Rent for a Long-term (min. 1 year)   
Great infrastructure, good transportation, variety of restaurants and entertainment venues surrounding.    
With 2 bedrooms flat in the center of Budapest equipped and furnished.   
The apartment has a large American kitchen with air condition, dishwasher, washing machine, microwave oven, electric hob and oven.   
Both Kossuth tér and Nyugati Square is within walking distance.   
Two months deposit required plus the current month. House managing and TV and Internet fees included in the rent.",,,,47.5075407,19.051924300000003,47.5075407,19.051924300000003,1054,5,1981,257,32,368,241,132,139,106,23,20,410,646,20,23,457,8,37,2394
