ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,157,1592.356688, Grassalkovich út,-1,-1,1,street view,0,0,1,-1,-1,-1,-1,5 + 1 half room,5,1,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,1,1,-1,central heating,0,0,0,0,1,-1,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   135   166    Éjszakai   966   ,47.400066,19.114332,47.400066,19.114332,1238,23,0.006392214827216827,11.744355328152938,11.498588324437241,13.124569160420414,13.132789156167354,11.228299435784503,0.9941523621151971,11.751809346132323,11.192065179603581,10.931576316677916,10.931576316677916,10.095888924225278,12.042947697862623,10.921840020005478,11.9269447531283,12.195605384379695,10.491527453351896,9.621513654520822,12.078112156631498,12.469795563868677,18.586370893115784,10.665731830052769,13.239822564269707,15.932534087774131,9.349974601369292,16.077555464165176,10.839124701371484,10.332999100048992,12.397952499140272
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,190,1421.052632, Barátka utca,-1,-1,1,garden view,1,0,0,-1,-1,available,1,5 + 2 half room,5,2,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,4,-1,gázkazán,0,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   67   ,47.475,19.23269,47.475,19.23269,1173,17,1.4200411566580968,13.882809261222167,11.563103308432458,13.79654866052213,15.90754063350864,4.306575122374902,11.846990713270433,13.015311746729374,12.712904768026169,12.823114004254185,12.823114004254185,13.335245249667535,8.92334724382099,12.376656629782342,8.11482337058954,14.049799524216393,13.196410501784456,12.05490415191651,13.033173204652174,12.960969977668583,16.559976015227136,12.944817471107736,10.119872884026146,18.727096460811694,11.096675780127253,16.2836116630829,12.683782122177151,12.489272972903873,15.79557895941247
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,44,2954.545455, Templom utca,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,1,-1,natural gas (convector),1,0,0,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Busz   135   166    Éjszakai   966   ,47.40122,19.116419,47.40122,19.116419,1238,23,0.2026480318113797,11.692716373293763,11.405539006189318,13.056005092612134,13.104795040655347,11.034243799355567,1.1805954483231675,11.683075261594068,11.123002736222686,10.867242992098829,10.867242992098829,10.051209077902538,11.905821362324286,10.848737154759144,11.779918216828852,12.142133909896694,10.43948061429171,9.553283021332515,12.00644875741953,12.39293420669591,18.501185305451003,10.606551904226567,13.111946415000768,15.920521129668396,9.263522211003432,16.01830598842515,10.772888701177422,10.26759835951458,12.377798566998896
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,130,2230.769231, Nádasdy utca,-1,-1,1,not specified,0,0,0,-1,-1,available,1,4 room,4,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,1,2,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   54   55   194   194B   199    Éjszakai   948   999   ,47.44038,19.143572,47.44038,19.143572,1194,19,0.8574551064809238,9.364994421837764,8.135858750203266,10.238723809340664,11.224077959598233,8.17772454607798,4.347258313063799,8.955302970549996,8.434015290736019,8.313631656251816,8.313631656251816,8.056580123939126,7.67046222985118,8.089048277079282,7.367609235731908,9.735372867240331,8.222906811762135,7.052598332114824,9.186407278152217,9.427177036418618,15.123914892912884,8.201584043696116,9.01853096134441,14.252719204316696,6.355381701298914,13.269414206119704,8.18317893025617,7.749940094444133,10.73575283080168
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613700,200,3068.5, Kenyeres utca,-1,-1,-1,not specified,0,0,0,-1,-1,available,1,5 + 1 half room,5,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,AA++,0,1,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   17   19   41    Busz   160   260   260A   9   29   109   111    Éjszakai   923   934   960   ,47.53736,19.035591,47.53736,19.035591,1034,3,1.017624608267127,4.680537180103125,5.396142307279958,3.2927184442243473,4.0825915273476445,19.63849552558269,0.4546854301950919,4.652072448108841,5.210209422970852,5.446173186470106,5.446173186470106,6.369252439757218,7.426425369093784,5.513913273863916,8.233649825648287,4.217604858766374,5.913904731348016,6.768356007756289,4.3604753419311635,4.069880155944371,3.078395343238957,5.709515411607968,6.288953693496793,4.0517821856441145,7.217849811948248,0.36498100164681385,5.54518474435126,6.047339716047035,4.95516410323278
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,170,823.5294117999998, Bekecs utca,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,1 + 1 half room,1,1,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,1,1,-1,combination boiler,0,0,1,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Hév   H9    Busz   31    Éjszakai   931   ,47.53417,19.20677,47.53417,19.20677,1162,16,6.476491895615198,12.445799389837298,9.92466404593908,11.505646119927217,14.156033263552635,11.163008980635091,11.796019272450243,11.412343927466567,11.407118285418205,11.691848482853882,11.691848482853882,12.771546782678989,6.819543226781138,11.193638643223013,6.1990153323340484,12.37873451566804,12.381481107725847,11.63514245402037,11.23149661369593,10.901125440267407,11.890062459479381,11.990622831487896,7.098868535398075,16.304959681189224,10.815991910670396,12.940530941088095,11.589806804611843,11.678769277895453,14.434440874311097
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430000,205,2097.560976, Hűvösvölgyi út,-1,-1,1,not specified,0,0,0,-1,-1,not available,0,7 room,7,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,gáz (cirko),1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   56   56A   59B   61    Busz   129   29    Éjszakai   956   ,47.52746,18.981546,47.52746,18.981546,1021,2,3.1287377810792547,6.229919695603844,8.210949730727217,5.95073703046614,4.342885964976059,22.616564720905135,4.660123729215267,6.868903410204599,7.294068318800294,7.322851132811441,7.322851132811441,7.535754871312102,10.950331564727954,7.653262264255758,11.77389936753261,5.917724363675847,7.333452646744019,8.514303463565668,6.775125692749813,6.7919726572197225,6.658845583521705,7.376271683743156,10.054910328399497,1.4007674770234027,9.304177771631275,4.037729780601906,7.462310960515584,7.842753341082558,4.959006493268672
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,150,4000.0, Sashegyi út,-1,-1,-1,panoramic,0,1,0,-1,-1,not available,0,4 room,4,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,2,-1,central heating,0,0,0,0,1,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Villamos   59   59A   59B    Busz   8E    Éjszakai   908   ,47.4866,19.01334,47.4866,19.01334,1124,12,1.318631899031892,3.0163008452926365,5.546598181372136,4.313131708162874,1.8510101361169922,18.73811142365155,3.6310824905186867,4.050589475519886,4.087953505981157,3.8568091285679116,3.8568091285679116,3.216753958848253,8.690334846193325,4.3527732586185515,9.415400382309668,3.138830648284816,3.3479692991093537,4.484644739155288,4.259394640369103,4.659675930177072,8.934398876430043,3.645215892273507,8.44217662967615,3.735294357028682,5.439456722879764,5.52178988803049,3.980925459035788,4.072030643303656,1.1206953709858507
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980000,260,3769.230769, Verecke út 97,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,5,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   11   ,47.532917,18.999174,47.532917,18.999174,1025,2,1.6720576229288038,5.599360458897788,7.260257980440349,4.96205161891191,3.991595083461592,21.71832759232861,3.2189479094156446,6.059215010342028,6.5440759078859765,6.6404021013510866,6.6404021013510866,7.0970357902949965,9.808026921614236,6.898915210235765,10.631409899532603,5.218044607764872,6.801448394794963,7.915196925002886,5.900272015467563,5.825265147230615,5.235688001786181,6.764301686875783,8.822221226523345,1.9040059004800314,8.613070565766584,2.648128026811918,6.772284939680492,7.206143742565375,4.775336109898
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,180,1611.111111, Mária királyné útja,-1,-1,1,garden view,1,0,0,-1,-1,available,1,3 room,3,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   148   152    Éjszakai   948   ,47.4008,19.09179,47.4008,19.09179,1213,21,1.4179883213619935,11.083241871368186,11.20205141044933,12.59193133634456,12.273626314758866,12.78514520519079,0.6134985794467287,11.234162918159926,10.68376793512615,10.385914454530164,10.385914454530164,9.398431817339958,12.188093749370697,10.452129109002923,12.186807388135918,11.544912100539426,9.848659439577707,9.128516249613657,11.582317222338784,12.01556076945424,18.165695096541565,10.079882282556023,13.272189979533767,14.940630505507201,9.024221225807832,15.44566452842387,10.31093228889368,9.804556072210175,11.486225915435323
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000,102,3333.333333, Máriaremetei út,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,4 room,4,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,1,2,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   157   157A   57   257    Éjszakai   956   ,47.556374,18.948797,47.556374,18.948797,1029,2,4.011491482300181,10.140850334696028,11.839480127597797,9.542048896378416,8.35305792471503,26.29222087865744,6.124849052013654,10.650244006586831,11.127043821928279,11.205974200874744,11.205974200874744,11.541646190841707,14.24151096028277,11.483599469040774,15.057171905219999,9.782527836615087,11.301979859225224,12.45345664224998,10.493633202698847,10.406170745230185,7.910172920100754,11.303885013779778,13.137509704113237,5.441607046771045,13.186730654571642,6.882724688068836,11.34069494273391,11.757574604385924,9.00322863529501
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,100,2850.0, 540. utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.4783,19.21965,47.4783,19.21965,1173,17,2.1773417521727723,12.855411297615955,10.522460323840818,12.751963166661206,14.87747425657631,5.049673547957937,11.007061588834732,11.980290090841574,11.68457431191986,11.800889018910523,11.800889018910523,12.339868924791896,7.8796305846353185,11.350472774901975,7.0728939530922785,13.016515581491479,12.188492489138689,11.057482572948677,11.994010026074436,11.9176304711568,15.553290425409754,11.9297296779615,9.086271538336948,17.6869360992614,10.09793914851297,15.239080407831178,11.66212507346765,11.477235840914346,14.777754275799104
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,300,2500.0, Csipke út,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,6 + 2 half room,6,2,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,4,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   128   155   ,47.50824,18.9844,47.50824,18.9844,1125,12,3.8304234280513327,5.148190206870099,7.508248932878618,5.483047881400514,3.115258636411677,21.57110718720478,5.050167113428182,6.009925573825802,6.310675439135148,6.235400938004361,6.235400938004361,6.105141556550797,10.525384491207095,6.65453476076739,11.328177454109854,4.969712158405174,6.033898449238972,7.246971662479521,6.031497109266804,6.208531867907094,7.9450094619352924,6.183848529888738,9.874273945473247,1.0663373641530085,8.134864911950046,4.734373857355381,6.377508475218871,6.659108936449676,3.4164545828897603
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,202,2722.772277, Szentendrei út,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,5 + 4 half room,5,4,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Hév   H5    Busz   134   160   219   H5    Éjszakai   923   943   960   ,47.586506,19.045927,47.586506,19.045927,1039,3,2.752414642404028,10.012073494779221,9.88211450080258,8.371717446202727,9.597567248763122,22.597392549507077,1.8098041553288444,9.708769964940313,10.254069398774224,10.56368794867231,10.56368794867231,11.677814713688724,10.522199178149632,10.484016044519334,11.14622320916189,9.553163882873353,11.172681434247998,11.806904070886691,9.35522385881707,8.920871023560233,2.7735147178164468,10.891437490101355,9.105049557454565,8.785780917990614,12.009249421443165,5.882565550831037,10.630935261397806,11.135010398775654,10.47340388914904
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,260,2307.692308, Szentimreváros,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.47895,19.03847,47.47895,19.03847,1113,11,0.7456532747453605,2.1594275567074925,4.225272888439598,3.89506839714588,2.7046039502914265,16.688349063886164,2.0533237072694113,3.0013345691637423,2.7659689411515394,2.4234281879932804,2.4234281879932804,1.3172758237523194,7.235445752456357,2.8993864096271924,7.8818752764220115,2.551279972727456,1.6757725867886566,2.5857713561529945,3.3339184643371564,3.8378591719113415,9.322825690285775,2.0814371497175994,7.274515025751664,5.497020374287218,3.540149196825313,6.148685431066983,2.501417258677233,2.377935738528974,1.9341633951359067
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,140,1714.285714, Sashalom,-1,-1,1,street view,0,0,1,-1,-1,-1,-1,3 + 2 half room,3,2,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,1,-1,central heating (metered),0,0,0,0,1,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.509716,19.177662,47.509716,19.177662,1163,16,5.6268809728253855,9.649041437694159,7.107640973596016,9.047567472351218,11.532913853043997,9.693937402466224,8.943233526307905,8.645106711166688,8.524799193983807,8.757338830662988,8.757338830662988,9.690880534399204,3.9943559383746345,8.258622363226793,3.211166225503913,9.672733323311764,9.365100444896079,8.478511713954008,8.54001013740566,8.311370441558738,10.97066135878242,9.006403737415015,4.829631114703765,14.027402753737247,7.594103208093522,11.096353415541046,8.638642513470776,8.637497222739114,11.663745706164644
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,320,2968.75, Nyereg út,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,1,3,-1,gáz (cirko),1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.538197,19.019442,47.538197,19.019442,1037,3,0.04406528387072977,5.194678761636068,6.334805023009472,4.098140750827955,4.110059883733808,20.705150278920254,1.5933464928637378,5.38262202968802,5.922103952161354,6.102757625298131,6.102757625298131,6.843354135678703,8.569223275417494,6.254031037663193,9.383551191081715,4.751649322075995,6.447705081591085,7.428546102782731,5.141807327435886,4.938540552381869,3.7102110268107817,6.311408159133778,7.472834040411206,3.1993721050649584,7.987374081337677,1.2084234479726121,6.21809987661753,6.700726262034077,4.9879455187099735
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,300,3166.666667, Kútvölgyi út,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,7 room,7,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   128   155   ,47.51109,18.989595,47.51109,18.989595,1125,12,3.343245641510023,4.867641074548896,7.160744996364817,5.0802647941818,2.84279803773544,21.32439017293613,4.586880989485011,5.684654950580814,6.015887587970127,5.965706215232862,5.965706215232862,5.935024826852509,10.140173416540087,6.36575094730114,10.948268244584918,4.65447607635928,5.821688145117667,7.032444333147622,5.6824846304235805,5.830963373487529,7.450353432543876,5.941742196076421,9.451693251996113,0.6315489419167518,7.8971068742261705,4.231906975028903,6.1081387349165945,6.417713806160803,3.2601578262454316
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,146,2671.232877, Kurucles,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,4 room,4,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,central heating (metered),0,0,0,0,1,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.523075,18.97413,47.523075,18.97413,1021,2,3.839075747876082,6.464821703895023,8.585165464404163,6.369735620321664,4.493018911134669,22.91579795545163,5.331340354905234,7.183995685262197,7.573095709512112,7.566971917754996,7.566971917754996,7.652861329992409,11.416420501568828,7.930210978390134,12.237362682383305,6.193002129833683,7.500815412561208,8.701857332388968,7.124750295170576,7.188660041841589,7.395598205629603,7.583738342109428,10.578578622902583,1.4645756168406163,9.53230037021801,4.690396168643283,7.708517037725297,8.05695847782888,5.002856576921878
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292840,250,5171.36, II/A kerület – Széphalom,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,newly built,1,0,0,0,0,0,luxury,0,0,1,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.559986,18.959665,47.559986,18.959665,1028,2,3.1018750849145715,9.824414889853841,11.37356148825965,9.08784594216936,8.137511052869735,25.794682951320347,5.228684330836105,10.25838677153345,10.756455963976283,10.863050993182084,10.863050993182084,11.297011061696105,13.653372839320209,11.108740400267935,14.462395324921012,9.441947070858978,11.020038013340724,12.140444340817885,10.075721461391614,9.949042489866244,7.0724270938575415,10.989477531520615,12.505776297221402,5.3659615859932295,12.83068343673724,6.300552360389539,10.993884013938063,11.431121809163551,8.846150112647111
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,260,2307.692308, Villányi út,-1,-1,1,street view,0,0,1,-1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,-1,-1,natural gas boiler,1,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Villamos   17   61    Busz   27    Éjszakai   960   ,47.479687,19.037699,47.479687,19.037699,1113,11,0.6635066751288528,2.1117338880869783,4.224769563871591,3.840541436845457,2.6067611861248543,16.76622128246092,2.0862157138884814,2.975240597809843,2.7575076129642424,2.421153803170477,2.421153803170477,1.3579185068727415,7.251073026211951,2.902663154287409,7.904112556529517,2.4941627492918395,1.6889270806040817,2.634460822477314,3.302528162990592,3.803499381762204,9.248933408976301,2.087837029547851,7.270543047791992,5.397042989858652,3.591434866238823,6.064193721850386,2.503935373354201,2.4006075623759187,1.8338494872974844
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,500,3000.0, Virányos köz,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,10 room,10,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,1,4,-1,padlófűtés,0,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Villamos   56   56A   59   59B   61    Busz   22   129   155   156   222   22A   291    Éjszakai   922   956   ,47.51398,18.99499,47.51398,18.99499,1125,12,2.840561817231389,4.613141666417642,6.818825516349957,4.682070421720505,2.6285190779004544,21.074788745553928,4.107929928810696,5.37366563571938,5.737646048891845,5.715809616952451,5.715809616952451,5.794586707365858,9.750993633240817,6.092494442285006,10.564026126922546,4.36185248156583,5.636236183595096,6.837708421389087,5.344334627212981,5.459279535068069,6.943860022038531,5.722608943498244,9.022080362735872,0.4143134745521122,7.673729652426277,3.7148562849887656,5.85781123379021,6.196661377227765,3.1693404337146003
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,140,2571.428571, Szalóki utca,-1,-1,1,garden view,1,0,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   17   41   47   47B   48   56    Busz   7   114   141   213   214    Éjszakai   973   ,47.44364,19.039005,47.44364,19.039005,1116,11,0.78082848084173,5.9456969371116335,7.2529728374069755,7.68050699977643,6.513013812551574,16.04896295769176,3.1063385142135194,6.531218404957405,6.0982198052103245,5.725893143798994,5.725893143798994,4.408933566441762,9.631945918396687,6.04054347958099,10.047745757656216,6.386562345625575,4.957181964236546,4.944202842500417,6.902051849064984,7.413146437896482,13.224356233889242,5.339209809486679,10.148090203639754,8.88053754634446,5.495366090827209,10.073315788538723,5.724366722028513,5.320396749792814,5.649151309159468
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,240,2500.0, II/A kerület – Széphalom,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,1,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.559986,18.959665,47.559986,18.959665,1028,2,3.1018750849145715,9.824414889853841,11.37356148825965,9.08784594216936,8.137511052869735,25.794682951320347,5.228684330836105,10.25838677153345,10.756455963976283,10.863050993182084,10.863050993182084,11.297011061696105,13.653372839320209,11.108740400267935,14.462395324921012,9.441947070858978,11.020038013340724,12.140444340817885,10.075721461391614,9.949042489866244,7.0724270938575415,10.989477531520615,12.505776297221402,5.3659615859932295,12.83068343673724,6.300552360389539,10.993884013938063,11.431121809163551,8.846150112647111
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,310,1903.225806, Kilincs utca,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.56834,18.96195,47.56834,18.96195,1028,2,2.5558471699941006,10.400452013792654,11.795811230020764,9.537031410671345,8.805541863691742,26.14786974953682,4.80429846678128,10.762689817409113,11.278308433288705,11.409926190099723,11.409926190099723,11.925280007892882,13.919230505862824,11.62474889204944,14.716516617187494,9.999077018577488,11.619187765957186,12.708270519370068,10.555420292121422,10.388986104725657,6.930665202654611,11.561089327201206,12.716445916367581,6.1499827917151135,13.3569761825243,6.632656585831664,11.536570741599776,11.99008140653468,9.55103609687099
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000,240,1725.0, Nagymákfa utca,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,3 room,3,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,0,2,-1,gáz (cirko),1,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.47742,18.98189,47.47742,18.98189,1112,11,3.2005703448806915,5.589976252432861,8.111174889099894,6.818341594253414,4.173378533262639,20.781228541876853,6.185475858523242,6.624278933449269,6.640105105222903,6.385928970016707,6.385928970016707,5.55406160343547,11.248643584731575,6.886105297233127,11.960386373726946,5.704254185667545,5.797287279371151,6.835379841517227,6.832270839774246,7.22284174053299,10.86133513263802,6.137835339839071,11.015319125282014,4.419637350697598,7.793157812401437,7.442246598919251,6.502488031838669,6.5303311087859175,3.649897300080623
