Id,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF),Price per sqm (HUF),Street,Size(sqm),Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
6190,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235000,4122.807018, Tutaj utca 6,57,4,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,10,less than 3 m,házközponti egyedi méréssel,0,0,0,0,0,yes,together,0,1,Southwest,0,0,0,0,0,0,1,0,not specified,-1,no loft conversion, Metró   M3    Busz   15   115    Éjszakai   950   950A    Troli   75   79   ,47.522602,19.059221,47.522602,19.059221,1133,13,77,24,2,24,30,9,4,7,4,0,6,56,3,58,0,8,110
6191,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1851.851852, Darus utca,27,-1,-1,1,street view,0,0,1,not specified,-1,not available,0,1 room,1,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,not specified,1,-1,not specified,natural gas (convector),1,0,0,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,no,-1,not specified, Busz   136E   36   93   198   236   236A   900   93A    Éjszakai   914   980   ,47.43523,19.17238,47.43523,19.17238,1181,18,3,12,0,2,6,0,4,4,0,0,1,0,2,27,0,0,12
6192,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000,3958.333333, József Attila utca 16,48,3,-1,-1,garden view,1,0,0,not specified,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,not specified,0,3,3 m or more,combination boiler,0,0,1,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   2   47   47B   48   49    Metró   M1   M2   M3    Busz   9   15   16   105   115    Éjszakai   909   914   914A   916   931   950   950A   979   979A   990   ,47.49907,19.051527,47.49907,19.051527,1051,5,557,16,5,110,20,47,40,22,0,6,16,128,2,56,2,4,259
6193,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000,3267.973856, Podmaniczky utca,153,4,-1,1,not specified,0,0,0,available,1,available,1,5 + 1 half room,5,1,renovated,0,0,1,0,0,0,double comfort,1,0,0,not specified,0,5,not specified,combination boiler,0,0,1,0,0,no,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,20 sqm,not specified, Villamos   4   6    Metró   M3    Busz   6   9   15   91   115   191   291    Éjszakai   914   914A   923   931   934   950   950A    Troli   70   72   73   78   ,47.507885,19.056578,47.507885,19.056578,1065,6,459,30,4,86,33,15,38,11,4,5,39,119,3,57,3,5,198
6194,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,2631.578947, Víziváros,95,2,-1,-1,street view,0,0,1,available,1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,3,3 m or more,combination boiler,0,0,1,0,0,not specified,together,0,1,East,0,0,1,0,0,0,0,0,not specified,-1,no loft conversion,-1,47.503536,19.039164,47.503536,19.039164,1011,1,167,19,6,23,13,27,10,13,3,4,54,64,0,52,0,1,368
6195,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808025,4897.121212, Hold utca 25.,165,2,-1,1,street view,0,0,1,available,1,available,1,4 room,4,0,renovated,0,0,1,0,0,0,luxury,0,0,1,not specified,1,not specified,3 m or more,combination boiler,0,0,1,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,no,-1,not specified, Metró   M3    Busz   9   15   115    Éjszakai   914   914A   931   950   950A    Troli   70   72   73   78   ,47.50494,19.05261,47.50494,19.05261,1054,5,504,21,5,90,25,31,37,8,2,7,29,118,1,59,3,6,258
6196,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420173,4422.873684, Andrássy út 14,95,2,-1,1,street view,0,0,1,available,1,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,full bath,0,0,0,not specified,1,not specified,3 m or more,combination boiler,0,0,1,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,not specified, Metró   M1    Busz   20E   30   105   230   30A    Éjszakai   979    Troli   72   75   79   ,47.512787,19.074677,47.512787,19.074677,1062,6,78,23,1,10,19,6,6,10,2,0,18,27,0,20,1,3,161
6197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,2571.428571, Német utca,35,mezzanine floor,-1,1,panoramic,0,1,0,not available,0,not available,0,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,A+,1,2,3 m or more,natural gas (convector),1,0,0,0,0,yes,separate and together too,1,0,Southeast,0,0,0,0,0,0,0,1,yes,-1,no loft conversion, Villamos   4   6    Metró   M4    Busz   6   9   99    Éjszakai   923   909    Troli   83   ,47.49127,19.0733,47.49127,19.0733,1084,8,245,79,6,34,56,17,29,20,2,0,94,87,0,75,1,3,378
6198,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2343.75, Borotvás utca,64,ground floor,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 2 half room,1,2,in good condition,0,1,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,házközponti,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Busz   46   146   44   92   92A   176E   276E    Éjszakai   908   ,47.507847,19.189392,47.507847,19.189392,1163,16,9,10,1,5,9,0,0,3,2,0,2,1,0,17,0,0,10
6199,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195000,3000, Károly körút,65,1,-1,1,panoramic,0,1,0,available,1,available,1,1 + 1 half room,1,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,5,3 m or more,central heating (metered),0,0,0,0,1,no,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   47   47B   48   49    Metró   M1   M2   M3    Busz   7   9   15   16   105   108E   115   133E   5   110   112   178   8E    Éjszakai   909   914   914A   916   931   950   950A   979   979A   990   973   956   908   907    Troli   74   ,47.49674,19.05748,47.49674,19.05748,1075,7,742,59,6,113,32,46,58,31,0,6,57,179,4,58,2,7,537
6200,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138000,2760, Belső-Erzsébetváros,50,2,-1,-1,street view,0,0,1,available,1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,0,not specified,not specified,natural gas (convector),1,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified,-1,47.498585,19.063519,47.498585,19.063519,1072,7,659,58,6,104,36,43,61,21,1,4,62,131,2,58,2,5,375
6201,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95000,2111.111111, Csongor utca,45,ground floor,-1,1,garden view,1,0,0,not available,0,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,0,single storey,3 m or more,natural gas (convector),1,0,0,0,0,no,together,0,1,South,0,1,0,0,0,0,0,0,not specified,18 sqm,no loft conversion, Busz   217   217E   98   98E   ,47.45652,19.19138,47.45652,19.19138,1183,18,2,10,0,0,1,0,0,4,0,0,0,0,0,8,0,2,22
6202,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,3000, Ostrom utca,80,1,-1,-1,garden view,1,0,0,available,1,available,1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,3,3 m or more,combination boiler,0,0,1,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   4   6   17   56   56A   59   59A   59B   61    Metró   M2    Busz   5   16   39   91   102   116   149   16A   6   155   156   129   128   222   22A   22    Éjszakai   916   922   956   960   990   ,47.50611,19.02886,47.50611,19.02886,1015,1,214,26,3,43,34,25,16,15,4,8,99,90,1,96,1,0,488
6203,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,2403.846154, Fő utca 19,52,9,-1,1,panoramic,0,1,0,available,1,not available,0,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,0,10,not specified,district heating (metered),0,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   42   50    Busz   68   93   148   151   93A    Éjszakai   909   914   950   950A   968   ,47.45477,19.14449,47.45477,19.14449,1191,19,31,14,1,8,20,0,2,7,2,5,0,1,0,45,0,5,29
6204,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,4714.285714, Damjanich utca,35,2,-1,1,garden view,1,0,0,available,1,-1,-1,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,6,3 m or more,electric,0,0,0,0,0,no,together,0,1,Northeast,0,0,0,0,1,0,0,0,no,-1,no loft conversion, Busz   30A   30   230    Éjszakai   979    Troli   70   74   75   78   79   ,47.507374,19.078262,47.507374,19.078262,1071,7,119,30,4,18,27,3,11,8,3,0,17,46,0,32,1,0,157
6205,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292840,7064.699454, Tábor utca,183,1,-1,-1,garden view,1,0,0,available,1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,1,not specified,not specified,central heating,0,0,0,0,1,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   56   56A    Busz   16   116   16A   5   105   178    Éjszakai   916   956   ,47.49915,19.03331,47.49915,19.03331,1012,1,137,26,4,23,19,27,7,12,4,4,62,40,7,61,0,6,332
6206,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199000,4145.833333, Külső-Terézváros – Diplomatanegyed,48,5,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,newly built,1,0,0,0,0,0,not specified,0,0,0,not specified,1,6,not specified,elektromos,0,0,0,0,0,yes,together,0,1,West,0,0,0,1,0,0,0,0,not specified,7 sqm,not specified,-1,47.513374,19.070967,47.513374,19.070967,1064,6,74,27,3,10,20,2,7,11,4,0,21,30,1,20,0,4,117
6207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245000,3141.025641, Fadrusz utca,78,1,-1,1,panoramic,0,1,0,available,1,not available,0,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,A+,0,5,3 m or more,combination boiler,0,0,1,0,0,no,separate and together too,1,0,Southwest,0,0,0,0,0,0,1,0,no,-1,no loft conversion, Villamos   4   17   19   41   47   47B   48   49   56   56A   61    Metró   M4    Busz   7   15   27   33   53   58   114   150   153   154   154B   212   213   214   240    Éjszakai   907   908   918   940   941   960   972   972B   973   ,47.476753,19.043455,47.476753,19.043455,1114,11,128,21,1,27,22,8,8,17,0,0,18,62,2,59,0,6,265
6208,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,2300, Szent István körút,100,2,-1,-1,street view,0,0,1,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,5,not specified,combination boiler,0,0,1,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   2   4   6    Metró   M3    Busz   6   9   15   91   115   191   291    Éjszakai   914   914A   923   931   934   950    Troli   75   76   ,47.51166,19.05164,47.51166,19.05164,1055,5,259,16,2,52,27,19,11,4,4,5,27,105,3,43,3,4,202
6209,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242408,4661.692308, Nádor utca 34,52,1,-1,-1,garden view,1,0,0,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   2    Busz   15   16   105   115    Éjszakai   916   990   ,47.50189,19.04884,47.50189,19.04884,1051,5,427,18,5,74,19,40,30,14,1,6,14,106,1,47,2,3,233
6210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,2395.833333, Víziváros,96,3,-1,1,street view,0,0,1,available,1,not available,0,3 room,3,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,not specified,0,5,3 m or more,combination boiler,0,0,1,0,0,not specified,separate,1,0,West,0,0,0,1,0,0,0,0,not specified,-1,not specified,-1,47.509167,19.033304,47.509167,19.033304,1027,2,200,19,1,38,34,20,10,17,2,9,87,95,0,82,0,0,455
6211,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,2500, Korányi Sándor utca,40,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 room,1,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified,-1,47.484055,19.086992,47.484055,19.086992,1089,8,48,48,0,7,30,1,8,7,2,0,6,9,4,73,0,6,50
6212,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,2388.059701, Dózsa György út,67,2,-1,-1,street view,0,0,1,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Busz   30   230   30A    Éjszakai   979    Troli   70   74   75   78   79   ,47.507534,19.084436,47.507534,19.084436,1071,7,83,16,3,22,13,3,7,6,1,0,22,30,0,31,1,4,168
6213,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711062,4444.1375, Andrássy út,160,5,-1,-1,panoramic,0,1,0,available,1,available,1,5 room,5,0,newly built,1,0,0,0,0,0,luxury,0,0,1,not specified,1,not specified,not specified,combination boiler,0,0,1,0,0,not specified,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,not specified,12 sqm,loft conversion, Metró   M1    Busz   105    Éjszakai   979    Troli   70   73   76   78   ,47.50808,19.06766,47.50808,19.06766,1062,6,296,42,6,49,32,8,31,12,5,0,37,71,1,38,1,4,170
6214,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,3676.470588, Király utca 30-32,68,6,-1,1,street view,0,0,1,available,1,available,1,2 + 1 half room,2,1,mint,0,0,0,0,0,1,double comfort,1,0,0,CC,1,8,less than 3 m,central heating (metered),0,0,0,0,1,yes,separate and together too,1,0,Southeast,0,0,0,0,0,0,0,1,no,-1,no loft conversion, Metró   M1    Busz   105    Éjszakai   979    Troli   70   78   ,47.500736,19.06069,47.500736,19.06069,1061,6,752,41,5,122,34,40,60,19,1,6,35,150,3,62,3,7,312
6215,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,355531,3555.31, Víziváros,100,3,-1,1,garden view,1,0,0,available,1,available,1,2 + 1 half room,2,1,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,7 sqm,no loft conversion,-1,47.503536,19.039164,47.503536,19.039164,1011,1,167,19,6,23,13,27,10,13,3,4,54,64,0,52,0,1,368
6216,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,2253.521127, Róna utca,71,1,-1,1,garden view,1,0,0,not specified,-1,-1,-1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,0,4,not specified,combination boiler,0,0,1,0,0,not specified,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,not specified,9 sqm,no loft conversion, Villamos   3   62   62A    Busz   32   133E   7   8E   108E   110   112    Éjszakai   907   979    Troli   77   82   ,47.514072,19.111988,47.514072,19.111988,1149,14,35,31,3,8,17,3,0,4,0,3,3,12,1,91,0,1,44
6217,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,3095.238095, Jutas utca,42,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 1 half room,1,1,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Busz   219   ,47.58132,19.017494,47.58132,19.017494,1037,3,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,2,14
