,price_per_sqm,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,view_panoramic,view_street,balcony,lift,air_conditioner,heating_gas,heating_wall_heating,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,condition_of_property_renovated,longitude,latitude,data_index,cluster
6605,11.52,1.0,0.5,1.0,0.0,1,0,1.0,0.0,0.0,1,0,0,0.0,0.0,1.0,0.0,1,19.01257,47.520294,6605,5
6627,13.39534884,1.0,3.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06557,47.50927,6627,0
6636,13.37142857,1.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,18.993392999999998,47.472409999999996,6636,0
6639,13.39534884,2.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.062853,47.511124,6639,0
6641,10.21276596,2.0,4.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.116901000000002,47.512859999999996,6641,4
6647,12.95238095,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.078663,47.472034,6647,3
6652,7.641791045,2.0,4.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.114754,47.492634,6652,4
6653,6.4,1.0,8.0,2.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.16365,47.46955,6653,7
6656,13.0,1.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.08318,47.479009999999995,6656,3
6681,13.96363636,1.0,1.0,2.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.04869,47.460679999999996,6681,0
6682,12.61886792,3.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0,18.94792,47.561657000000004,6682,0
6691,9.984,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.075941,47.484413,6691,4
6692,7.563636364,2.0,3.0,0.0,0.0,0,1,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.184956,47.519463,6692,1
6693,10.66666667,2.0,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.015362,47.57127,6693,5
6703,10.43478261,1.0,2.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.99062,47.51494,6703,5
6705,19.88984615,3.0,1.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.065578,47.54785,6705,6
6707,10.28571429,1.0,4.0,1.0,1.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.074299,47.489014000000005,6707,4
6708,14.04878049,2.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.06658,47.54851,6708,0
6712,10.66666667,2.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.061708,47.503056,6712,5
6719,9.643835616,2.0,1.0,2.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.203215,47.414288,6719,5
6728,15.99389691,3.0,0.5,1.0,0.0,0,0,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.023384,47.517258,6728,0
6729,7.1111111110000005,2.0,3.0,0.0,0.0,0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.14927,47.478916,6729,1
6731,12.34285714,1.0,2.0,2.0,1.0,0,1,1.0,1.0,1.0,0,0,0,1.0,0.0,0.0,0.0,0,19.06876,47.476105,6731,5
6743,9.043478261,2.0,1.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1,19.055216,47.522263,6743,1
6747,14.28571429,2.0,8.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.075373000000003,47.48588,6747,3
6755,10.8,2.0,4.0,2.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.051214,47.478226,6755,4
6763,8.452830189,2.0,4.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.089825,47.50439,6763,4
6764,8.452830189,2.0,4.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.08999,47.5042,6764,4
6765,8.677966102000001,1.0,3.0,2.0,1.0,1,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.06326,47.60217,6765,4
6771,7.563636364,2.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,18.99501,47.47218,6771,1
6778,11.07692308,2.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.978731,47.52704,6778,5
6779,13.03703704,2.0,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.137087,47.524615999999995,6779,0
6780,17.05450213,2.0,6.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.075373000000003,47.485703,6780,8
6791,12.87804878,1.0,5.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.039846,47.45058,6791,3
6795,7.344262295,1.0,0.5,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.98421,47.490947999999996,6795,1
6799,7.661971831000001,3.0,2.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.001742999999998,47.490086,6799,1
6803,9.411764706,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.071839999999998,47.48713,6803,1
6804,12.35443038,2.0,4.0,1.0,1.0,0,0,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1,19.072962,47.497726,6804,3
6809,6.76056338,2.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.16791,47.437470000000005,6809,4
6811,13.17647059,3.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.02364,47.502334999999995,6811,3
6816,14.0,3.0,5.0,0.0,0.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,6816,3
6817,12.30769231,1.0,5.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.040997,47.532776,6817,3
6829,14.31578947,2.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.078663,47.472034,6829,3
6845,9.043478261,2.0,0.5,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.03519,47.54115,6845,1
6855,9.142857142999999,2.0,3.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.116518,47.48384,6855,4
6863,9.066666667,2.0,0.0,0.0,1.0,1,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1,19.015202,47.516617,6863,1
6869,17.73037714,3.0,10.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,6869,8
6874,8.975609756,3.0,0.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.131120000000003,47.458870000000005,6874,1
6876,13.24137931,1.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.039576,47.481163,6876,0
6879,11.78947368,2.0,4.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.04534,47.475590000000004,6879,3
6883,11.0,2.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0,19.009220000000003,47.44642,6883,5
6893,7.692307692000001,1.0,2.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,19.107315,47.537273,6893,1
6902,9.714285713999999,2.0,4.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.052994,47.474876,6902,4
6910,18.51428571,1.0,3.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.068096,47.477886,6910,6
6912,10.13333333,2.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.056707,47.528079999999996,6912,4
6915,8.470588235,2.0,2.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.008242000000003,47.529137,6915,1
6919,9.056603774,1.0,6.0,2.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,19.097918,47.556293,6919,7
6930,15.46666667,3.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,6930,0
6933,8.32,2.0,1.0,0.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.10405,47.50516,6933,1
6943,9.411764706,1.0,2.0,0.0,0.0,0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.126207,47.503975,6943,1
6964,6.901960784,1.0,5.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.037052,47.476504999999996,6964,4
6969,15.46666667,1.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,6969,3
6979,8.658823529,3.0,6.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.056707,47.52244,6979,7
6983,15.11111111,1.0,7.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.075373000000003,47.485703,6983,3
6991,7.641791045,2.0,4.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.089705,47.559868,6991,4
6994,8.436363636,2.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1,19.016138,47.457896999999996,6994,1
6999,12.0,2.0,4.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.045755,47.476692,6999,3
7000,8.691358025,2.0,0.0,2.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.138119,47.50143,7000,1
7004,11.01639344,2.0,3.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.03069,47.473490000000005,7004,5
7005,14.15319579,3.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.066608,47.513428000000005,7005,3
7013,11.05454545,2.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.05699,47.51441,7013,5
7021,6.9818181820000005,2.0,0.5,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.15909,47.46843,7021,1
7025,9.777777777999999,1.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0812,47.564377,7025,5
7026,11.73333333,2.0,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.006884,47.491104,7026,5
7027,9.531914894,2.0,2.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.080404,47.47286,7027,5
7031,15.55555556,2.0,5.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.051579999999998,47.516090000000005,7031,3
7040,9.813333333,3.0,3.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.027720000000002,47.50309,7040,4
7043,13.71428571,1.0,2.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.10912,47.50246,7043,0
7050,13.86666667,1.0,1.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.066944,47.4276,7050,0
7055,8.699029126000001,2.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.048796,47.513145,7055,4
7056,10.90909091,1.0,3.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.038195,47.536335,7056,5
7059,10.05714286,1.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.004645999999997,47.514915,7059,5
7060,10.15873016,2.0,7.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.089029999999998,47.489059999999995,7060,7
7065,10.06451613,2.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.03375,47.50925,7065,5
7070,12.8,3.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.03135,47.49787,7070,3
7077,16.33061053,3.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7077,6
7092,13.39534884,2.0,0.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.99837,47.4475,7092,0
7095,7.7241379310000005,2.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.079756,47.541973,7095,1
7101,8.888888889,1.0,3.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.094486,47.559979999999996,7101,4
7103,18.57142857,2.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.057479999999998,47.49674,7103,6
7107,12.64110222,2.0,0.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.967394,47.52366,7107,0
7110,10.66666667,2.0,2.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.059060000000002,47.518190000000004,7110,5
7111,10.51428571,1.0,0.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.20647,47.41375,7111,5
7117,8.918032787000001,1.0,3.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1,19.054170000000003,47.51678,7117,4
7125,10.66666667,2.0,2.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.061726,47.567023999999996,7125,5
7129,10.13333333,1.0,3.0,0.0,1.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.075989,47.524765,7129,4
7139,14.35897436,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,7139,3
7143,13.26829268,1.0,3.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.04869,47.460679999999996,7143,0
7148,8.163265306,2.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.108729999999998,47.510709999999996,7148,1
7150,18.80494545,1.0,4.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.066608,47.513428000000005,7150,6
7151,21.44226341,1.0,4.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.066608,47.513428000000005,7151,2
7158,14.22126667,2.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7158,3
7159,9.411764706,2.0,1.0,0.0,1.0,0,1,1.0,0.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0,19.06092,47.49196,7159,1
7161,20.75828732,4.0,5.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.059070000000002,47.5042,7161,2
7168,11.42857143,1.0,11.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,19.14259,47.51096,7168,7
7172,11.63636364,2.0,2.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,19.050692,47.510227,7172,5
7177,10.4,2.0,0.5,1.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.98924,47.522682,7177,5
7182,10.21276596,2.0,3.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.110819,47.509434000000006,7182,4
7197,9.564444444,3.0,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.03448,47.488040000000005,7197,5
7199,8.258064516000001,2.0,6.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.111988,47.514072,7199,7
7209,7.641791045,2.0,4.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.089705,47.559868,7209,4
7219,10.44897959,2.0,8.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.0551,47.59652,7219,7
7222,8.119402985,1.0,3.0,2.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.028570000000002,47.496390000000005,7222,4
7224,8.145454545,1.0,3.0,1.0,0.0,0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1,19.187826,47.516483,7224,1
7225,6.649350649,3.0,3.0,1.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1,19.037876,47.5245,7225,1
7226,11.60784314,3.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.00613,47.496105,7226,5
7231,10.07659574,2.0,3.0,0.0,1.0,1,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.02581,47.537040000000005,7231,4
7232,8.296296296,2.0,5.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.099520000000002,47.43741,7232,4
7238,12.0368,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.067165,47.506446999999994,7238,3
7240,12.69333333,1.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.03678,47.51097,7240,0
7245,7.058823529,3.0,7.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,19.160625,47.471779999999995,7245,7
7247,9.265671642000001,2.0,3.0,1.0,1.0,1,0,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1,19.04875,47.51185,7247,4
7251,12.97297297,1.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07439,47.47665,7251,0
7253,16.0,1.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.075628,47.547882,7253,0
7256,7.84,1.0,1.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.02523,47.58227,7256,1
7260,17.73037714,3.0,8.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7260,8
7261,13.40722963,2.0,7.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7261,3
7262,13.16346182,2.0,6.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07538,47.48595,7262,3
7266,11.70731707,1.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.030104,47.49258,7266,5
7280,12.1980198,4.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0507,47.51497,7280,5
7283,9.081081081,3.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.086393,47.53293,7283,4
7284,10.92682927,3.0,5.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.058243,47.529613,7284,4
7288,9.435897436,3.0,5.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07381,47.50417,7288,4
7301,9.309090909,1.0,2.0,1.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.97859,47.52495,7301,1
7304,19.2,1.0,1.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,1.0,0.0,0.0,0.0,0,19.11365,47.52174,7304,6
7312,8.4,2.0,2.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.043129999999998,47.584742999999996,7312,1
7313,12.0,1.0,6.0,1.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.048448999999998,47.458683,7313,3
7315,9.473267327,3.0,2.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.080656,47.5068,7315,1
7323,14.47619048,1.0,2.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.027720000000002,47.50309,7323,0
7330,8.369230769,2.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.982378,47.528698,7330,1
7334,14.51609825,2.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06454,47.48512,7334,3
7337,14.53714286,2.0,-0.5,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.04599,47.46546,7337,0
7347,13.95446349,4.0,5.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.057479999999998,47.49674,7347,3
7348,12.0,1.0,5.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.039347,47.45077,7348,3
7351,13.17647059,3.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.05752,47.49977,7351,0
7352,8.13559322,1.0,2.0,2.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.086085999999998,47.42347,7352,1
7354,9.244444443999999,1.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1,19.023761999999998,47.466640000000005,7354,1
7358,10.66666667,2.0,2.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.007624,47.494125,7358,5
7361,8.727272727,1.0,2.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.1006,47.50763,7361,1
7364,12.44444444,1.0,4.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.074236,47.53418,7364,3
7366,9.6,2.0,6.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.08015,47.47905,7366,7
7370,7.1111111110000005,2.0,6.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0534,47.521618,7370,7
7378,7.308641975,3.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.054170000000003,47.51678,7378,4
7389,10.88,2.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.071745,47.533671999999996,7389,5
7397,22.16297143,4.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.034101,47.492034999999994,7397,2
7398,8.888888889,1.0,1.0,1.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.00178,47.521763,7398,1
7404,7.1836734689999995,1.0,1.0,1.0,1.0,0,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.172594,47.432957,7404,1
7407,11.5862069,2.0,4.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.054882,47.477447999999995,7407,3
7411,9.633333333,2.0,2.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.066608,47.513428000000005,7411,5
7419,11.17460317,2.0,5.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.074202,47.480854,7419,3
7421,13.86666667,3.0,4.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.06658,47.54851,7421,3
7422,12.53333333,2.0,6.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.058243,47.529613,7422,3
7425,10.30508475,2.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.04778,47.46824,7425,5
7427,5.888,4.0,1.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.12215,47.518570000000004,7427,1
7429,6.97029703,3.0,1.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.012695,47.491856,7429,1
7441,12.698412699999999,1.0,2.0,2.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.011522,47.519123,7441,0
7443,9.309090909,2.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06821,47.52525,7443,4
7453,21.49253731,2.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.045347,47.482227,7453,2
7460,8.193939394,2.0,0.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.00347,47.50094,7460,1
7473,10.76923077,2.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.035921,47.542065,7473,5
