,price_per_sqm,number_of_whole_rooms,floor,number_of_half_rooms,furnish_furnished,view_panoramic,view_street,balcony,lift,air_conditioner,heating_gas,heating_wall_heating,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,condition_of_property_renovated,longitude,latitude,data_index,cluster
3951,23.83115207,4.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0,19.05913,47.50219,3951,2
3953,11.03223467,2.0,4.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.023384,47.517258,3953,4
3955,11.63636364,2.0,9.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.967394,47.52366,3955,7
3957,8.888888889,3.0,5.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.041128,47.474808,3957,4
3959,9.176470587999999,2.0,6.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.034679999999998,47.51054,3959,7
3962,12.85453714,3.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.061312,47.508488,3962,3
3963,9.180327869,4.0,1.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.071457000000002,47.493324,3963,1
3965,9.0,2.0,3.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.077436,47.528503,3965,4
3966,15.09433962,2.0,6.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.059172,47.523216,3966,3
3968,15.514079999999998,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1.0,0.0,0.0,0.0,0,19.055220000000002,47.49041,3968,3
3976,16.41701587,2.0,5.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.04727,47.50484,3976,8
3981,7.291803279,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07299,47.53614,3981,1
3985,8.126984127,2.0,4.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.03096,47.50758,3985,4
3989,12.8,2.0,3.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.007996,47.468063,3989,0
3993,10.53658537,1.0,2.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.152952,47.482796,3993,5
3994,8.727272727,2.0,11.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.082724,47.486732,3994,7
3995,20.59472281,3.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,1,0,0,0.0,0.0,1.0,0.0,1,19.034775,47.51464,3995,2
3999,15.17525773,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.05913,47.50091,3999,3
4001,11.13831385,2.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.061193,47.506397,4001,5
4005,12.0,3.0,0.0,0.0,0.0,0,0,1.0,0.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0,18.9604,47.56299,4005,5
4006,15.04395636,1.0,6.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,4006,3
4007,12.42718447,4.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0322,47.541000000000004,4007,0
4010,8.727272727,2.0,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.037794,47.476852,4010,1
4013,9.289320388,3.0,2.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.055854999999998,47.507263,4013,1
4014,14.93333333,1.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.04778,47.46824,4014,3
4018,12.8,1.0,4.0,2.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.070175,47.482997999999995,4018,3
4020,14.36734694,1.0,5.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.053279999999997,47.491209999999995,4020,3
4022,9.6963,4.0,2.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.003485,47.521687,4022,5
4027,8.0,1.0,2.0,1.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.039614,47.474396,4027,1
4029,13.16346182,2.0,6.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.05765,47.50685,4029,3
4033,10.8,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.070175,47.482997999999995,4033,5
4050,17.23789804,1.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.018751,47.49205,4050,6
4052,13.79029333,2.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07734,47.481970000000004,4052,0
4054,10.34272,4.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.051064,47.501003000000004,4054,5
4055,10.91764706,4.0,5.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.07565,47.525459999999995,4055,4
4058,7.2452830189999995,1.0,10.0,2.0,1.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.035131,47.443504,4058,7
4064,12.92842667,2.0,8.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.06966,47.47468,4064,3
4066,7.04,3.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,18.941212,47.56751,4066,1
4071,7.913978495,3.0,1.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.998207,47.52088,4071,1
4072,8.0,2.0,2.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.031664000000003,47.527225,4072,1
4074,11.33333333,2.0,2.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.016579999999998,47.47197,4074,5
4076,8.13559322,2.0,1.0,0.0,0.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.05175,47.50118,4076,1
4082,19.88988718,1.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0,19.05762,47.496075,4082,6
4084,9.796923077,3.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.97413,47.523075,4084,5
4087,12.23332473,3.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.0513,47.50918,4087,3
4088,6.857142857,1.0,1.0,1.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.02838,47.475559999999994,4088,1
4091,9.846153846,2.0,4.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.05305,47.51507,4091,4
4095,15.9989,2.0,5.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06069,47.500735999999996,4095,3
4109,11.2,1.0,1.0,2.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.03366,47.485079999999996,4109,5
4110,14.04878049,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.075628,47.547882,4110,3
4113,9.563218391,2.0,1.0,2.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.05184,47.49453,4113,5
4116,10.56603774,2.0,6.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.065578,47.54785,4116,7
4120,12.8,2.0,2.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.071665,47.477585,4120,0
4127,10.56,4.0,2.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.98565,47.50445,4127,5
4130,13.79029333,2.0,5.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.960924,47.52407,4130,3
4133,8.746666667000001,5.0,2.0,0.0,0.0,1,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.01255,47.49993,4133,1
4137,13.79029333,5.0,2.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.946920000000002,47.53132,4137,0
4145,15.10175439,2.0,1.0,0.0,1.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,18.997367999999998,47.51254,4145,0
4148,11.88571429,1.0,3.0,1.0,1.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.081345000000002,47.53188,4148,5
4149,9.290322581,2.0,2.0,1.0,0.0,0,1,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.152952,47.482796,4149,1
4153,9.491525423999999,1.0,3.0,2.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07763,47.47766,4153,4
4154,14.22222222,1.0,3.0,0.0,0.0,0,0,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,1,19.0346,47.49993,4154,0
4161,8.029090908999999,3.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.050583,47.50443,4161,1
4162,6.117647058999999,3.0,7.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.16395,47.47272,4162,7
4163,9.290322581,2.0,6.0,0.0,1.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,19.023575,47.496952,4163,7
4164,12.0,3.0,1.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.072329999999997,47.48223,4164,5
4165,16.45714286,2.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06658,47.54851,4165,8
4173,18.060979999999997,5.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.074676999999998,47.512787,4173,6
4174,17.73037714,3.0,3.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.033304,47.509167,4174,6
4175,17.46173506,3.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.02684,47.52395,4175,6
4176,11.2,5.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.00613,47.496105,4176,5
4182,12.42718447,4.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.0322,47.541000000000004,4182,0
4189,7.384615385,3.0,1.0,1.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.03187,47.487359999999995,4189,1
4194,11.22077922,1.0,4.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,1.0,0.0,0.0,0.0,0,19.05184,47.49453,4194,4
4198,12.16790588,3.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.012999999999998,47.49726,4198,5
4203,6.309859155,2.0,5.0,1.0,1.0,0,0,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,0,19.090897000000002,47.557987,4203,4
4209,11.73333333,3.0,1.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.05801,47.50375,4209,5
4210,6.72,3.0,1.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.94549,47.55038,4210,1
4211,13.71428571,1.0,2.0,0.0,1.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.10912,47.50246,4211,0
4216,16.0,1.0,3.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.05884,47.52864,4216,0
4218,10.10526316,1.0,6.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.05684,47.49757,4218,7
4221,6.857142857,2.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.078625,47.496390000000005,4221,1
4223,11.80952381,1.0,4.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.050620000000002,47.49907,4223,3
4227,23.43307087,4.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.04879,47.49776,4227,2
4228,14.28571429,1.0,3.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.133963,47.5152,4228,0
4230,12.06650667,3.0,3.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,18.995376999999998,47.527733000000005,4230,5
4235,10.66666667,4.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.05801,47.50375,4235,5
4236,10.95890411,3.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.072647,47.476574,4236,4
4237,11.11111111,3.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.073603,47.476276,4237,5
4240,10.46153846,2.0,8.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07299,47.53614,4240,7
4244,9.244444443999999,4.0,1.0,0.0,1.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.06733,47.51175,4244,1
4252,16.1605,3.0,1.0,0.0,0.0,1,0,1.0,1.0,1.0,1,0,0,0.0,0.0,1.0,0.0,0,18.969607999999997,47.52283,4252,6
4253,11.20461333,4.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.003485,47.521687,4253,5
4259,10.33846154,4.0,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.995279999999998,47.481487,4259,5
4267,10.66666667,4.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.010189999999998,47.523179999999996,4267,5
4269,9.212121212000001,3.0,0.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.012999999999998,47.49726,4269,1
4281,10.05714286,1.0,4.0,0.0,0.0,0,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.107092,47.528645000000004,4281,4
4283,6.063157895,1.0,0.0,0.0,1.0,0,0,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.145334,47.456882,4283,1
4286,12.34285714,3.0,8.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.059642999999998,47.523070000000004,4286,3
4295,19.46864941,3.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.054825,47.49175,4295,6
4309,19.71809524,3.0,4.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.064728,47.49814,4309,6
4310,14.32615385,1.0,4.0,2.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07734,47.481970000000004,4310,3
4311,10.34272,5.0,1.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,18.99766,47.52017,4311,5
4317,10.18181818,2.0,5.0,2.0,0.0,1,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.06214,47.48364,4317,4
4322,9.674418605,1.0,4.0,0.0,0.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.078020000000002,47.52863,4322,4
4323,21.54733333,3.0,8.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.068441,47.47696,4323,8
4326,12.9284,2.0,6.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.068441,47.47696,4326,3
4333,9.411764706,3.0,3.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.0346,47.49629,4333,4
4337,13.6,1.0,2.0,1.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.996679999999998,47.446979999999996,4337,0
4340,9.846153846,1.0,9.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.05305,47.51507,4340,7
4341,11.63636364,2.0,1.0,1.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.040879999999998,47.48894,4341,5
4345,11.42857143,2.0,3.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,1.0,0.0,0.0,0.0,1,19.058308,47.47651,4345,5
4347,13.66019623,2.0,4.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.068192,47.50501,4347,3
4348,12.48,3.0,1.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.00613,47.496105,4348,5
4355,19.0,3.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07679,47.48577,4355,6
4356,17.56310943,3.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.074676999999998,47.512787,4356,8
4357,11.88571429,1.0,2.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,0,0.0,0.0,0.0,1.0,1,19.050585,47.516914,4357,5
4359,14.86222222,2.0,2.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.075687,47.480656,4359,0
4360,13.93333333,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.07534,47.48007,4360,3
4362,10.08695652,2.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.10794,47.49349,4362,5
4365,14.22978723,2.0,5.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.072142000000003,47.514759999999995,4365,3
4366,18.52427463,4.0,3.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,18.973083,47.53856,4366,6
4372,7.563636364,2.0,1.0,0.0,1.0,0,0,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,18.99501,47.47218,4372,1
4374,9.454545455,3.0,2.0,1.0,0.0,1,0,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.01018,47.51635,4374,5
4389,22.16297143,5.0,3.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.969607999999997,47.52283,4389,2
4390,24.1509434,2.0,1.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.01665,47.4885,4390,2
4394,11.2,5.0,1.0,1.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0027,47.497066,4394,5
4396,14.32068923,2.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.035079999999997,47.495020000000004,4396,0
4398,30.6450963,3.0,3.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.054825,47.49175,4398,9
4401,10.90909091,1.0,3.0,1.0,0.0,0,1,1.0,1.0,0.0,1,0,0,0.0,0.0,0.0,0.0,1,19.037853,47.540409999999994,4401,5
4404,23.3442623,2.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.034729000000002,47.504020000000004,4404,2
4408,14.77531429,5.0,3.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.967394,47.52366,4408,0
4412,14.77531429,1.0,4.0,1.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.063519,47.498585,4412,3
4413,22.16297143,5.0,3.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.967394,47.52366,4413,2
4416,11.904000000000002,2.0,5.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.06234,47.49861,4416,3
4423,1.6,4.0,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,18.984434,47.508255,4423,1
4424,12.411264,2.0,1.0,0.0,1.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.075470000000003,47.51566,4424,5
4425,12.9284,3.0,2.0,0.0,0.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.03218,47.513729999999995,4425,0
4427,10.92682927,3.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.003159,47.473568,4427,5
4428,6.444444444,2.0,3.0,0.0,1.0,0,1,1.0,0.0,0.0,1,0,0,0.0,0.0,0.0,0.0,0,19.074827,47.53865,4428,1
4430,18.46914286,1.0,3.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.05885,47.49539,4430,6
4432,12.55901714,3.0,3.0,0.0,1.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.0234,47.55061,4432,0
4433,10.33333333,2.0,1.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.10794,47.49349,4433,5
4434,9.263157895,1.0,4.0,0.0,1.0,0,1,1.0,1.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0,19.072167999999998,47.519966,4434,4
4436,11.10204082,3.0,1.0,0.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.02635,47.55019,4436,5
4437,14.57777778,2.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.07637,47.48641,4437,3
4440,22.98382222,1.0,6.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,1,19.050585,47.516914,4440,2
4445,12.85714286,2.0,0.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,18.999105,47.52043,4445,0
4454,19.10447761,3.0,2.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.05272,47.50156,4454,6
4457,15.26605505,4.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,18.967394,47.52366,4457,0
4461,12.0,2.0,5.0,0.0,0.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.075253,47.54793,4461,3
4463,20.96497297,2.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.023384,47.517258,4463,2
4464,13.62162162,4.0,2.0,0.0,0.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.031660000000002,47.52435,4464,0
4468,13.1008,3.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.07207,47.51381,4468,3
4498,14.93333333,1.0,2.0,0.0,1.0,1,0,1.0,0.0,1.0,1,0,0,0.0,0.0,0.0,0.0,0,18.99267,47.510459999999995,4498,0
4504,10.7505618,2.0,2.0,0.0,1.0,1,0,1.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,1,19.01334,47.4866,4504,5
4506,17.02766829,3.0,1.0,0.0,1.0,0,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.05732,47.50724,4506,6
4508,9.739130435,2.0,0.5,0.0,1.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0,19.1112,47.55518,4508,5
4509,13.79029333,3.0,1.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.003485,47.521687,4509,0
4510,6.044444444,2.0,1.0,1.0,0.0,0,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.136864000000003,47.52348,4510,1
4515,13.79029333,2.0,6.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,18.96545,47.522614000000004,4515,3
4517,10.34272,4.0,1.0,1.0,1.0,1,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.003485,47.521687,4517,5
4518,9.944935385,3.0,4.0,0.0,1.0,1,0,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.056707,47.528079999999996,4518,4
4526,14.22124,4.0,1.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0,19.028392999999998,47.52432,4526,0
4529,11.40594059,3.0,2.0,0.0,0.0,1,0,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.034010000000002,47.5226,4529,5
4530,8.150943396,1.0,8.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,0,19.059952,47.522040000000004,4530,7
4531,10.21276596,1.0,2.0,1.0,0.0,0,0,1.0,0.0,0.0,0,0,0,1.0,0.0,0.0,0.0,1,19.12504,47.50882,4531,5
4533,8.64,3.0,1.0,0.0,0.0,0,1,1.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,1,19.045347,47.482227,4533,1
4541,9.056603774,2.0,2.0,1.0,1.0,0,0,1.0,1.0,1.0,0,0,0,0.0,0.0,0.0,1.0,1,19.015911,47.45986,4541,1
4550,7.8,3.0,4.0,0.0,1.0,0,1,1.0,1.0,1.0,0,0,1,0.0,0.0,0.0,0.0,0,19.062739999999998,47.528137,4550,4
4551,8.762739726,2.0,1.0,1.0,0.0,0,1,1.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,1,19.074920000000002,47.486618,4551,1
