id,web_alberlet,web_ingatlan,web_tower,apartment,house,sale,rent,price_per_month,size(sqm),price_per_sqm,district,district_i,district_ii,district_iii,district_iv,district_v,district_vi,district_vii,district_viii,district_ix,district_x,district_xi,district_xii,district_xiii,district_xiv,district_xv,district_xvi,district_xvii,district_xviii,district_xix,district_xx,district_xxi,district_xxii,district_xxiii,street,number_of_rooms,number_of_whole_rooms,number_of_half_rooms,type_of_the_building,type_of_the_building_brick_apartment,type_of_the_building_block_apartment,type_of_building_castle_villa,type_of_building_house,type_of_the_building_part_of_house,type_of_the_building_raw_house,type_of_building_semi_detached_house,floor,deposit,deposit_per_sqm,furnish,furnish_total,furnish_furnished,furnish_equipped,furnish_partly_furnished,furnish_empty,view,view_total,view_courtyard,view_courtyard_sunny,view_courtyard_not_sunny,view_danube,view_garden,view_roof,view_square,view_panoramic,view_park,view_street,view_street_quiet,view_street_sunny,view_city,view_hill,utilities_fee,utilities_fee_per_sqm,common_cost,common_cost_details,utilities_fee_details,total_fee,overhead,balcony,parking,garage,lift,air_conditioner,utility_level,utility_double_comfort,heating,heating_total,heating_gas,heating_wall_heating,heating_combination,heating_ceiling,heating_central_heating,heating_electric,heating_floor,heating_circulating,heating_district,available_immediately,shortest_rental_period,children_welcomed,can_be_an_office,foreigners_welcomed,washing_machine,microwave,dish_washer,fridge,american_kitchen,condition_of_property_renovated,pet,reception,transportation,near_universities,latitude,longitude,postcode,distace_to_danube,quadratic_danube,distace_to_city_centre,quadratic_centre,distace_to_keleti,quadratic_keleti,distace_to_nyugati,quadratic_nyugati,distance_to_deli,quadratic_deli,distance_to_airport,quadratic_airport,distance_to_uni1,quadratic_uni1,distance_to_uni5,quadratic_uni5,distance_to_uni13,quadratic_uni13,distance_to_uni16,quadratic_uni16,tourism_apartment,tourism_attraction,tourism_gallery,tourism_guest_house,tourism_hostel,tourism_hotel,tourism_information,tourism_motel,tourism_museum,shop_art_music_hobbies,shop_beauty,shop_clothing_shoes_accessories,shop_convenience_shop,shop_department_store,shop_discount_store_charity,shop_food_beverages,shop_health,shop_laundry,shop_mall,shop_stationery_gifts_books_newspapers,shop_supermarket,shop_travel_agency,metro_station,leisure_dance,leisure_dog_park,leisure_fitness_centre,leisure_fitness_station,leisure_garden,leisure_nature_reserve,leisure_park,leisure_pitch,leisure_playground,leisure_sports_centre,leisure_stadium,leisure_swimming_pool,leisure_track,leisure_water_park,bus_station,amenity_sustenance,amenity_school,amenity_education,amenity_financial,amenity_healthcare,amenity_arts,amenity_entertainment,amenity_religion,amenity_police,amenity_government,amenity_vending_machine,amenity_transportation_bicycle,amenity_transportation_car,amenity_parking,amenity_coworking_space,amenity_recycling,floors_of_the_building,balconies,elevator,air_conditioning,condition_of_property,condition_of_property_newly_build,condition_of_property_in_good_condition,condition_of_property_in_medium_condition,condition_of_property_needs_renovation,condition_of_property_mint,utility_full_comfort,utility_luxury,energy_performance_certificate,ceiling_height,bathroom_and_toilet,bathroom_separate,bathroom_together,orientation,orientation_north,orientation_south,orientation_east,orientation_west,orientation_northeast,orientation_northwest,orientation_southwest,orientation_southeast,garden_access,garden_AC,attic,attic_loft_conversion,attic_penthouse,attic_topfloor
4083,,,,1,0,0,1,220000,110,6.4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Törökvész,2 + 1 half room,2,1,,,,,,,,,1,,,0,unfurnished,0,,0,,panoramic,panoramic,,,,,0,,,1,0,0,,,,,,0,,,,,,1,,,,,not specified,0,central heating,central,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,0,,,-1,,47.521687,19.003485,1026,1.901849239,3.617030528,4.517423074,20.40711123,6.443107715,41.51363703,4.18910631,17.54861168,2.75824508,7.607915921,20.85454684,434.9121239,5.548943115,30.79076969,9.21449075,84.90683978,5.877060596,34.53984125,1.080008886,1.166419194,0,0,0,0,0,2,5,0,3,3,6,1,0,0,0,9,2,0,3,5,5,1,0,0,2,0,0,0,2,9,12,8,2,0,,0,0,13,13,17,0,4,10,0,0,3,0,0,5,2,2,29,0,1,,30,not specified,-1,in good condition,0,1,0,0,0,0,0,,,not specified,,,not specified,0,0,0,0,0,0,0,0,not specified,,loft conversion,1,0,0
4118,,,,1,0,0,1,200000,100,6.4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Baross utca,3 room,3,0,,,,,,,,,1,,,0,unfurnished,0,,0,,street view,street,,,,,0,,,0,0,1,,,,,,0,,,,,,,1,,0,0,full comfort,0,combination boiler,combination,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,1,,, Villamos   4   47   47B   6   48   49    Metró   M3   M4    Busz   6   9   15   115    Éjszakai   914A   909   950   914   979A   979   950A   923    Troli   83   ,,47.489063,19.06597,1085,0.840708409,0.706790629,1.415561047,2.003813078,1.919484791,3.684421863,2.591081242,6.713702003,3.396126129,11.53367268,15.0872969,227.6265277,0.694847758,0.482813407,4.884657754,23.85988137,8.177010913,66.86350747,6.402582483,40.99306245,5,12,29,,26,44,11,0,16,,,,0,0,,,,0,,,21,,6,1,5,6,1,20,0,19,3,21,2,0,,0,0,1,471,,9,68,56,29,27,25,3,2,,151,0,57,1,4,3,,not available,not available,renovated,0,0,0,0,0,1,0,,1,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,0,no loft conversion,0,0,0
4298,,,,1,0,0,1,160000,80,6.4,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, Kapitány utca,3 room,3,0,,,,,,,,,2,,,0,unfurnished,0,,0,,panoramic,panoramic,,,,,0,,,1,0,0,,,,,,0,,,,,,,1,,0,0,full comfort,0,natural gas (convector),gas,1,0,0,0,0,0,0,0,0,,,,,,,,,,,1,,, Villamos   17   61    Busz   105   139   140   140A   142   178   212    Éjszakai   960   ,,47.49268,19.02727,1123,0.560484286,0.314142635,1.811638318,3.282033395,4.359231108,19.00289585,3.08124752,9.49408628,0.989877361,0.97985719,17.95087949,322.2340745,2.939350774,8.639782973,7.506266196,56.34403221,7.978108397,63.65021359,3.803683256,14.46800631,0,1,5,0,0,14,2,0,1,3,22,11,2,0,1,32,8,2,2,11,25,0,1,0,7,3,2,0,1,21,14,14,8,2,,2,0,9,78,27,2,20,31,6,6,6,3,2,23,32,,59,0,6,5,,not available,not available,renovated,0,0,0,0,0,1,0,,1,not specified,,,Southeast,0,0,0,0,0,0,0,1,not specified,,-1,0,0,0
4327,,,,1,0,0,1,110000,55,6.4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, Czobor utca,2 room,2,0,,,,,,,,,2,,,1,furnish,1,,0,,garden view,garden,,,,,1,,,0,0,0,,,,,,0,,,,,,,1,,0,0,full comfort,0,natural gas (convector),gas,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,,, Villamos   69   62   62A    Busz   5    Éjszakai   973   ,,47.5288,19.11037,1147,0.1452529,0.021098405,5.741312228,32.9626661,3.640390372,13.25244206,4.424735393,19.5782833,7.124363886,50.75656078,14.63887422,214.2966384,4.987294952,24.87311094,2.530406188,6.402955476,5.63329847,31.73405165,9.051675007,81.93282043,0,0,0,0,0,0,0,2,1,0,18,4,0,0,0,19,0,0,0,2,0,1,0,0,0,0,1,0,0,1,11,7,1,0,,0,0,6,9,9,1,0,11,0,0,1,0,0,0,0,0,4,0,2,4,,not available,not available,in good condition,0,1,0,0,0,1,0,,0,together,0,1,Southwest,0,0,0,0,0,0,1,0,no,0,no loft conversion,0,0,0
4525,,,,1,0,0,1,270000,135,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Alsóhegy utca,2 + 2 half room,2,2,,,,,,,,,1,,,0,unfurnished,0,,0,,panoramic,panoramic,,,,,0,,,1,0,0,,,,,,0,,,,,,1,1,,,1,full comfort,0,combination boiler,combination,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,,, Busz   108E   27   110   112   178   8E    Éjszakai   908   ,,47.48736,19.03187,1016,0.036057096,0.001300114,1.743651773,3.040321505,4.205159409,17.68336566,3.301217396,10.8980363,1.653520023,2.734128466,17.43330554,303.9201421,2.726576912,7.434221657,7.335118016,53.80395631,8.478141642,71.8788857,4.468563873,19.96806309,0,4,1,0,0,10,3,0,2,0,3,5,0,0,1,13,0,0,2,4,8,0,0,0,4,1,2,2,0,13,18,18,8,,,2,0,7,32,14,0,7,11,0,3,4,0,0,11,15,4,37,0,5,2,15,not specified,available,renovated,0,0,0,0,0,1,0,,1,not specified,,,East,0,0,1,0,0,0,0,0,not specified,,-1,0,0,0
4604,,,,1,0,0,1,210000,105,6.4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Dózsa György út,3 room,3,0,,,,,,,,,2,,,1,furnish,1,,0,,garden view,garden,,,,,1,,,0,0,0,,,,,,0,,,,,,,1,,1,0,full comfort,0,gáz (konvektor),gas,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,0,,, Busz   133E   30   230   30A   5   7   110   112    Éjszakai   907   973   979    Troli   74   75   79   ,,47.50578,19.08649,1071,0.416509759,0.173480379,2.878661388,8.286691387,0.52618952,0.276875411,2.291027133,5.248805324,4.673091863,21.83778756,14.52801239,211.063144,1.918031102,3.678843308,2.869556567,8.234354891,6.729053791,45.28016492,7.260700347,52.71776953,1,2,5,0,2,12,1,0,7,1,9,8,3,2,2,46,0,1,1,10,9,1,2,0,0,1,,0,0,4,25,8,10,,,2,0,1,80,15,3,18,13,2,5,2,2,0,24,25,4,31,1,4,5,,available,not available,in good condition,0,1,0,0,0,1,0,,1,separate,1,0,not specified,0,0,0,0,0,0,0,0,yes,1,no loft conversion,0,0,0
4807,,,,1,0,0,1,170000,85,6.4,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Berzenczey utca,3 room,3,0,,,,,,,,,,,,0,unfurnished,0,,0,,not specified,other,,,,,0,,,0,0,0,,,,,,0,,,,,,,,,,,not specified,0,not specified,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,, Villamos   24G   4   6   37   37A   51   51A    Metró   M3    Busz   6    Éjszakai   914   914A   923   950   950A   979   979A   ,,47.48252,19.07368,1094,0.212714438,0.045247432,2.324864529,5.404995078,2.233784236,4.989792013,3.462128581,11.98633431,4.242105128,17.99545592,14.2868971,204.1154287,1.529238383,2.338570032,4.766400793,22.71857652,8.978036283,80.6051355,7.268944163,52.83754924,1,4,9,1,4,11,0,0,6,11,40,31,0,0,8,102,10,3,2,32,17,4,2,0,,3,0,4,0,20,8,11,3,0,,2,2,0,195,79,1,30,40,8,11,16,3,2,53,48,3,53,0,4,,,not specified,-1,not specified,0,0,0,0,0,0,0,,,not specified,,,not specified,0,0,0,0,0,0,0,0,not specified,,-1,0,0,0
5229,,,,1,0,0,1,110000,55,6.4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0, Regényes utca,2 room,2,0,,,,,,,,,1,,,1,furnish,1,,0,,street view,street,,,,,0,,,0,0,1,,,,,,0,,,,,,,,,0,,not specified,0,not specified,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,, Busz   250   250B   ,,47.428528,19.020485,1221,1.34751151,1.81578727,7.894594219,62.32461788,9.398935078,88.3399806,9.641835271,92.96498739,8.108950728,65.75508191,17.47047856,305.2176211,8.18249302,66.95319202,11.81333044,139.5547761,15.06770408,227.0357062,10.04543211,100.9107063,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,5,1,0,,0,0,0,1,6,0,0,2,0,0,0,0,0,0,1,0,30,0,1,,,not available,-1,not specified,0,0,0,0,0,0,0,,,not specified,,,not specified,0,0,0,0,0,0,0,0,not specified,,-1,0,0,0
5387,,,,1,0,0,1,200000,100,6.4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Baross utca,3 room,3,0,,,,,,,,,1,,,1,furnish,1,,0,,street view,street,,,,,0,,,0,0,1,,,,,,0,,,,,,,1,,0,0,full comfort,0,combination boiler,combination,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,, Villamos   4   47   47B   6   48   49    Metró   M3   M4    Busz   6   9   15   115    Éjszakai   914A   909   950   914   979A   979   950A   923    Troli   83   ,,47.489063,19.06597,1085,0.840708409,0.706790629,1.415561047,2.003813078,1.919484791,3.684421863,2.591081242,6.713702003,3.396126129,11.53367268,15.0872969,227.6265277,0.694847758,0.482813407,4.884657754,23.85988137,8.177010913,66.86350747,6.402582483,40.99306245,5,12,29,,26,44,11,0,16,,,,0,0,,,,0,,,21,,6,1,5,6,1,20,0,19,3,21,2,0,,0,0,1,471,,9,68,56,29,27,25,3,2,,151,0,57,1,4,3,,not available,not available,in good condition,0,1,0,0,0,1,0,,,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,0,no loft conversion,0,0,0
5657,,,,1,0,0,1,140000,70,6.4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, Tóvirág utca,1 + 2 half room,1,2,,,,,,,,,8,,,0,unfurnished,0,,0,,street view,street,,,,,0,,,0,0,1,,,,,,0,,,,,,1,1,,1,0,full comfort,0,district heating,district,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,,, Busz   68   85   117   185   85E    Éjszakai   909   968   ,,47.46955,19.16365,1108,3.128005278,9.784417019,9.001909103,81.0343675,6.964623898,48.50598604,9.262852139,85.80042975,11.0312393,121.6882405,7.499487903,56.24231881,7.863439752,61.83368473,5.20216291,27.06249894,13.19033696,173.9849891,13.97779828,195.3788448,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,15,0,0,0,1,11,0,0,0,3,1,2,4,0,3,22,,5,0,,1,1,0,17,13,1,2,10,0,1,0,1,0,0,0,4,58,0,2,10,2.5,available,not available,mint,0,0,0,0,1,1,0,,0,separate,1,0,Southeast,0,0,0,0,0,0,0,1,no,0,no loft conversion,0,0,0
5892,,,,1,0,0,1,220000,110,6.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Krisztina körút,2 + 2 half room,2,2,,,,,,,,,5,,,0,unfurnished,0,,0,,panoramic,panoramic,,,,,0,,,1,0,0,,,,,,0,,,,,,1,,,1,1,double comfort,1,combination boiler,combination,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,,, Villamos   17   56   56A   59   59A   59B   61    Metró   M2    Busz   140A   21   39   102   105   139   140   142   21A   5   178    Éjszakai   960   990   956   ,,47.498596,19.028439,1012,0.69904169,0.488659284,1.688407292,2.850719184,4.173649604,17.41935102,2.601940643,6.77009511,0.423800004,0.179606443,18.09920049,327.5810584,2.860213699,8.180822404,7.296027803,53.2320217,7.319655133,53.57735127,3.445913838,11.87432218,0,10,6,0,0,13,14,0,14,5,20,10,,0,1,39,10,2,0,22,18,0,3,0,3,2,4,,3,26,7,9,0,0,,0,0,6,110,32,4,21,29,19,3,12,6,2,64,25,7,54,0,4,5,1,available,available,renovated,0,0,0,0,0,0,0,,0,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,,loft conversion,1,0,0
6071,,,,1,0,0,1,100000,50,6.4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, Duna utca 55,1 room,1,0,,,,,,,,,,,,0,unfurnished,0,,0,,not specified,other,,,,,0,,,0,0,0,,,,,,0,,,,,,,,,,,not specified,0,not specified,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,, Busz   35   36   148   151    Éjszakai   948   ,,47.43547,19.08537,1215,0.327556289,0.107293122,7.271763636,52.87854638,7.331869996,53.75631764,8.725984689,76.14280879,8.63702965,74.59828117,12.55805887,157.7048426,6.808176033,46.3512609,8.60111009,73.97909478,14.28306309,204.0058912,11.47356745,131.64275,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,4,1,0,0,0,3,13,12,2,2,,0,2,0,1,5,0,0,6,0,0,0,0,0,1,1,0,22,0,3,,,not specified,-1,not specified,0,0,0,0,0,0,0,,,not specified,,,not specified,0,0,0,0,0,0,0,0,not specified,,-1,0,0,0
6237,,,,1,0,0,1,110000,55,6.4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Tomori utca,2 room,2,0,,,,,,,,,0.5,,,1,furnish,1,,0,,street view,street,,,,,0,,,0,0,1,,,,,,0,,,,,,,1,,0,0,full comfort,0,combination boiler,combination,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,0,,, Busz   104   104A   30   96   122   147   196   204   230   30A    Éjszakai   930   ,,47.58025,19.08505,1044,0.243878256,0.059476604,9.660446945,93.32423518,8.76830004,76.88308559,7.913389232,62.62172914,9.871701761,97.45049566,20.14510191,405.825131,9.550320064,91.20861332,8.54723165,73.05516888,3.086398078,9.525853096,9.98136227,99.62759276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,1,2,17,6,4,,,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,3,34,0,1,2,,not available,not available,mint,0,0,0,0,1,1,0,9,0,separate,1,0,Northeast,0,0,0,0,1,0,0,0,no,0,no loft conversion,0,0,0
6238,,,,1,0,0,1,110000,55,6.4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Tomori utca,1 + 1 half room,1,1,,,,,,,,,,,,0,unfurnished,0,,0,,not specified,other,,,,,0,,,0,0,0,,,,,,0,,,,,,,,,,,not specified,0,not specified,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,, Busz   104   104A   30   96   122   147   196   204   230   30A    Éjszakai   930   ,,47.58025,19.08505,1044,0.243878256,0.059476604,9.660446945,93.32423518,8.76830004,76.88308559,7.913389232,62.62172914,9.871701761,97.45049566,20.14510191,405.825131,9.550320064,91.20861332,8.54723165,73.05516888,3.086398078,9.525853096,9.98136227,99.62759276,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,1,2,0,0,0,0,0,0,0,1,2,17,6,4,,,0,0,0,8,2,0,0,0,0,0,0,0,0,0,1,3,34,0,1,,,not specified,-1,not specified,0,0,0,0,0,0,0,,,not specified,,,not specified,0,0,0,0,0,0,0,0,not specified,,-1,0,0,0
6653,,,,1,0,0,1,140000,70,6.4,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, Tóvirág utca,1 + 2 half room,1,2,,,,,,,,,8,,,0,unfurnished,0,,0,,not specified,other,,,,,0,,,0,0,0,,,,,,0,,,,,,1,1,,1,0,full comfort,0,district heating,district,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,0,,, Busz   68   85   117   185   85E    Éjszakai   909   968   ,,47.46955,19.16365,1108,3.128005278,9.784417019,9.001909103,81.0343675,6.964623898,48.50598604,9.262852139,85.80042975,11.0312393,121.6882405,7.499487903,56.24231881,7.863439752,61.83368473,5.20216291,27.06249894,13.19033696,173.9849891,13.97779828,195.3788448,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,15,0,0,0,1,11,0,0,0,3,1,2,4,0,3,22,,5,0,,1,1,0,17,13,1,2,10,0,1,0,1,0,0,0,4,58,0,2,10,2.5,available,not available,mint,0,0,0,0,1,1,0,8,0,separate,1,0,Southeast,0,0,0,0,0,0,0,1,no,0,no loft conversion,0,0,0
6838,,,,1,0,0,1,80000,40,6.4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, Színesfém utca 15,1 room,1,0,,,,,,,,,1,,,0,unfurnished,0,,0,,street view,street,,,,,0,,,0,0,1,,,,,,0,,,,,,,1,,1,0,full comfort,0,central heating (metered),central,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,0,,, Busz   179   ,,47.43062,19.060816,1211,1.313504078,1.725292963,7.367408415,54.27870675,8.05835207,64.93703808,9.009149541,81.16477545,8.327475707,69.34685165,14.42798592,208.1667777,7.204573515,51.90587953,9.862034458,97.25972365,14.63423032,214.1606971,10.9064505,118.9506625,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,10,1,0,1,3,6,0,0,0,0,0,0,0,0,6,3,8,0,0,,0,0,0,8,11,2,6,5,1,0,3,2,4,0,5,0,37,0,2,4,,available,not available,needs renovation,0,0,0,1,0,1,0,,1,together,0,1,West,0,0,0,1,0,0,0,0,no,0,no loft conversion,0,0,0
7030,,,,1,0,0,1,120000,60,6.4,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Thököly út 30,2 room,2,0,,,,,,,,,,,,0,unfurnished,0,,0,,not specified,other,,,,,0,,,0,0,0,,,,,,0,,,,,,,,,,,not specified,0,not specified,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,, Busz   112   133E   178   20E   5   30   230   30A   7   110    Éjszakai   908   931   956   990   973   907    Troli   73   76   79   ,,47.50312,19.086943,1076,0.2622105,0.068754346,2.819533281,7.949767923,0.301469731,0.090883999,2.422890999,5.870400793,4.685694512,21.95573306,14.34895011,205.8923693,1.783999811,3.182655326,2.878351833,8.284909275,7.017356353,49.24329018,7.349315392,54.01243673,1,4,5,1,1,15,1,0,9,2,10,29,3,2,1,49,4,1,2,9,9,1,2,1,0,2,4,0,0,4,22,7,10,,,0,0,1,92,16,3,22,16,1,9,7,1,0,25,31,7,31,1,2,,,not specified,-1,not specified,0,0,0,0,0,0,0,,,not specified,,,not specified,0,0,0,0,0,0,0,0,not specified,,-1,0,0,0
7502,,,,1,0,0,1,130000,65,6.4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Váci utca 40,2 room,2,0,,,,,,,,,2,,,0,unfurnished,0,,0,,street view,street,,,,,0,,,0,0,1,,,,,,0,,,,,,,1,,1,0,full comfort,0,heat pump,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,, Villamos   2    Metró   M3    Busz   108E   5   7   110   112   115   133E   15   178   8E    Éjszakai   973   956   908   907   ,,47.491264,19.054394,1056,0.15336168,0.023519805,0.647194456,0.418860664,2.482850541,6.164546809,2.271841109,5.161262025,2.504882695,6.274437316,15.98611266,255.555798,0.994510839,0.989051809,5.593547758,31.28777652,7.8817073,62.12130996,5.525746513,30.53387453,2,45,16,9,19,64,22,0,18,21,57,,1,0,4,78,14,0,4,,12,,6,0,3,5,1,2,0,24,4,23,0,0,,0,2,5,434,54,9,102,24,,23,28,1,6,84,150,2,41,0,4,3,,available,not available,in good condition,0,1,0,0,0,1,0,,,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,0,-1,0,0,0
7722,,,,1,0,0,1,120000,60,6.4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, Pesti út,1 + 2 half room,1,2,,,,,,,,,3,,,0,unfurnished,0,,0,,not specified,other,,,,,0,,,0,0,0,,,,,,0,,,,,,,1,,0,,full comfort,0,not specified,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,1,,, Busz   46   161   162   162A   169E   195   198   201E   202E   261E   262   97E    Éjszakai   998   956   990   ,,47.4814,19.25101,1173,1.464330342,2.144263351,15.14431305,229.3502178,12.75542673,162.7009111,14.94040546,223.2157153,17.15460743,294.2805561,4.759646784,22.65423751,13.9723591,195.2268188,9.956950113,99.14085555,17.31366465,299.7629836,19.91007355,396.4110288,0,0,2,0,0,0,1,0,0,0,18,9,3,0,1,20,5,1,0,5,5,0,0,0,0,0,1,0,0,2,6,5,2,0,,0,0,2,9,22,2,8,17,2,2,5,2,2,1,5,0,28,0,4,4,,not available,-1,renovated,0,0,0,0,0,1,0,,0,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,,no loft conversion,0,0,0
7781,,,,1,0,0,1,100000,50,6.4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, Szent István út,1 room,1,0,,,,,,,,,,,,1,furnish,1,,0,,not specified,other,,,,,0,,,0,0,0,,,,,,0,,,,,,,,,,,not specified,0,combination boiler,combination,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,, Busz   148    Éjszakai   948   ,,47.40333,19.0928,1213,1.197478579,1.433954947,10.83527622,117.4032108,10.92555717,119.3677995,12.33302734,152.1035634,12.0498476,145.1988272,12.62290581,159.3377511,10.42147065,108.6070505,11.89723197,141.5441285,17.90014795,320.4152966,14.73784904,217.2041943,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,0,2,0,1,7,1,0,2,0,2,2,0,0,0,0,0,0,0,0,,,not specified,-1,in good condition,0,1,0,0,0,0,0,,,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,,-1,0,0,0
8053,,,,1,0,0,1,140000,70,6.4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, Molnár utca,2 room,2,0,,,,,,,,,,,,0,unfurnished,0,,0,,not specified,other,,,,,0,,,0,0,0,,,,,,0,,,,,,,,,,,not specified,0,not specified,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,, Villamos   2   47   47B   48   49    Metró   M3   M4    Busz   108E   110   112   115   133E   15   178   8E    Éjszakai   979A   979    Troli   83   ,,47.48919,19.05486,1056,0.088615202,0.007852654,0.873162053,0.762411971,2.565937182,6.584033622,2.498795668,6.24397979,2.646796176,7.005529997,15.87060063,251.8759644,1.090363929,1.188893498,5.642734563,31.84045335,8.112569198,65.81377899,5.676672928,32.22461553,4,33,19,6,19,52,22,0,15,18,61,105,1,0,3,67,14,0,6,,11,,5,0,3,5,1,6,0,21,2,20,0,0,,0,,5,377,54,10,86,22,27,17,18,2,4,88,134,1,41,0,3,,,not specified,-1,not specified,0,0,0,0,0,0,0,,,not specified,,,not specified,0,0,0,0,0,0,0,0,not specified,,-1,0,0,0
8198,,,,1,0,0,1,180000,90,6.4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, Beller Imre utca,1 + 2 half room,1,2,,,,,,,,,,,,1,furnish,1,,0,,garden view,garden,,,,,1,,,0,0,0,,,,,,0,,,,,,,1,,,,not specified,0,heat pump,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,,, Busz   25   96   124   224   296   296A   5   125    Éjszakai   996A   996   ,,47.555756,19.116108,1152,0.714810782,0.510954454,8.215711662,67.49791811,6.511642401,42.40148676,6.605965697,43.63878279,9.149700071,83.71701139,16.56322587,274.3404512,7.695394534,59.21909703,5.331081896,28.42043418,4.724225438,22.31830599,10.3371557,106.856788,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,1,3,0,0,0,0,0,0,0,0,3,2,0,1,1,,0,0,0,9,7,0,2,5,0,3,2,2,1,0,2,0,10,0,3,,,not specified,-1,mint,0,0,0,0,1,0,0,,,not specified,,,not specified,0,0,0,0,0,0,0,0,yes,1,loft conversion,1,0,0
