,price_per_sqm,apartment,number_of_whole_rooms,number_of_half_rooms,floor,longitude,latitude,data_index,cluster
89,10.29824561,1,1.0,1.0,2.0,19.0872405,47.503117100000004,89,2
90,12.63636364,1,2.0,0.0,5.0,19.0582001,47.49203189999999,90,4
91,11.0,1,1.0,0.0,0.5,19.06362,47.5064684,91,2
92,8.140350877000001,1,2.0,0.0,2.0,19.1304605,47.5101172,92,0
93,0.0,1,1.0,2.0,1.5,18.9843914,47.5070557,93,0
94,8.244444443999999,1,1.0,0.0,2.0,18.990150600000003,47.511447600000004,94,0
95,8.04,1,2.0,0.0,0.0,19.1132387,47.4458732,95,0
96,7.391304347999999,1,3.0,0.0,0.5,19.1104459,47.527727,96,0
97,7.7241379310000005,1,3.0,1.0,1.0,19.049802800000002,47.514005299999994,97,0
98,12.5625,1,1.0,2.0,2.0,18.975079,47.525115,98,2
99,12.0,1,3.0,0.0,3.0,19.0669141,47.549167700000005,99,2
100,9.714285713999999,1,1.0,1.0,6.0,19.1505419,47.4590351,100,4
101,7.733333332999999,1,2.0,0.0,1.0,18.9868808,47.5209691,101,0
102,10.303030300000001,1,1.0,0.0,4.0,19.1023905,47.436842299999995,102,4
103,12.36666667,1,1.0,0.0,4.0,19.1387885,47.5189736,103,4
104,6.724637681,1,2.0,0.0,0.5,19.122122,47.507686,104,0
105,9.030769231,1,3.0,0.0,3.0,19.0698633,47.4988083,105,0
106,9.49122807,1,2.0,0.0,3.0,19.0731508,47.480699200000004,106,0
107,14.63157895,1,2.0,0.0,1.0,19.07132055,47.48744425,107,3
108,12.5,1,2.0,0.0,2.0,19.072024,47.504225700000006,108,2
109,6.7,1,2.0,0.0,4.0,19.0630782,47.52883129999999,109,0
110,9.714285713999999,1,1.0,0.0,3.0,19.0670591,47.512111,110,2
111,6.925373134,1,2.0,0.0,3.0,19.0709015,47.491750399999994,111,0
112,10.625,1,1.0,0.0,3.0,19.1096081,47.5018324,112,2
113,10.30555556,1,2.0,1.0,1.0,19.0521527,47.479544700000005,113,2
114,10.87037037,1,2.0,0.0,2.0,19.0037281,47.5051657,114,2
115,9.28,1,1.0,0.0,3.0,19.0362538,47.5185701,115,0
116,12.21052632,1,1.0,0.0,1.0,19.0339953,47.497080600000004,116,2
117,8.018518519,1,1.0,1.0,7.0,19.0015698,47.467302200000006,117,4
118,7.732142857,1,2.0,0.0,3.0,19.028749800000003,47.490947999999996,118,0
119,9.348837209,1,1.0,0.0,0.0,19.0683298,47.5366395,119,2
121,6.818897637999999,1,3.0,1.0,1.0,19.05281235,47.48133370000001,121,0
123,9.275,1,1.0,1.0,1.0,19.0264669,47.4733477,123,0
124,6.8666666670000005,1,2.0,1.0,2.0,19.058157100000003,47.5049735,124,0
125,7.581818182,1,2.0,0.0,0.0,19.026677600000003,47.4752972,125,0
126,12.02777778,1,1.0,0.0,1.0,19.125083,47.506233,126,2
128,13.15,1,1.0,1.0,3.0,19.067720899999998,47.4999192,128,3
130,8.326923077,1,2.0,0.0,2.0,19.014492999999998,47.472667,130,0
132,6.18,1,2.0,0.0,0.5,19.0951219,47.477001,132,0
133,10.76086957,1,1.0,1.0,1.0,19.0618215,47.497023999999996,133,2
134,12.14285714,1,1.0,0.0,2.0,19.0677986,47.509586999999996,134,2
135,11.89230769,1,3.0,0.0,3.0,19.046437,47.502695,135,2
138,13.4,1,1.0,0.0,0.0,19.0679181,47.485279999999996,138,3
139,10.6,1,3.0,0.0,2.0,19.034116100000002,47.522735100000006,139,2
140,10.30555556,1,2.0,1.0,1.0,19.0538148,47.479474700000004,140,2
141,7.9,1,3.0,0.0,1.0,19.071039499999998,47.5050887,141,0
142,13.23809524,1,1.0,1.0,7.0,19.057222600000003,47.5001745,142,4
144,13.02631579,1,1.0,1.0,4.0,19.0764297,47.479963,144,3
145,9.519230769,1,2.0,0.0,5.0,19.047818,47.467757,145,4
146,16.90909091,1,1.0,0.0,1.0,19.064493,47.5028281,146,3
147,12.02777778,1,1.0,0.0,1.0,19.1304605,47.5101172,147,2
148,8.739130435,1,1.0,1.0,0.0,19.0389211,47.549145,148,0
149,11.33333333,1,1.0,0.0,0.0,19.0805383,47.504309,149,2
150,10.79069767,1,1.0,0.0,3.0,19.1621391,47.4670562,150,2
151,10.61538462,1,2.0,0.0,1.0,19.0608395,47.506915500000005,151,2
152,6.0,1,2.0,0.0,2.0,19.069655899999997,47.4840408,152,0
154,10.30769231,1,1.0,0.0,9.0,19.0553575,47.5145104,154,4
155,11.23636364,1,2.0,0.0,2.0,19.0502184,47.505178,155,2
156,6.025974026,1,2.0,0.0,3.0,19.029140100000003,47.469599200000005,156,0
157,9.512820513,1,1.0,0.0,1.0,19.06106007,47.48693379,157,2
158,8.833333332999999,1,2.0,0.0,2.0,19.0807147,47.552708100000004,158,0
162,8.065217391000001,1,1.0,0.0,3.0,19.142841100000002,47.512452,162,0
163,7.309090909,1,2.0,0.0,4.0,19.021017999999998,47.563221999999996,163,0
164,10.18292683,1,2.0,1.0,0.0,19.0628539,47.482948799999996,164,2
165,7.725,1,3.0,0.0,1.0,19.074460600000002,47.5141035,165,0
166,13.13333333,1,3.0,0.0,6.0,19.072991100000003,47.4759809,166,4
167,8.588888889,1,3.0,0.0,1.0,18.988201,47.406471,167,0
168,13.23809524,1,1.0,1.0,7.0,19.0633949,47.5023351,168,4
169,6.177777777999999,1,3.0,0.0,1.0,19.000056,47.4105419,169,0
170,13.25714286,1,1.0,0.0,5.0,19.047818,47.467757,170,4
171,13.4,1,1.0,0.0,2.0,19.07041,47.50086470000001,171,3
172,9.65,1,1.0,1.0,1.0,18.993157999999998,47.49742929999999,172,2
173,7.571428571,1,1.0,1.0,2.0,19.082562399999997,47.4883912,173,0
175,10.53191489,1,1.0,1.0,1.0,19.112329000000003,47.5277296,175,2
176,9.098039216,1,1.0,1.0,0.0,19.021721399999997,47.4990917,176,0
182,6.18,1,3.0,0.0,1.0,19.0697349,47.4892646,182,0
183,10.29824561,1,1.0,1.0,2.0,19.084223899999998,47.501883899999996,183,2
184,12.36666667,1,1.0,0.0,2.0,19.075507,47.4938707,184,2
186,18.86792453,1,4.0,0.0,3.0,19.0661169,47.507102,186,1
187,11.97183099,1,3.0,0.0,4.0,19.065122600000002,47.492449,187,4
188,9.065217391000001,1,2.0,0.0,6.0,19.0894603,47.5035076,188,4
190,17.89473684,1,3.0,0.0,4.0,19.0606593,47.5036401,190,1
191,20.63492063,1,2.0,0.0,4.0,19.050343100000003,47.5026354,191,1
192,22.0,1,2.0,1.0,1.0,19.0429126,47.4885609,192,1
193,12.93023256,1,1.0,1.0,3.0,19.072991100000003,47.4759809,193,3
195,6.390804598,1,3.0,0.0,1.0,19.0694,47.483382,195,0
196,11.44186047,1,1.0,2.0,4.0,19.048156,47.472177,196,4
197,11.31707317,1,1.0,1.0,3.0,19.1068659,47.463192299999996,197,2
198,7.514285714,1,2.0,1.0,1.0,19.037304000000002,47.473939,198,0
199,8.632352941,1,2.0,1.0,3.0,19.0971353,47.509083600000004,199,0
200,10.6,1,1.0,2.0,7.0,19.0653974,47.53699829999999,200,4
201,6.823529412,1,2.0,0.0,1.0,19.052091,47.476447,201,0
202,14.75,1,2.0,0.0,7.0,19.0754211,47.485754,202,4
204,9.28,1,2.0,0.0,4.0,19.021017999999998,47.563221999999996,204,4
205,10.05,1,2.0,1.0,1.0,19.0557917,47.502212,205,2
206,10.05,1,2.0,1.0,4.0,19.039732,47.529425200000006,206,4
207,12.375,1,1.0,0.0,0.0,19.0645768,47.485414399999996,207,2
208,5.590361446,1,2.0,0.0,2.0,19.0723778,47.4965668,208,0
209,10.3125,1,1.0,1.0,2.0,19.059720300000002,47.4997836,209,2
210,8.436363636,1,2.0,0.0,11.0,19.0559385,47.5982289,210,4
213,11.04285714,1,2.0,0.0,4.0,19.0274995,47.5152015,213,4
214,11.03571429,1,1.0,0.0,0.0,19.0805383,47.504309,214,2
215,8.867647059,1,2.0,1.0,6.0,19.034400100000003,47.509906799999996,215,4
217,20.31428571,1,1.0,1.0,5.0,19.052907,47.495042,217,1
218,17.65714286,1,1.0,1.0,0.0,19.0559523,47.49054829999999,218,1
220,13.4,1,1.0,0.0,0.0,19.068727399999997,47.485597799999994,220,3
221,7.9,1,3.0,0.0,1.0,19.071986399999997,47.50590820000001,221,0
223,13.87179487,1,3.0,0.0,3.0,19.061165300000003,47.50523,223,3
224,13.84615385,1,2.0,1.0,4.0,19.0780615,47.481489200000006,224,3
225,12.46774194,1,3.0,0.0,1.0,19.0348594,47.505494899999995,225,2
226,10.44,1,2.0,0.0,1.0,19.016799300000002,47.4714354,226,2
227,11.15384615,1,2.0,0.0,3.0,19.0515638,47.494310799999994,227,2
228,15.46666667,1,1.0,1.0,3.0,19.0608395,47.506915500000005,228,3
229,10.47826087,1,1.0,1.0,2.0,19.145426999999998,47.508638,229,2
232,12.36666667,1,1.0,0.0,5.0,19.038189199999998,47.5377226,232,4
233,10.10655738,1,3.0,1.0,1.0,19.051924300000003,47.5075407,233,2
234,9.142857142999999,1,1.0,1.0,1.0,19.01967229,47.51362172,234,0
235,10.44594595,1,2.0,0.0,1.0,19.05706176,47.50085444,235,2
236,9.928571429,1,1.0,1.0,0.5,19.0800135,47.543989399999994,236,2
237,10.05,1,4.0,0.0,1.0,19.03731595,47.51437828,237,2
239,7.728571429,1,2.0,1.0,9.0,19.00288327,47.52938085,239,4
240,11.02857143,1,1.0,0.0,3.0,19.071395499999998,47.5221461,240,2
241,9.048780488,1,1.0,0.0,4.0,19.023362600000002,47.4957626,241,4
243,15.45,1,1.0,1.0,1.0,19.029030300000002,47.502241600000005,243,3
244,9.271428571,1,2.0,0.0,2.0,19.0590554,47.4996847,244,0
245,16.13333333,1,1.0,1.0,3.0,19.07719642,47.48586708,245,3
246,12.36666667,1,1.0,0.0,2.0,19.075507,47.4938707,246,2
247,10.0,1,2.0,0.0,1.0,19.062881,47.518904,247,2
248,11.03571429,1,1.0,1.0,5.0,19.0595401,47.489017100000005,248,4
249,7.11627907,1,2.0,0.0,3.0,19.060142000000003,47.485094000000004,249,0
250,10.86486486,1,1.0,1.0,3.0,19.0455431,47.5026032,250,2
251,7.028571428999999,1,1.0,2.0,3.0,19.1077794,47.5778015,251,0
252,7.071428571,1,2.0,0.0,1.0,19.056442699999998,47.49096289999999,252,0
253,7.391304347999999,1,1.0,1.0,0.0,19.0682677,47.5111585,253,0
254,21.17647059,1,3.0,0.0,3.0,19.0494985,47.50859129999999,254,1
255,9.984615385,1,2.0,0.0,2.0,19.0761401,47.4895974,255,2
256,19.61538462,1,2.0,0.0,1.5,19.054008399999997,47.506842,256,1
257,14.12068966,1,3.0,0.0,4.0,19.057816,47.504032,257,3
258,14.71428571,1,2.0,0.0,1.0,19.0495759,47.5092799,258,3
259,11.0,1,1.0,1.0,4.0,19.0670606,47.509974799999995,259,4
260,9.571428571,1,1.0,0.0,2.0,19.077115399999997,47.5000268,260,2
261,23.80952381,1,1.0,1.0,6.0,19.0518555,47.51886,261,5
262,17.5862069,1,2.0,1.0,13.0,19.084339,47.524987200000005,262,1
263,12.14285714,1,2.0,0.0,4.0,19.073171,47.476211,263,4
264,9.558823529,1,1.0,0.0,4.0,19.069317,47.4865589,264,4
265,8.553846154,1,1.0,1.0,4.0,19.056766699999997,47.4936661,265,4
266,10.57692308,1,2.0,1.0,1.5,19.05105,47.501149,266,2
267,13.97058824,1,2.0,0.0,4.0,19.052846,47.490827200000005,267,3
268,7.40625,1,2.0,1.0,1.0,19.087104999999998,47.507502,268,0
269,12.21052632,1,1.0,0.0,0.0,19.071312699999996,47.4822292,269,2
270,8.704225352,1,2.0,1.0,5.0,19.0801173,47.532958799999996,270,4
271,10.625,1,3.0,0.0,2.0,19.0786188,47.4720176,271,2
272,6.125,1,2.0,0.0,2.0,19.1691205,47.4527778,272,0
273,20.31428571,1,1.0,1.0,5.0,19.052784699999997,47.49546470000001,273,1
274,17.65714286,1,1.0,1.0,0.0,19.0552478,47.490575899999996,274,1
275,10.72580645,1,2.0,0.0,1.0,19.0701249,47.4998813,275,2
276,13.97619048,1,2.0,0.0,1.0,19.0495759,47.5092799,276,3
277,10.12068966,1,2.0,0.0,0.0,19.0686577,47.4903495,277,2
278,12.80555556,1,1.0,1.0,2.0,19.030703,47.514773,278,3
279,6.7,1,1.0,1.0,3.0,19.0099601,47.4902734,279,0
280,11.109375,1,2.0,1.0,1.0,19.025351800000003,47.5374677,280,2
281,11.94666667,1,3.0,0.0,1.0,19.061165300000003,47.50523,281,2
282,11.6,1,1.0,1.0,1.0,19.066080399999997,47.5085833,282,2
283,9.212765957,1,1.0,1.0,4.0,19.071312699999996,47.4822292,283,4
284,9.020833332999999,1,2.0,0.0,3.0,19.034191,47.454662899999995,284,0
285,10.23076923,1,2.0,0.0,3.0,19.0615927,47.507979600000006,285,2
286,18.18181818,1,3.0,0.0,3.0,19.0563049,47.492360999999995,286,1
287,23.52941176,1,3.0,1.0,3.0,19.0482138,47.51251920000001,287,5
288,11.89230769,1,2.0,0.0,2.0,19.054433,47.494223,288,2
289,9.266666667,1,2.0,0.0,3.0,19.054845,47.494565,289,0
290,10.2962963,1,2.0,0.0,4.0,19.0832336,47.4859419,290,4
291,9.872340426000001,1,1.0,1.0,1.0,19.0633949,47.5023351,291,2
292,11.6,1,1.0,1.0,1.0,19.062341,47.506391,292,2
293,10.40384615,1,2.0,0.0,1.0,19.0353625,47.496738799999996,293,2
294,10.90196078,1,2.0,0.0,0.0,19.0583693,47.4876687,294,2
295,12.07317073,1,1.0,0.0,2.0,19.0783703,47.4811187,295,2
296,9.512820513,1,1.0,0.0,1.0,19.0451609,47.4723887,296,2
297,10.69230769,1,2.0,0.0,1.0,19.066597,47.546768900000004,297,2
298,7.5,1,2.0,0.0,2.0,19.1363909,47.5141407,298,0
299,9.212765957,1,2.0,0.0,2.0,19.072356,47.5034761,299,0
300,12.6626506,1,3.0,0.0,1.0,19.055647,47.488147399999995,300,2
301,10.18823529,1,2.0,2.0,3.0,19.053680399999998,47.5114023,301,2
302,16.86363636,1,1.0,1.0,2.0,19.061004800000003,47.4904273,302,3
303,10.84210526,1,2.0,0.0,3.0,19.0626001,47.5060393,303,2
304,12.63636364,1,1.0,0.0,6.0,19.0535063,47.494029100000006,304,4
305,5.823529412,1,3.0,0.0,2.0,19.072875,47.480261,305,0
306,9.705882353,1,2.0,0.0,6.0,19.0551599,47.5248287,306,4
307,7.353658537,1,2.0,0.0,3.0,19.0645768,47.485414399999996,307,0
308,10.93846154,1,3.0,0.0,1.0,19.0353625,47.496738799999996,308,2
309,7.555555556,1,1.0,0.0,4.0,19.0672263,47.5015345,309,0
310,12.06,1,2.0,0.0,1.0,19.052749,47.501302,310,2
311,11.48571429,1,1.0,0.0,2.0,19.0833812,47.4926291,311,2
312,9.228070175,1,1.0,1.0,2.0,19.0704456,47.5008463,312,0
313,11.8974359,1,1.0,1.0,4.0,19.077823000000002,47.47837,313,4
314,7.285714286,1,2.0,0.0,5.0,19.052091,47.476447,314,4
315,10.53191489,1,2.0,0.0,3.0,19.0780615,47.481489200000006,315,2
316,9.275,1,1.0,0.0,2.0,19.0595401,47.509707899999995,316,0
317,8.739130435,1,3.0,0.0,0.5,19.0518555,47.51886,317,0
318,11.11111111,1,3.0,0.0,4.0,19.060786800000002,47.486594399999994,318,4
319,7.9,1,3.0,0.0,1.0,19.071986399999997,47.50590820000001,319,0
320,12.36842105,1,3.0,0.0,7.0,19.065738800000002,47.5101213,320,4
321,10.49382716,1,3.0,0.0,5.0,19.051195899999996,47.510252,321,4
322,12.75,1,1.0,0.0,4.0,19.0642575,47.5111726,322,3
323,13.4,1,2.0,1.0,2.0,19.060368,47.502928999999995,323,3
324,18.46268657,1,3.0,0.0,2.0,19.0531766,47.499353,324,1
325,13.33333333,1,1.0,0.0,1.0,19.0490408,47.5009526,325,3
326,10.31111111,1,1.0,1.0,3.0,19.0587745,47.4992513,326,2
327,7.213333333,1,2.0,1.0,2.0,19.071895,47.515997,327,0
328,15.02857143,1,1.0,1.0,4.0,19.0719765,47.492308,328,3
329,11.04761905,1,2.0,0.0,1.0,19.070768,47.487871000000005,329,2
330,9.740740741,1,1.0,1.0,2.0,19.020344100000003,47.488429,330,2
331,12.21052632,1,1.0,1.0,0.0,19.061738300000002,47.570665999999996,331,2
332,11.33333333,1,1.0,0.0,0.0,19.119449,47.514219,332,2
333,8.444444444,1,3.0,0.0,5.0,19.0540868,47.496858700000004,333,4
335,23.07692308,1,3.0,0.0,5.0,19.0660064,47.547843900000004,335,5
336,14.65979381,1,3.0,0.0,5.0,19.0586668,47.501064500000005,336,3
337,8.69375,1,5.0,0.0,3.0,19.078318399999997,47.507680799999996,337,0
338,16.06493506,1,3.0,0.0,2.0,19.059720300000002,47.4997836,338,3
339,7.514285714,1,3.0,0.0,1.0,19.0654443,47.537235700000004,339,0
340,8.739130435,1,2.0,0.0,3.0,19.0744553,47.534119399999994,340,0
341,8.296296296,1,2.0,0.0,5.0,19.0579886,47.5221851,341,4
342,10.3,1,1.0,0.0,1.0,19.1241954,47.5095234,342,2
343,5.963855422000001,1,2.0,1.0,2.0,19.0723778,47.4965668,343,0
344,10.3,1,1.0,0.0,5.0,19.114218,47.469352,344,4
345,12.69230769,1,1.0,0.0,3.0,19.0492615,47.4722189,345,3
346,6.813559322000001,1,1.0,2.0,1.0,19.070102,47.427756,346,0
347,12.52380952,1,2.0,0.0,1.0,19.075854999999997,47.547658,347,2
348,9.275,1,1.0,1.0,0.5,19.0402417,47.457242799999996,348,2
349,7.735294118,1,2.0,0.0,1.0,19.0798365,47.534317,349,0
350,10.6,1,1.0,0.0,0.0,19.0890402,47.562001200000005,350,2
351,7.216666667,1,1.0,1.0,3.0,19.0099601,47.4902734,351,0
352,8.244444443999999,1,2.0,0.0,3.0,19.085258800000002,47.4859316,352,0
353,13.43478261,1,2.0,0.0,3.0,19.076760999999998,47.477462,353,3
354,13.9,1,1.0,0.0,1.0,19.020505,47.479693,354,3
355,10.08695652,1,2.0,0.0,4.0,19.120051999999998,47.514724,355,4
356,10.2962963,1,1.0,1.0,0.5,19.0294458,47.5064703,356,2
357,9.211538462,1,1.0,1.0,0.0,19.1185811,47.519484399999996,357,0
358,9.714285713999999,1,2.0,1.0,5.0,19.074989000000002,47.473667799999994,358,4
359,7.013333332999999,1,2.0,1.0,3.0,19.106804500000003,47.503697100000004,359,0
360,10.54545455,1,2.0,0.0,3.0,19.0706616,47.5299978,360,2
361,10.38202247,1,2.0,0.0,2.0,19.016576,47.4857173,361,2
362,8.839285713999999,1,1.0,1.0,2.0,19.0675842,47.4929953,362,0
363,12.0,1,1.0,1.0,1.0,19.0765654,47.5148954,363,2
364,8.450704225,1,2.0,0.0,1.0,19.0744785,47.481539399999996,364,0
365,8.1125,1,3.0,1.0,4.0,19.082342699999998,47.478173,365,0
366,9.233766233999999,1,1.0,0.0,3.0,19.12047636,47.51923648,366,0
367,8.244444443999999,1,1.0,1.0,3.0,19.082026899999995,47.50075089999999,367,0
368,10.30952381,1,1.0,1.0,2.0,19.107861899999996,47.5042019,368,2
369,12.43902439,1,2.0,0.0,4.0,19.0786188,47.4720176,369,4
370,12.51724138,1,2.0,0.0,2.0,19.0701445,47.474086299999996,370,2
371,7.9428571429999995,1,1.0,1.0,1.0,19.1204255,47.5273211,371,0
372,11.91428571,1,1.0,0.0,3.0,19.0683298,47.5366395,372,2
373,6.628571429,1,2.0,0.0,0.0,19.0645768,47.485414399999996,373,0
374,6.482517483,1,3.0,0.0,7.0,19.0507628,47.5093913,374,4
375,5.983870968,1,3.0,0.0,3.0,19.067806,47.493015299999996,375,0
376,7.357142857,1,1.0,0.0,3.0,19.0660395,47.505923200000005,376,0
377,8.169811321000001,1,1.0,1.0,0.5,19.0904773,47.535095899999995,377,0
378,13.9,1,1.0,0.0,1.0,19.0288345,47.5201027,378,3
379,14.88888889,1,1.0,0.0,0.5,19.0596086,47.521267200000004,379,3
380,8.178571429,1,2.0,0.0,5.0,19.1968607,47.5109064,380,4
381,9.9,1,2.0,0.0,5.0,19.047818,47.467757,381,4
382,10.0,1,2.0,0.0,2.0,19.039137300000004,47.5013771,382,2
383,8.8875,1,3.0,0.0,2.0,19.026906600000004,47.560516,383,0
384,7.635294117999999,1,2.0,0.0,8.0,19.071752800000002,47.5335473,384,4
385,10.30555556,1,2.0,1.0,1.0,19.052984,47.479476899999995,385,2
386,13.23809524,1,1.0,1.0,7.0,19.057222600000003,47.5001745,386,4
387,8.825396825,1,3.0,0.0,1.5,19.1034324,47.503793200000004,387,0
388,7.213333333,1,2.0,1.0,2.0,19.071895,47.515997,388,0
389,13.02631579,1,1.0,1.0,4.0,19.076484,47.48017,389,3
390,13.36363636,1,1.0,0.0,5.0,19.100271600000003,47.510582799999995,390,4
391,5.8,1,2.0,1.0,2.0,19.0569757,47.5139847,391,0
392,11.42857143,1,2.0,0.0,1.0,19.0297716,47.5046565,392,2
393,13.84615385,1,1.0,2.0,4.0,19.0780615,47.481489200000006,393,3
394,13.63636364,1,1.0,0.0,3.0,19.052016300000002,47.5007607,394,3
395,12.28888889,1,1.0,1.0,0.0,19.1061062,47.4931505,395,2
462,11.96774194,1,1.0,1.0,3.0,19.0639959,47.5123662,462,2
463,7.988764045,1,1.0,1.0,1.0,19.074460600000002,47.5141035,463,0
