ID,poi shape,poi_type,coordinate,longitude,latitude
1745,Point,information," 19.21155, 47.6272 ",19.21155,47.6272
1746,Point,information," 19.21135, 47.6267 ",19.21135,47.6267
1747,Point,information," 19.267592, 47.395035 ",19.267592,47.395035
1748,Point,information," 19.265424, 47.393869 ",19.265424,47.393869
1749,Point,information," 19.265574, 47.392439 ",19.265574,47.392439
1750,Point,information," 19.265789, 47.390971 ",19.265789,47.390971
1783,Point,information," 19.0468843, 47.4873157 ",19.0468843,47.4873157
1787,Point,information," 19.0441902, 47.4892375 ",19.0441902,47.4892375
1788,Point,information," 19.0367485, 47.4896992 ",19.0367485,47.4896992
1792,Point,information," 19.0366075, 47.4897935 ",19.0366075,47.4897935
1795,Point,information," 19.0514075, 47.4845918 ",19.0514075,47.4845918
1799,Point,information," 19.0451117, 47.490309 ",19.0451117,47.490309
1817,Point,information," 18.875669, 47.396262 ",18.875669,47.396262
1818,Point,information," 18.873245, 47.402051 ",18.873245,47.402051
1819,Point,information," 18.873203, 47.400133 ",18.873203,47.400133
1820,Point,information," 18.873287, 47.39975 ",18.873287,47.39975
1821,Point,information," 18.87491, 47.397723 ",18.87491,47.397723
1822,Point,information," 18.87554, 47.396541 ",18.87554,47.396541
1825,Point,information," 19.0120003, 47.5267955 ",19.0120003,47.5267955
1826,Point,information," 19.0118183, 47.5265985 ",19.0118183,47.5265985
1827,Point,information," 19.0112902, 47.5266646 ",19.0112902,47.5266646
1828,Point,information," 19.00947, 47.5268626 ",19.00947,47.5268626
1829,Point,information," 19.0090699, 47.5268677 ",19.0090699,47.5268677
1830,Point,information," 19.0132203, 47.5268962 ",19.0132203,47.5268962
1831,Point,information," 19.0176209, 47.5269928 ",19.0176209,47.5269928
1834,Point,information," 19.0090969, 47.5268523 ",19.0090969,47.5268523
1835,Point,information," 19.0126928, 47.5269957 ",19.0126928,47.5269957
1841,Point,information," 18.9848655, 47.4349615 ",18.9848655,47.4349615
1842,Point,information," 18.9876364, 47.4373664 ",18.9876364,47.4373664
1846,Point,information," 18.9982598, 47.4269053 ",18.9982598,47.4269053
1847,Point,information," 18.9985816, 47.4270336 ",18.9985816,47.4270336
1848,Point,information," 18.9901039, 47.4223517 ",18.9901039,47.4223517
1849,Point,information," 18.9823158, 47.4224669 ",18.9823158,47.4224669
1850,Point,information," 18.9826315, 47.4227224 ",18.9826315,47.4227224
1851,Point,information," 18.9898853, 47.4234093 ",18.9898853,47.4234093
1852,Point,information," 18.9849175, 47.4235778 ",18.9849175,47.4235778
1853,Point,information," 18.9930717, 47.4245386 ",18.9930717,47.4245386
1854,Point,information," 18.9956656, 47.4254396 ",18.9956656,47.4254396
1855,Point,information," 18.9937049, 47.4255031 ",18.9937049,47.4255031
1856,Point,information," 18.9963185, 47.4255236 ",18.9963185,47.4255236
1857,Point,information," 18.993585, 47.424892 ",18.993585,47.424892
1858,Point,information," 18.9910968, 47.4229301 ",18.9910968,47.4229301
1859,Point,information," 18.9907066, 47.423074 ",18.9907066,47.423074
1860,Point,information," 18.9858112, 47.4239729 ",18.9858112,47.4239729
1861,Point,information," 18.9829962, 47.423024 ",18.9829962,47.423024
1862,Point,information," 18.9833968, 47.4208738 ",18.9833968,47.4208738
1863,Point,information," 18.9852171, 47.4217037 ",18.9852171,47.4217037
1864,Point,information," 19.0347141, 47.501642 ",19.0347141,47.501642
1874,Point,information," 18.9892981, 47.5493508 ",18.9892981,47.5493508
1883,Point,information," 19.13794, 47.6285827 ",19.13794,47.6285827
1884,Point,information," 19.1380964, 47.6293165 ",19.1380964,47.6293165
1885,Point,information," 18.944359, 47.4766071 ",18.944359,47.4766071
1888,Point,information," 18.9671758, 47.5032128 ",18.9671758,47.5032128
1890,Point,information," 18.9688169, 47.5017484 ",18.9688169,47.5017484
1893,Point,information," 18.9422621, 47.5600417 ",18.9422621,47.5600417
1894,Point,information," 18.9419088, 47.5608697 ",18.9419088,47.5608697
1895,Point,information," 18.9383917, 47.5766951 ",18.9383917,47.5766951
1896,Point,information," 18.9381846, 47.5765265 ",18.9381846,47.5765265
1897,Point,information," 18.9387123, 47.5766758 ",18.9387123,47.5766758
1898,Point,information," 18.9389546, 47.5773564 ",18.9389546,47.5773564
1899,Point,information," 18.9603693, 47.5745148 ",18.9603693,47.5745148
1903,Point,information," 19.0715361, 47.5674926 ",19.0715361,47.5674926
1904,Point,information," 19.0741495, 47.5675119 ",19.0741495,47.5675119
1905,Point,information," 19.0780128, 47.575792 ",19.0780128,47.575792
1906,Point,information," 19.0751115, 47.5759445 ",19.0751115,47.5759445
1907,Point,information," 19.0727611, 47.5760534 ",19.0727611,47.5760534
1908,Point,information," 19.0536084, 47.4966961 ",19.0536084,47.4966961
1926,Point,information," 19.0774698, 47.5157557 ",19.0774698,47.5157557
1927,Point,information," 19.0808436, 47.5187531 ",19.0808436,47.5187531
1969,Point,information," 19.2533775, 47.5191038 ",19.2533775,47.5191038
1970,Point,information," 19.2422753, 47.5341311 ",19.2422753,47.5341311
1971,Point,information," 19.072405, 47.5034325 ",19.072405,47.5034325
1972,Point,information," 19.0713686, 47.5008139 ",19.0713686,47.5008139
1973,Point,information," 19.0708948, 47.501919 ",19.0708948,47.501919
1977,Point,information," 19.0733411, 47.504231 ",19.0733411,47.504231
1990,Point,information," 19.0721431, 47.50686 ",19.0721431,47.50686
1998,Point,information," 19.0560384, 47.4817179 ",19.0560384,47.4817179
1999,Point,information," 19.0566661, 47.4801209 ",19.0566661,47.4801209
2000,Point,information," 19.054177, 47.4818665 ",19.054177,47.4818665
2001,Point,information," 19.0562022, 47.4784706 ",19.0562022,47.4784706
2002,Point,information," 19.0569859, 47.4795227 ",19.0569859,47.4795227
2003,Point,information," 19.0579759, 47.4777533 ",19.0579759,47.4777533
2004,Point,information," 19.0564353, 47.4777578 ",19.0564353,47.4777578
2005,Point,information," 19.0546459, 47.481054 ",19.0546459,47.481054
2006,Point,information," 19.0541235, 47.4831421 ",19.0541235,47.4831421
2007,Point,information," 19.0224313, 47.4639019 ",19.0224313,47.4639019
2009,Point,information," 19.0554608, 47.4795055 ",19.0554608,47.4795055
2015,Point,information," 19.2836837, 47.4424535 ",19.2836837,47.4424535
2021,Point,information," 19.0464176, 47.6218261 ",19.0464176,47.6218261
2027,Point,information," 18.9569526, 47.5413206 ",18.9569526,47.5413206
2028,Point,information," 18.9585343, 47.54201 ",18.9585343,47.54201
2029,Point,information," 18.9558126, 47.5406147 ",18.9558126,47.5406147
2030,Point,information," 18.8681802, 47.5305413 ",18.8681802,47.5305413
2031,Point,information," 18.8695431, 47.5296607 ",18.8695431,47.5296607
2040,Point,information," 19.0462423, 47.5085346 ",19.0462423,47.5085346
2042,Point,information," 19.0473687, 47.5663279 ",19.0473687,47.5663279
2043,Point,information," 19.0473469, 47.5662311 ",19.0473469,47.5662311
2044,Point,information," 19.0482333, 47.5662288 ",19.0482333,47.5662288
2045,Point,information," 19.0482109, 47.5661315 ",19.0482109,47.5661315
2054,Point,information," 18.950922, 47.483093 ",18.950922,47.483093
2055,Point,information," 18.93161, 47.47935 ",18.93161,47.47935
2056,Point,information," 18.929003, 47.471046 ",18.929003,47.471046
2059,Point,information," 19.047235, 47.5396552 ",19.047235,47.5396552
2060,Point,information," 19.0049847, 47.3752174 ",19.0049847,47.3752174
2061,Point,information," 19.0133398, 47.3947508 ",19.0133398,47.3947508
2062,Point,information," 19.0404387, 47.4134181 ",19.0404387,47.4134181
2063,Point,information," 19.0424342, 47.4303173 ",19.0424342,47.4303173
2064,Point,information," 19.0422223, 47.4301903 ",19.0422223,47.4301903
2091,Point,information," 19.045359, 47.541243 ",19.045359,47.541243
2099,Point,information," 19.0771326, 47.5180901 ",19.0771326,47.5180901
2101,Point,information," 19.3937241, 47.4292736 ",19.3937241,47.4292736
2107,Point,information," 19.0539119, 47.5352668 ",19.0539119,47.5352668
2119,Point,information," 19.0460563, 47.6209157 ",19.0460563,47.6209157
2121,Point,information," 19.0536694, 47.617001 ",19.0536694,47.617001
2129,Point,information," 19.053591, 47.4985031 ",19.053591,47.4985031
2130,Point,information," 19.0536549, 47.4982182 ",19.0536549,47.4982182
2132,Point,information," 19.0340882, 47.5010578 ",19.0340882,47.5010578
2133,Point,information," 19.0494681, 47.5658793 ",19.0494681,47.5658793
2137,Point,information," 18.9128923, 47.6038966 ",18.9128923,47.6038966
2138,Point,information," 18.895686, 47.6052653 ",18.895686,47.6052653
2143,Point,information," 19.035107, 47.5066729 ",19.035107,47.5066729
2144,Point,information," 19.047013, 47.6191054 ",19.047013,47.6191054
2149,Point,information," 19.0473929, 47.6173935 ",19.0473929,47.6173935
2150,Point,information," 19.0338851, 47.5014555 ",19.0338851,47.5014555
2151,Point,information," 19.0414745, 47.4958898 ",19.0414745,47.4958898
2152,Point,information," 19.0427993, 47.49396 ",19.0427993,47.49396
2153,Point,information," 19.0422967, 47.495329 ",19.0422967,47.495329
2155,Point,information," 19.0780764, 47.5188039 ",19.0780764,47.5188039
2156,Point,information," 19.0795085, 47.5200962 ",19.0795085,47.5200962
2157,Point,information," 19.0779406, 47.5194295 ",19.0779406,47.5194295
2158,Point,information," 19.0747611, 47.5174249 ",19.0747611,47.5174249
2167,Point,information," 18.922889, 47.4561093 ",18.922889,47.4561093
2168,Point,information," 18.9228006, 47.4561093 ",18.9228006,47.4561093
2169,Point,information," 18.9229744, 47.4561033 ",18.9229744,47.4561033
2170,Point,information," 18.9235208, 47.4571214 ",18.9235208,47.4571214
2171,Point,information," 18.9241271, 47.4574865 ",18.9241271,47.4574865
2172,Point,information," 18.9248985, 47.4580271 ",18.9248985,47.4580271
2174,Point,information," 18.9241692, 47.4578525 ",18.9241692,47.4578525
2175,Point,information," 18.924727, 47.4582759 ",18.924727,47.4582759
2176,Point,information," 18.9853542, 47.4809334 ",18.9853542,47.4809334
2178,Point,information," 18.9835114, 47.4820362 ",18.9835114,47.4820362
2179,Point,information," 18.9402553, 47.3571363 ",18.9402553,47.3571363
2180,Point,information," 18.946733, 47.35985 ",18.946733,47.35985
2181,Point,information," 18.946933, 47.361917 ",18.946933,47.361917
2182,Point,information," 18.946583, 47.362133 ",18.946583,47.362133
2183,Point,information," 19.2445629, 47.5061306 ",19.2445629,47.5061306
2184,Point,information," 19.2444992, 47.5072437 ",19.2444992,47.5072437
2185,Point,information," 19.2447165, 47.5078278 ",19.2447165,47.5078278
2186,Point,information," 19.243979, 47.5093899 ",19.243979,47.5093899
2187,Point,information," 19.2435768, 47.5086583 ",19.2435768,47.5086583
2188,Point,information," 19.2448321, 47.5107 ",19.2448321,47.5107
2189,Point,information," 19.2362983, 47.5119565 ",19.2362983,47.5119565
2190,Point,information," 19.227649, 47.5137501 ",19.227649,47.5137501
2191,Point,information," 19.233039, 47.5125559 ",19.233039,47.5125559
2192,Point,information," 19.2313452, 47.5128939 ",19.2313452,47.5128939
2193,Point,information," 19.2220459, 47.5148988 ",19.2220459,47.5148988
2194,Point,information," 19.2225347, 47.5148177 ",19.2225347,47.5148177
2195,Point,information," 19.2442935, 47.5079103 ",19.2442935,47.5079103
2196,Point,information," 19.2460745, 47.511349 ",19.2460745,47.511349
2197,Point,information," 19.2417722, 47.5110302 ",19.2417722,47.5110302
2198,Point,information," 19.2395567, 47.5115483 ",19.2395567,47.5115483
2199,Point,information," 19.2488819, 47.5119927 ",19.2488819,47.5119927
2200,Point,information," 19.2499687, 47.5109423 ",19.2499687,47.5109423
2201,Point,information," 19.2520187, 47.5095158 ",19.2520187,47.5095158
2202,Point,information," 19.250764, 47.5087996 ",19.250764,47.5087996
2203,Point,information," 19.2502603, 47.5078386 ",19.2502603,47.5078386
2204,Point,information," 19.2495711, 47.5078207 ",19.2495711,47.5078207
2216,Point,information," 19.3749201, 47.5718978 ",19.3749201,47.5718978
2222,Point,information," 19.1296921, 47.5414617 ",19.1296921,47.5414617
2237,Point,information," 19.3476488, 47.5984859 ",19.3476488,47.5984859
2238,Point,information," 19.3476143, 47.597577 ",19.3476143,47.597577
2243,Point,information," 18.9880004, 47.4818266 ",18.9880004,47.4818266
2244,Point,information," 18.9851675, 47.4818851 ",18.9851675,47.4818851
2245,Point,information," 18.9888211, 47.4820784 ",18.9888211,47.4820784
2246,Point,information," 18.9906891, 47.4820822 ",18.9906891,47.4820822
2248,Point,information," 18.981321, 47.4749969 ",18.981321,47.4749969
2249,Point,information," 18.978588, 47.4749374 ",18.978588,47.4749374
2250,Point,information," 18.9782755, 47.4747923 ",18.9782755,47.4747923
2251,Point,information," 18.9785505, 47.4746955 ",18.9785505,47.4746955
2252,Point,information," 18.9796001, 47.474657 ",18.9796001,47.474657
2253,Point,information," 19.0453535, 47.5399943 ",19.0453535,47.5399943
2254,Point,information," 19.0446331, 47.5415659 ",19.0446331,47.5415659
2272,Point,information," 19.025602, 47.6388469 ",19.025602,47.6388469
2276,Point,information," 19.0460834, 47.5399471 ",19.0460834,47.5399471
2287,Point,information," 19.0180941, 47.482604 ",19.0180941,47.482604
2295,Point,information," 19.0485643, 47.5676811 ",19.0485643,47.5676811
2296,Point,information," 19.0250561, 47.5278182 ",19.0250561,47.5278182
2302,Point,information," 19.0422189, 47.5422908 ",19.0422189,47.5422908
2305,Point,information," 19.0601631, 47.4782888 ",19.0601631,47.4782888
2308,Point,information," 18.877659, 47.5976779 ",18.877659,47.5976779
2348,Point,information," 18.9550118, 47.5399127 ",18.9550118,47.5399127
2353,Point,information," 18.8964136, 47.5975156 ",18.8964136,47.5975156
2361,Point,information," 19.0964764, 47.3527741 ",19.0964764,47.3527741
2362,Point,information," 18.8986852, 47.6003785 ",18.8986852,47.6003785
2390,Point,information," 19.0392969, 47.4892447 ",19.0392969,47.4892447
2403,Point,information," 18.9605056, 47.5282457 ",18.9605056,47.5282457
2404,Point,information," 18.9611161, 47.5281726 ",18.9611161,47.5281726
2405,Point,information," 18.9616523, 47.5283151 ",18.9616523,47.5283151
2415,Point,information," 19.0535319, 47.498883 ",19.0535319,47.498883
2429,Point,information," 19.0321642, 47.5005832 ",19.0321642,47.5005832
2430,Point,information," 19.0321507, 47.5005543 ",19.0321507,47.5005543
2431,Point,information," 19.0348655, 47.4998857 ",19.0348655,47.4998857
2478,Point,information," 19.2461239, 47.5055863 ",19.2461239,47.5055863
2479,Point,information," 19.2503645, 47.5099341 ",19.2503645,47.5099341
2527,Point,information," 19.3976548, 47.6013676 ",19.3976548,47.6013676
2528,Point,information," 19.3991843, 47.6118038 ",19.3991843,47.6118038
2538,Point,information," 18.9869046, 47.5271513 ",18.9869046,47.5271513
2561,Point,information," 19.082529, 47.4558111 ",19.082529,47.4558111
2562,Point,information," 19.1080393, 47.40901 ",19.1080393,47.40901
2563,Point,information," 19.1112859, 47.3984012 ",19.1112859,47.3984012
2564,Point,information," 19.2884651, 47.4467131 ",19.2884651,47.4467131
2565,Point,information," 19.2880196, 47.4468239 ",19.2880196,47.4468239
2567,Point,information," 19.305194, 47.3282885 ",19.305194,47.3282885
2584,Point,information," 19.1936233, 47.4903034 ",19.1936233,47.4903034
2585,Point,information," 19.1922401, 47.4904453 ",19.1922401,47.4904453
2586,Point,information," 19.1928639, 47.4922033 ",19.1928639,47.4922033
2587,Point,information," 19.1947199, 47.4920447 ",19.1947199,47.4920447
2588,Point,information," 19.1990206, 47.4917512 ",19.1990206,47.4917512
2589,Point,information," 19.2023019, 47.4973986 ",19.2023019,47.4973986
2590,Point,information," 19.2067799, 47.4920431 ",19.2067799,47.4920431
2591,Point,information," 19.2090542, 47.4933789 ",19.2090542,47.4933789
2592,Point,information," 19.2077575, 47.4903261 ",19.2077575,47.4903261
2593,Point,information," 19.2071849, 47.4896759 ",19.2071849,47.4896759
2594,Point,information," 19.2045747, 47.4895866 ",19.2045747,47.4895866
2595,Point,information," 19.2004129, 47.4897291 ",19.2004129,47.4897291
2598,Point,information," 19.262335, 47.433211 ",19.262335,47.433211
2608,Point,information," 19.0378435, 47.5790046 ",19.0378435,47.5790046
2609,Point,information," 19.0423872, 47.5763457 ",19.0423872,47.5763457
2610,Point,information," 19.0419339, 47.5790643 ",19.0419339,47.5790643
2611,Point,information," 19.0715441, 47.4604408 ",19.0715441,47.4604408
2612,Point,information," 19.0304062, 47.5052483 ",19.0304062,47.5052483
2613,Point,information," 19.2740133, 47.4597417 ",19.2740133,47.4597417
2629,Point,information," 19.043694, 47.6282468 ",19.043694,47.6282468
2630,Point,information," 19.0358686, 47.498607 ",19.0358686,47.498607
2631,Point,information," 19.0379227, 47.4974628 ",19.0379227,47.4974628
2632,Point,information," 19.0379596, 47.4974223 ",19.0379596,47.4974223
2633,Point,information," 19.0843622, 47.4958835 ",19.0843622,47.4958835
2635,Point,information," 19.036253, 47.498601 ",19.036253,47.498601
2638,Point,information," 19.0285872, 47.5377633 ",19.0285872,47.5377633
2673,Point,information," 19.0100974, 47.5096663 ",19.0100974,47.5096663
2678,Point,information," 19.0502522, 47.5274789 ",19.0502522,47.5274789
2680,Point,information," 19.05249, 47.4984148 ",19.05249,47.4984148
2685,Point,information," 18.9541959, 47.5278428 ",18.9541959,47.5278428
2691,Point,information," 19.0537024, 47.4833414 ",19.0537024,47.4833414
2693,Point,information," 19.0563916, 47.480383 ",19.0563916,47.480383
2694,Point,information," 19.039433, 47.5103087 ",19.039433,47.5103087
2698,Point,information," 18.9725984, 47.5281812 ",18.9725984,47.5281812
2701,Point,information," 19.0667549, 47.3396456 ",19.0667549,47.3396456
2703,Point,information," 19.0300633, 47.5398541 ",19.0300633,47.5398541
2706,Point,information," 18.9638126, 47.4505989 ",18.9638126,47.4505989
2712,Point,information," 19.1883717, 47.4055069 ",19.1883717,47.4055069
2714,Point,information," 18.8950521, 47.6026311 ",18.8950521,47.6026311
2715,Point,information," 18.9032757, 47.5966237 ",18.9032757,47.5966237
2716,Point,information," 18.8975626, 47.5984087 ",18.8975626,47.5984087
2717,Point,information," 18.8815425, 47.5863129 ",18.8815425,47.5863129
2720,Point,information," 19.2861499, 47.5815501 ",19.2861499,47.5815501
2722,Point,information," 19.2615237, 47.4231882 ",19.2615237,47.4231882
2724,Point,information," 18.9357428, 47.5166966 ",18.9357428,47.5166966
2730,Point,information," 18.9659516, 47.4505952 ",18.9659516,47.4505952
2736,Point,information," 19.1321276, 47.4240055 ",19.1321276,47.4240055
2737,Point,information," 18.9562408, 47.541563 ",18.9562408,47.541563
2738,Point,information," 18.959042, 47.5423474 ",18.959042,47.5423474
2739,Point,information," 19.0434805, 47.6287957 ",19.0434805,47.6287957
2753,Point,information," 19.0906177, 47.5141016 ",19.0906177,47.5141016
2754,Point,information," 19.0710799, 47.4927129 ",19.0710799,47.4927129
2755,Point,information," 19.0711972, 47.492706 ",19.0711972,47.492706
2756,Point,information," 18.9847401, 47.6228533 ",18.9847401,47.6228533
2757,Point,information," 18.9866448, 47.6106631 ",18.9866448,47.6106631
2758,Point,information," 18.9783789, 47.6136927 ",18.9783789,47.6136927
2759,Point,information," 18.9721233, 47.6183462 ",18.9721233,47.6183462
2760,Point,information," 18.9795269, 47.6239837 ",18.9795269,47.6239837
2761,Point,information," 18.9777094, 47.6258454 ",18.9777094,47.6258454
2766,Point,information," 18.9387681, 47.520565 ",18.9387681,47.520565
2767,Point,information," 18.9466094, 47.494543 ",18.9466094,47.494543
2772,Point,information," 18.9928683, 47.4979289 ",18.9928683,47.4979289
2773,Point,information," 18.9929237, 47.4972806 ",18.9929237,47.4972806
2774,Point,information," 18.9934573, 47.4975693 ",18.9934573,47.4975693
2775,Point,information," 18.9936639, 47.4979818 ",18.9936639,47.4979818
2776,Point,information," 18.9932855, 47.4979133 ",18.9932855,47.4979133
2777,Point,information," 18.9941891, 47.4983662 ",18.9941891,47.4983662
