id,price_per_sqm,apartment,number_of_whole_rooms,number_of_half_rooms,apartment_floor,longitude,latitude,location_district,furnish_furnished,lift,view_total,heating_total,air_conditioner,cluster
3644,6.656,1,3,0,4,19.104366,47.504333,XIV,1,0,garden,,0,0
3646,8,1,2,0,0,18.9939,47.51524,XII,1,,,combination,0,0
3647,8.666666667,1,4,0,1,19.078625,47.49639,VIII,1,0,panoramic,combination,0,0
3651,8.296296296,1,2,0,4,19.0757,47.49809,VIII,1,1,street,central,0,0
3652,9.411764706,1,2,1,3,19.20695,47.4154,XVIII,1,0,panoramic,central,0,0
3658,8.533333333,1,1,1,4,19.048687,47.512726,XIII,1,1,panoramic,combination,0,0
3659,7.724137931,1,2,1,2,19.108864,47.53079,XIV,1,0,garden,gas,0,0
3661,8.774193548,1,2,0,1,19.05406,47.49418,V,1,1,street,central,0,0
3668,8.914285714,1,2,0,1,18.98786,47.52785,II,0,0,garden,combination,0,0
3673,8.489795918,1,1,1,3,19.039051,47.448605,XI,1,1,street,central,0,0
3677,8.145454545,1,2,0,4,19.12718,47.51806,XIV,1,1,street,central,0,0
3681,7.172413793,1,2,0,3,19.072369,47.502636,VII,1,1,street,combination,0,0
3682,9.482926829,1,3,0,3,19.070604,47.491985,VIII,1,1,street,combination,0,0
3686,7.96,1,2,0,4,19.061193,47.506397,VI,0,1,street,combination,0,0
3688,8.274176,1,2,1,1,19.06488,47.48517,IX,1,1,,combination,0,0
3689,8.64,1,2,0,2,19.03135,47.49787,I,1,1,garden,gas,0,0
3695,7.11641791,1,2,0,3,19.070604,47.491985,VIII,0,1,street,combination,0,0
3696,6.021505376,1,3,1,2,19.08903,47.48906,VIII,0,0,street,combination,0,0
3699,6.826666667,1,2,0,0,19.04096,47.47284,XI,0,0,,combination,0,0
3700,9.230769231,1,2,0,0,19.061726,47.506874,VI,0,1,garden,combination,0,0
3708,9.074626866,1,2,1,1,19.05305,47.51507,XIII,1,1,street,combination,0,0
3710,8.918032787,1,2,0,3,19.038502,47.53211,III,1,1,street,electric,0,0
3722,9.142857143,1,2,1,1,19.019201,47.517406,II,0,0,,combination,0,0
3733,8.8,1,2,1,1,19.06595,47.5283,XIII,1,0,street,combination,0,0
3734,7.641791045,1,1,2,2,19.05339,47.56862,III,1,0,,district,0,0
3736,8.64,1,2,0,0.5,19.033651,47.53717,III,0,0,,district,0,0
3739,8.784313725,1,2,0,1,19.13151,47.48222,X,0,1,street,district,0,0
3751,8.275862069,1,2,0,2,19.204296,47.51155,XVI,0,0,garden,combination,0,0
3752,8.452830189,1,1,0,0.5,19.090073,47.53429,XIII,1,0,street,gas,0,0
3753,8.761904762,1,2,0,1,19.050611,47.517124,XIII,0,1,street,central,0,0
3754,8.99047619,1,3,0,2,19.138428,47.5146,XIV,0,0,garden,floor,0,0
3757,6.736842105,1,2,0,4,19.075035,47.425644,XXI,0,0,,gas,0,0
3758,8.296296296,1,2,0,1,19.064898,47.597183,III,0,0,garden,district,0,0
3764,7.783783784,1,2,1,2,19.065369,47.49624,VII,1,0,street,combination,0,0
3767,8.888888889,1,1,2,0,19.1016,47.52992,XIV,0,1,garden,district,0,0
3770,9.6,1,5,0,2,19.0098,47.50109,XII,0,0,panoramic,central,0,0
3780,8.436363636,1,2,0,2,19.03234,47.48971,I,0,0,panoramic,combination,0,0
3781,6.08,1,3,0,1,18.99527,47.40492,XXII,0,0,panoramic,gas,0,0
3786,8.393442623,1,2,0,4,19.01362,47.52926,II,0,0,panoramic,gas,0,0
3788,7.724137931,1,2,0,3,19.022676,47.42808,XXII,0,0,panoramic,gas,0,0
3797,7.111111111,1,3,0,0,19.117908,47.400692,XXIII,0,0,garden,gas,0,0
3798,7.032967033,1,3,1,4,19.131704,47.47925,X,1,0,,,0,0
3799,8.666666667,1,2,0,0,19.02309,47.50503,XII,1,,,electric,0,0
3808,6.564102564,1,2,0,1,19.035969,47.515217,II,1,1,,combination,0,0
3810,7.68,1,2,0,0,19.117908,47.400692,XXIII,0,0,garden,gas,0,0
3819,8.510638298,1,3,0,0,19.057657,47.573784,III,0,,street,combination,0,0
3831,9.353846154,1,1,2,3,19.01992,47.52919,II,0,0,panoramic,central,0,0
3832,8,1,3,1,0,19.0092,47.52222,II,0,0,panoramic,combination,0,0
3835,6.613333333,1,2,0,0,19.204327,47.5266,XVI,0,0,garden,combination,0,0
3839,4.736,1,2,0,1,19.052622,47.48284,XI,0,1,,district,0,0
3845,8.727272727,1,2,0,1,19.11786,47.46056,IX,0,0,garden,district,0,0
3851,9.098039216,1,1,1,1,19.115019,47.504196,XIV,1,1,street,central,0,0
3859,8.96,1,2,0,3,19.113592,47.48464,X,1,1,garden,central,0,0
3862,8.98245614,1,2,1,2,19.014317,47.515575,II,0,0,panoramic,gas,0,0
3863,8,1,2,0,2,19.048435,47.478336,XI,1,1,panoramic,combination,0,0
3865,7.157894737,1,2,0,1,19.027647,47.470104,XI,0,0,street,gas,0,0
3867,8,1,1,1,3,19.109367,47.519672,XIV,0,0,garden,central,0,0
3874,7.482352941,1,2,0,3,19.030445,47.510582,II,1,1,street,central,0,0
3876,8,1,2,0,3,19.119131,47.591793,IV,0,1,garden,,0,0
3877,6.981818182,1,1,1,2,19.10514,47.53425,XIV,0,0,garden,central,0,0
3880,8.07079646,1,3,0,0.5,19.09007,47.50984,XIV,0,,street,combination,0,0
3887,7.164179104,1,2,0,3,19.070604,47.491985,VIII,0,1,street,gas,0,0
3889,9.353846154,1,2,1,1,19.055193,47.514362,XIII,0,1,street,central,0,0
3894,6.981818182,1,2,0,2,19.080462,47.541603,XIII,0,1,street,district,0,0
3897,7.466666667,1,3,0,3,19.072245,47.493248,VIII,0,1,panoramic,,0,0
3910,8.907216495,1,3,0,3,19.04818,47.50097,V,0,1,,combination,0,0
3911,8,1,2,0,3,19.082476,47.545097,XIII,0,0,garden,gas,0,0
3912,8,1,3,1,1,19.05158,47.51609,XIII,1,1,street,combination,0,0
3914,8.274176,1,3,1,3,19.05829,47.49497,V,1,1,street,combination,0,0
3916,9.244444444,1,3,0,3,19.029873,47.496845,I,0,1,panoramic,combination,0,0
3922,6.776470588,1,3,0,1,19.054758,47.503906,V,1,1,garden,combination,0,0
3924,8.85106383,1,2,0,0.5,19.12962,47.505447,XIV,0,,street,gas,0,0
3934,8.101265823,1,2,1,3,19.053127,47.493084,V,0,1,street,combination,0,0
3937,8.784313725,1,2,0,1,18.998207,47.52088,II,1,,,central,0,0
3941,9.142857143,1,3,0,1,18.97821,47.52423,II,0,0,garden,gas,0,0
3947,9.056603774,1,2,0,1,19.148897,47.457653,XIX,0,1,street,district,0,0
3948,9.090909091,1,1,1,2,19.06052,47.51672,XIII,1,1,street,district,0,0
3958,9.142857143,1,1,1,1,19.10503,47.51724,XIV,1,0,garden,combination,0,0
3963,9.180327869,1,4,0,1,19.071457,47.493324,VIII,1,1,street,combination,0,0
3965,9,1,2,0,3,19.077436,47.528503,XIII,1,1,street,central,0,0
3967,9.066666667,1,2,0,2,19.058844,47.508614,VI,1,0,street,,0,0
3972,8,1,2,0,2,19.119995,47.513744,XIV,0,0,garden,gas,0,0
3973,8.421052632,1,1,0,0,19.08194,47.49232,VIII,0,1,garden,central,0,0
3977,9.353846154,1,3,0,0,19.003485,47.521687,II,0,,garden,combination,0,0
3979,9.491525424,1,3,0,3,19.07147,47.50827,VI,0,0,garden,combination,0,0
3981,7.291803279,1,2,0,2,19.07299,47.53614,XIII,1,1,garden,central,0,0
3984,8.126984127,1,2,0,3,19.032787,47.507095,I,1,1,street,gas,0,0
3985,8.126984127,1,2,0,4,19.03096,47.50758,I,0,1,street,combination,0,0
3992,8.533333333,1,3,0,2,19.048311,47.477768,XI,1,1,garden,combination,0,0
4000,7.942857143,1,1,2,1,19.05066,47.60186,III,0,1,,,0,0
4002,8.415438596,1,2,0,3,19.080404,47.47286,IX,0,1,street,central,0,0
4004,6.857142857,1,2,1,2,19.06796,47.49163,VIII,1,1,garden,central,0,0
4009,6.193548387,1,3,0,3,19.06458,47.4926,VIII,1,0,street,combination,0,0
4010,8.727272727,1,2,0,1,19.037794,47.476852,XI,0,0,street,central,0,0
4013,9.289320388,1,3,0,2,19.055855,47.507263,VI,0,1,street,combination,0,0
4022,9.6963,1,4,1,2,19.003485,47.521687,II,0,1,panoramic,combination,0,0
4027,8,1,1,1,2,19.039614,47.474396,XI,0,1,street,combination,0,0
4031,5.78313253,1,2,1,4,19.065235,47.495834,VII,1,1,street,combination,0,0
4045,8.96,1,2,0,2,18.96752,47.51158,XII,0,0,garden,combination,0,0
4046,6.918918919,1,2,0,0,19.0745,47.48191,IX,0,1,street,central,0,0
4048,8.648648649,1,1,0,1,19.05585,47.49803,VI,1,0,,central,0,0
4049,8.396039604,1,2,1,1,19.06218,47.50518,VI,0,0,street,combination,0,0
4059,7.384615385,1,2,0,1,19.02249,47.4985,XII,1,1,street,combination,0,0
4061,8,1,2,1,1,18.991344,47.530468,II,0,,garden,combination,0,0
4066,7.04,1,3,0,0,18.941212,47.56751,II,0,0,garden,,0,0
4071,7.913978495,1,3,0,1,18.998207,47.52088,II,1,0,street,combination,0,0
4072,8,1,2,1,2,19.031664,47.527225,II,0,0,panoramic,combination,0,0
4075,9.066666667,1,4,1,0,19.092056,47.499626,VIII,0,1,street,combination,0,0
4076,8.13559322,1,2,0,1,19.05175,47.50118,V,0,1,street,,0,0
4083,6.4,1,2,1,1,19.003485,47.521687,II,0,,panoramic,central,0,0
4088,6.857142857,1,1,1,1,19.02838,47.47556,XI,0,0,street,combination,0,0
4092,8.888888889,1,3,0,3,19.061487,47.489685,IX,1,1,street,combination,0,0
4097,7.513043478,1,3,0,2,19.05882,47.50778,VI,1,1,street,combination,0,0
4100,8.8,1,1,0,3,19.08935,47.48843,VIII,1,0,,gas,0,0
4104,9.481481481,1,3,0,1,19.0507,47.50115,V,1,1,street,combination,0,0
4105,8.96,1,2,0,1,19.14508,47.52509,XIV,0,,garden,combination,0,0
4107,8,1,3,0,1,18.99846,47.52341,II,1,0,panoramic,combination,0,0
4111,8.222222222,1,2,1,1,19.02105,47.51595,II,1,0,,central,0,0
4112,8.489795918,1,1,0,1,19.06092,47.49196,V,0,1,garden,central,0,0
4117,8.533333333,1,4,0,1,19.006678,47.475895,XI,0,0,garden,central,0,0
4118,6.4,1,3,0,1,19.06597,47.489063,VIII,0,0,street,combination,0,0
4121,9.142857143,1,2,0,0,19.00353,47.52281,II,0,0,garden,,0,0
4126,7.404651163,1,2,0,3,19.048325,47.497135,V,1,0,garden,combination,0,0
4128,7.900688889,1,4,0,4,19.05907,47.5042,VI,1,1,street,combination,0,0
4129,8.274176,1,3,0,0,19.06737,47.50636,VI,1,,street,combination,0,0
4133,8.746666667,1,5,0,2,19.01255,47.49993,XII,0,0,panoramic,combination,0,0
4136,7.495,1,1,0,3,19.038404,47.50269,I,0,0,garden,combination,0,0
4146,9.411764706,1,3,0,3,19.058716,47.522354,XIII,1,1,street,combination,0,0
4147,6.518518519,1,2,0,1,19.116545,47.463997,IX,1,0,garden,central,0,0
4149,9.290322581,1,2,1,2,19.152952,47.482796,X,0,0,street,central,0,0
4153,9.491525424,1,1,2,3,19.07763,47.47766,IX,0,1,garden,central,0,0
4156,8.307692308,1,2,0,3,19.045458,47.54752,III,1,1,garden,,0,0
4158,6.481012658,1,3,0,1,19.0554,47.516273,XIII,0,1,street,gas,0,0
4161,8.029090909,1,3,0,1,19.050583,47.50443,V,1,1,garden,combination,0,0
4172,7.298245614,1,2,0,3,19.0284,47.49118,XII,1,1,garden,combination,0,0
4177,6.683544304,1,3,0,1,19.073458,47.495365,VIII,1,1,street,combination,0,0
4178,8.533333333,1,2,0,2,19.038746,47.453754,XI,1,1,,district,0,0
4184,8.533333333,1,4,0,2,19.06092,47.49196,V,0,1,street,combination,0,0
4188,7.384615385,1,2,1,2,19.07431,47.498405,VII,1,1,garden,central,0,0
4189,7.384615385,1,3,1,1,19.03187,47.48736,I,0,0,street,combination,0,0
4200,8.96,1,3,0,2,19.013,47.49726,XII,0,0,garden,combination,0,0
4203,6.309859155,1,2,1,5,19.090897,47.557987,IV,1,1,garden,district,0,0
4210,6.72,1,3,0,1,18.94549,47.55038,II,0,0,garden,combination,0,0
4221,6.857142857,1,2,1,1,19.078625,47.49639,VIII,1,1,panoramic,central,0,0
4226,8.98245614,1,3,0,0,19.05564,47.51715,XIII,0,1,garden,combination,0,0
4231,8.96,1,2,0,1,19.06458,47.4926,VIII,0,0,garden,,0,0
4232,8.517534118,1,4,0,4,19.05616,47.499783,VI,1,0,street,combination,0,0
4238,7.272727273,1,3,0,1,19.003485,47.521687,II,0,,garden,combination,0,0
4244,9.244444444,1,4,0,1,19.06733,47.51175,VI,1,0,street,combination,0,0
4248,6.649350649,1,2,1,2,19.07584,47.50759,VII,1,1,street,combination,0,0
4250,8.084210526,1,3,0,2,19.02687,47.50537,I,0,1,street,combination,0,0
4251,7.36,1,3,0,1,19.05486,47.48919,V,1,,street,combination,0,0
4257,8.727272727,1,4,1,3,19.085018,47.503773,VII,0,0,street,combination,0,0
4266,9.04988,1,5,0,2,19.02328,47.51837,II,0,,panoramic,,0,0
4269,9.212121212,1,3,0,0,19.013,47.49726,XII,1,1,garden,combination,0,0
4276,7.563636364,1,2,0,3,19.082687,47.560287,IV,0,0,,district,0,0
4283,6.063157895,1,1,0,0,19.145334,47.456882,XIX,1,0,garden,gas,0,0
4284,8.163265306,1,3,0,2,19.05923,47.48819,V,1,0,street,combination,0,0
4293,9.152849558,1,3,0,3,19.06575,47.483517,IX,1,1,,gas,0,0
4298,6.4,1,3,0,2,19.02727,47.49268,XII,0,0,panoramic,gas,0,0
4299,9.07755102,1,2,0,2,19.140614,47.51404,XIV,1,0,garden,,0,0
4300,8,1,2,0,3,19.053799,47.479755,XI,0,1,street,combination,0,0
4302,8.44656,1,1,0,0,19.08238,47.47888,IX,0,,street,,0,0
4307,6.193548387,1,1,1,2,19.05913,47.50219,VI,1,1,street,,0,0
4316,8.829190244,1,1,0,1,19.06766,47.50808,VI,1,,garden,gas,0,0
4318,8.145454545,1,2,1,1,19.12863,47.524723,XIV,0,0,garden,combination,0,0
4327,6.4,1,2,0,2,19.11037,47.5288,XIV,1,0,garden,gas,0,0
4329,8.571428571,1,1,2,1,19.070967,47.513374,VI,1,1,street,combination,0,0
4333,9.411764706,1,3,1,3,19.0346,47.49629,I,0,1,panoramic,central,0,0
4334,7.672289157,1,3,1,1,19.07098,47.503635,VII,0,1,street,central,0,0
4336,7.699591111,1,3,0,1,19.068409,47.482708,IX,1,1,street,combination,0,0
4344,9.066666667,1,1,1,2,19.07244,47.50198,VII,1,1,street,,0,0
4349,8,1,2,1,0,19.00657,47.52378,II,0,,panoramic,combination,0,0
4352,9.2,1,2,0,0.5,19.03952,47.50223,I,0,,panoramic,combination,0,0
4358,9.333333333,1,1,1,2,19.157335,47.508022,XVI,0,0,garden,gas,0,0
4363,9.498416327,1,3,0,3,19.05863,47.49302,V,1,1,street,combination,0,0
4364,5.538461538,1,2,0,3,19.085018,47.503773,VII,0,0,garden,combination,0,0
4370,7.384615385,1,2,0,2,19.13256,47.47785,X,1,0,street,combination,0,0
4372,7.563636364,1,2,0,1,18.99501,47.47218,XI,1,1,garden,central,0,0
4374,9.454545455,1,3,1,2,19.01018,47.51635,II,0,0,panoramic,central,0,0
4376,8.558139535,1,1,1,3,19.100101,47.43519,XX,1,0,garden,gas,0,0
4380,6.967741935,1,1,2,0.5,18.98497,47.50634,XII,1,,garden,combination,0,0
4386,6.709677419,1,2,0,2,19.068546,47.504734,VII,1,1,,gas,0,0
4392,8.677966102,1,1,2,3,19.06326,47.60217,III,1,1,panoramic,district,0,0
4415,9.093254054,1,4,0,3,19.058195,47.505077,VI,1,1,street,combination,0,0
4418,9.454545455,1,1,0,3,19.03649,47.518257,II,0,1,street,central,0,0
4423,1.6,1,4,0,1,18.984434,47.508255,XII,0,0,panoramic,central,0,0
4428,6.444444444,1,2,0,3,19.074827,47.53865,XIII,1,0,street,gas,0,0
4443,6.649350649,1,3,0,2,19.22572,47.48333,XVII,0,0,panoramic,central,0,0
4446,8.489795918,1,2,0,1,19.10442,47.53359,XIV,0,,street,district,0,0
4447,9.491525424,1,3,0,2,19.068192,47.50501,VI,1,1,street,combination,0,0
4448,9.349019608,1,2,0,3,19.072168,47.519966,XIII,1,0,panoramic,combination,0,0
4456,8.634920635,1,2,1,1,19.02648,47.49478,XII,0,0,street,combination,0,0
4462,6.233766234,1,2,0,3,19.02949,47.46977,XI,1,0,street,gas,0,0
4477,7.741935484,1,2,0,1,19.062372,47.507668,VI,1,1,street,central,0,0
4480,6.441558442,1,2,1,2,19.05999,47.49022,V,0,1,street,combination,0,0
4483,8.421052632,1,2,0,3,19.05763,47.50491,VI,1,0,garden,gas,0,0
4485,8.274176,1,5,0,1,18.9998,47.52222,II,1,1,garden,central,0,0
4488,7.733333333,1,2,0,2,19.056107,47.50624,VI,1,0,garden,combination,0,0
4489,8.8,1,2,1,3,19.05913,47.50219,VI,1,1,garden,combination,0,0
4495,8.791208791,1,3,0,1,19.0507,47.50115,V,0,1,street,combination,0,0
4497,8.85106383,1,1,1,0,19.054592,47.51772,XIII,0,1,garden,district,0,0
4500,6.451612903,1,2,0,2,19.061193,47.506397,VI,1,0,garden,gas,0,0
4505,8.571428571,1,1,0,0,18.94692,47.53132,II,1,,garden,combination,0,0
4510,6.044444444,1,2,1,1,19.136864,47.52348,XIV,0,0,garden,combination,0,0
4511,8.111937255,1,3,0,1,18.95662,47.551865,II,0,0,panoramic,combination,0,0
4519,8.888888889,1,1,1,1,19.05748,47.49674,VII,0,1,,central,0,0
4525,6.4,1,2,2,1,19.03187,47.48736,I,0,,panoramic,combination,0,0
4533,8.64,1,3,0,1,19.045347,47.482227,XI,0,0,street,combination,0,0
4539,7.578947368,1,2,0,1,19.06821,47.52525,XIII,1,0,street,gas,0,0
4541,9.056603774,1,2,1,2,19.015911,47.45986,XI,1,1,garden,district,0,0
4544,6.518518519,1,3,1,1,19.013994,47.494488,XII,0,0,garden,central,0,0
4547,8.941176471,1,2,0,1,19.04387,47.47318,XI,1,0,street,combination,0,0
4549,9.074626866,1,2,0,0.5,19.023384,47.517258,II,1,,garden,combination,0,0
4550,7.8,1,3,0,4,19.06274,47.528137,XIII,1,1,street,central,0,0
4551,8.762739726,1,2,1,1,19.07492,47.486618,VIII,0,0,street,combination,0,0
4554,9.236363636,1,4,0,1,19.048435,47.478336,XI,0,0,garden,combination,0,0
4558,7.578947368,1,2,0,4,19.117973,47.561527,XV,1,1,street,combination,0,0
4567,7.314285714,1,2,0,2,19.030813,47.48276,XI,1,0,garden,,0,0
4568,7.111111111,1,2,0,0,19.06733,47.51175,VI,0,,garden,,0,0
4570,9.066666667,1,2,0,3,19.015202,47.516617,II,1,,garden,gas,0,0
4572,7.466666667,1,2,0,1,19.092472,47.537834,XIII,0,0,street,gas,0,0
4573,7.333333333,1,1,0,1,19.092827,47.541157,XIII,1,0,,,0,0
4575,9.32038835,1,3,0,2,19.06766,47.50808,VI,0,0,street,combination,0,0
4576,6.776470588,1,2,0,1,19.065401,47.49532,VIII,1,1,street,combination,0,0
4581,7.466666667,1,4,1,2,19.026463,47.51267,II,0,1,,central,0,0
4584,7.211267606,1,2,1,3,19.041128,47.474808,XI,1,1,garden,combination,0,0
4594,8.436363636,1,4,0,0,19.051441,47.585827,III,0,0,garden,combination,0,0
4595,9.066666667,1,2,0,0,19.01502,47.51646,II,1,0,panoramic,gas,0,0
4597,9.043478261,1,3,0,0,18.945063,47.558613,II,0,,garden,combination,0,0
4599,7.111111111,1,2,2,1,19.03187,47.48736,I,0,0,panoramic,combination,0,0
4601,8.457142857,1,2,0,0.5,18.98786,47.52785,II,0,0,garden,combination,0,0
4604,6.4,1,3,0,2,19.08649,47.50578,VII,1,1,garden,gas,0,0
4606,7.529411765,1,3,0,3,19.081,47.49477,VIII,1,1,street,,0,0
4615,5.913043478,1,2,0,0.5,19.0284,47.517323,II,0,,street,gas,0,0
4618,8.148837209,1,2,0,1,19.07098,47.503635,VII,1,1,street,combination,0,0
4620,7.529411765,1,3,0,1,19.054758,47.503906,V,1,1,garden,,0,0
4622,9.28,1,2,0,1,19.034079,47.465687,XI,1,1,garden,district,0,0
4633,8.952808989,1,2,0,1,19.05801,47.50375,VI,1,1,garden,combination,0,0
4648,6.468085106,1,3,0,2,19.057503,47.5176,XIII,0,1,street,combination,0,0
4650,7.529411765,1,2,0,2,19.074179,47.55018,XIII,1,0,garden,gas,0,0
4654,9.361702128,1,3,0,1,19.06716,47.50991,VI,0,0,street,,0,0
4655,9.056603774,1,2,0,3,19.04386,47.54037,III,1,1,,district,0,0
4659,7.36,1,1,0,2,19.084156,47.504436,VII,0,0,street,gas,0,0
4661,9.142857143,1,1,0,1,19.066504,47.510708,VI,0,1,garden,combination,0,0
4663,9.411764706,1,3,0,1,19.006678,47.475895,XI,1,0,garden,combination,0,0
4665,6.992592593,1,5,0,1,19.06766,47.50808,VI,0,0,street,combination,0,0
4669,8.941176471,1,2,1,3,19.09771,47.50884,XIV,1,1,garden,central,0,0
4673,8.448991549,1,2,0,1,19.0745,47.48191,IX,1,0,garden,central,0,0
4675,8.727272727,1,2,0,3,19.07299,47.53614,XIII,0,1,street,central,0,0
4676,8.156862745,1,2,0,3,19.065235,47.495834,VII,1,1,street,central,0,0
4681,9.074626866,1,2,1,1,19.13775,47.50875,XIV,0,1,garden,combination,0,0
4683,9.386666667,1,3,0,1,19.0714,47.53203,XIII,0,1,street,central,0,0
4686,8.274176,1,4,0,1,19.068945,47.499496,VII,1,1,street,combination,0,0
4690,5.6,1,3,1,1,18.991943,47.48481,XII,0,0,panoramic,combination,0,0
4692,7.563636364,1,2,0,1,19.11097,47.46748,IX,0,,,district,0,0
4693,6.575342466,1,2,0,1,19.057398,47.517223,XIII,0,1,street,gas,0,0
4694,7.753846154,1,2,0,2,19.06331,47.487278,IX,0,1,street,combination,0,0
4696,8,1,2,0,2,19.07734,47.48197,IX,0,0,garden,combination,0,0
4698,7.384615385,1,1,0,3,19.070604,47.491985,VIII,0,1,street,combination,0,0
4699,7.765853659,1,3,0,2,19.037384,47.532143,III,0,0,street,gas,0,0
4701,7.420289855,1,3,0,2,19.040085,47.547337,III,0,1,garden,district,0,0
4705,9.32038835,1,3,1,3,19.07041,47.49112,VIII,1,0,street,combination,0,0
4706,8.685714286,1,2,0,1,19.113342,47.5057,XIV,0,0,garden,combination,0,0
4710,4.837209302,1,3,0,1,19.118317,47.44079,XX,1,0,street,central,0,0
4712,9.570093458,1,3,1,2,19.022884,47.507942,II,1,,panoramic,combination,0,0
4713,8.470588235,1,2,1,2,19.034426,47.535385,III,0,,garden,combination,0,0
4718,6.736842105,1,2,0,3,19.06488,47.48517,IX,1,1,street,central,0,0
4726,8.452830189,1,2,0,3,19.07779,47.47254,IX,1,0,,gas,0,0
4731,8.96,1,2,0,1,19.06458,47.4926,VIII,1,0,,,0,0
4737,9.230769231,1,1,1,0.5,19.025389,47.528706,II,0,0,garden,central,0,0
4748,7.15505618,1,3,0,3,19.070604,47.491985,VIII,0,1,street,,0,0
4750,7.298245614,1,2,0,2,19.001,47.48867,XII,1,0,garden,combination,0,0
4752,9.142857143,1,1,0,0.5,19.063519,47.498585,VII,0,,street,,0,0
4758,8.691358025,1,2,0,1,19.06766,47.50808,VI,1,1,street,combination,0,0
4761,6.193548387,1,2,0,2,19.07037,47.50038,VII,1,0,street,gas,0,0
4766,8,1,2,0,0,19.163935,47.53752,XVI,0,0,garden,gas,0,0
4767,8.634920635,1,2,0,0.5,19.104366,47.504333,XIV,0,0,street,combination,0,0
4772,8,1,3,0,1,19.00309,47.47655,XI,1,,street,combination,0,0
4782,7.291139241,1,2,0,3,19.0733,47.49127,VIII,0,0,street,combination,0,0
4787,8.4,1,2,1,2,19.013,47.49726,XII,0,0,panoramic,combination,0,0
4788,7.849056604,1,2,0,0.5,19.083563,47.536037,XIII,1,,street,gas,0,0
4789,7.783783784,1,2,1,2,19.05155,47.51768,XIII,0,0,street,district,0,0
4791,7.559055118,1,4,0,0.5,19.06531,47.48254,IX,0,1,street,combination,0,0
4801,6.901960784,1,3,1,1,19.01141,47.4943,XII,0,0,garden,central,0,0
4805,9.263157895,1,3,0,2,19.06288,47.48586,IX,1,1,street,,0,0
4816,8.186046512,1,2,0,1,19.07257,47.50396,VII,1,1,street,combination,0,0
4820,8.228571429,1,1,1,1,19.122803,47.52618,XIV,0,0,garden,combination,0,0
4829,8,1,2,0,1,19.0554,47.516273,XIII,1,1,street,combination,0,0
4835,7.5,1,2,0,1,19.05942,47.50906,VI,1,0,street,combination,0,0
4843,7.01369863,1,2,1,4,19.089186,47.537346,XIII,0,0,street,central,0,0
4851,6.981818182,1,1,0,0,19.04816,47.47111,XI,0,,,gas,0,0
4855,9.365853659,1,2,1,2,18.998207,47.52088,II,0,0,panoramic,combination,0,0
4858,3.657142857,1,4,0,1,19.192133,47.40805,XVIII,0,0,garden,gas,0,0
4859,4.48,1,3,0,1,19.08177,47.421917,XXI,1,0,street,combination,0,0
4885,8.119402985,1,2,0,1,19.209488,47.420353,XVIII,0,1,street,central,0,0
4888,9.353846154,1,2,0,1,19.06628,47.499615,VII,1,0,street,combination,0,0
4891,9.056603774,1,2,0,1,19.148897,47.457653,XIX,0,1,garden,district,0,0
4894,5.236363636,1,3,0,1,19.074188,47.486687,VIII,0,0,street,gas,0,0
4900,9.230769231,1,2,0,1,19.07368,47.48252,IX,1,1,street,central,0,0
4901,6.08,1,3,0,1,18.99527,47.40492,XXII,1,0,panoramic,combination,0,0
4903,8,1,3,0,1,19.05907,47.5042,VI,0,,street,combination,0,0
4904,8.150943396,1,2,0,0,19.04674,47.46218,XI,0,0,garden,gas,0,0
4911,6.666666667,1,2,1,0,19.02162,47.53962,III,1,,garden,combination,0,0
4914,8,1,2,0,4,19.11176,47.50268,XIV,1,1,street,central,0,0
4915,7.703703704,1,2,0,1,19.038181,47.535625,III,0,1,garden,,0,0
4917,5.894736842,1,2,0,1,19.12964,47.5194,XIV,0,0,garden,gas,0,0
4919,8.82962963,1,2,0,3,19.05253,47.50704,V,0,1,street,gas,0,0
4924,7.563636364,1,2,0,3,19.183678,47.51795,XVI,0,0,panoramic,central,0,0
4925,8,1,2,0,1,19.132706,47.51859,XIV,0,0,street,combination,0,0
4931,5.142857143,1,4,0,1,19.02077,47.501495,XII,0,1,street,,0,0
4933,5.270588235,1,2,0,0,19.11037,47.5288,XIV,0,0,garden,combination,0,0
4936,8.393442623,1,2,0,1,19.02676,47.49099,XII,1,1,street,gas,0,0
4938,8.727272727,1,2,1,1,19.0745,47.48191,IX,1,0,garden,district,0,0
4940,7.314285714,1,2,1,1,19.05764,47.49087,V,0,0,street,combination,0,0
4944,9.28,1,2,0,1,19.08858,47.48862,VIII,1,,street,central,0,0
4948,7.407407407,1,3,1,1,19.059156,47.50779,VI,0,1,street,combination,0,0
4949,7.68,1,3,0,1,19.05829,47.49497,V,0,1,street,combination,0,0
4951,9.142857143,1,2,0,2,19.07985,47.55272,XIII,0,0,street,gas,0,0
4954,7.466666667,1,2,1,2,19.07343,47.51478,VI,0,1,garden,gas,0,0
4959,8.597014925,1,2,0,3,19.07343,47.51478,VI,0,0,street,combination,0,0
4961,9.402472727,1,3,0,1,19.065369,47.49624,VII,0,1,garden,combination,0,0
4964,9.142857143,1,1,0,2,19.081648,47.529354,XIII,0,1,,,0,0
4977,8.106666667,1,4,0,3,19.0687,47.480698,IX,1,0,street,,0,0
4991,6.895155556,1,2,1,1,19.115952,47.44721,XX,1,,street,combination,0,0
4993,6.579439252,1,3,0,2,19.050135,47.51449,XIII,1,1,street,district,0,0
