ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF millions),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude
2860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.7,215,319534.8837, Csillaghegy – Rókahegy,-1,-1,1,panoramic,0,1,0,-1,available,1,6 room,6,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,CC,3,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.592148,19.03574
2861,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,327,486238.5321, Rákosszentmihály – Kisszentmihály,-1,-1,-1,not specified,0,0,0,-1,-1,-1,6 room,6,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,3,-1,other,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.539635,19.180216
2862,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,300,623333.3333, Ómátyásföld,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 + 2 half room,3,2,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,2,-1,other,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.509827,19.19692
2863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,312,608974.359, Aranyhegy,-1,-1,1,not specified,0,0,0,-1,-1,-1,6 room,6,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.574745,19.02756
2864,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,210,571428.5714, Szépvölgy,-1,-1,-1,panoramic,0,1,0,-1,-1,-1,5 + 1 half room,5,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.54667,18.996391
2865,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,147,605442.1769, Ürömhegy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,not specified,0,0,0,0,0,0,double comfort,1,0,0,AA++,3,-1,hőszivattyú,0,0,0,0,not specified,together,0,1,-1,-1,-1,-1,-1,-1,47.581375,19.020317
2866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,577,597920.2773, Gyarmat utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,1 room,1,0,needs renovation,0,0,0,0,1,0,not specified,0,0,0,-1,-1,-1,natural gas (convector),1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Villamos   69   3    Busz   5   7   110   112    Éjszakai   907   979   973    Troli   82   ,47.51703,19.102179
2867,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9,120,582500, Sashalom – Nagyiccetelep,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1,-1,47.507088,19.18775
2868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,93,429032.2581, Sashalom,-1,-1,-1,street view,0,0,1,-1,-1,-1,3 room,3,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.509716,19.177662
2869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9,98,458163.2653, Sashalom – Nagyiccetelep,-1,-1,1,garden view,1,0,0,-1,-1,-1,3 room,3,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,1,-1,gáz (cirko),1,0,0,0,not specified,together,0,1,-1,-1,-1,loft conversion possible,1,-1,47.507088,19.18775
2870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,250,396000, Damjanich utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,5 room,5,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   23   23E   35   ,47.435226,19.118921
2871,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9,137,546715.3285, Alsórákos,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 room,4,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.524723,19.12863
2872,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9,180,249444.4444, Újpéteritelep,-1,-1,-1,not specified,0,0,0,-1,-1,-1,6 room,6,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,3,-1,natural gas boiler,1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.40805,19.192133
2873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9,60,448333.3333, Rákoscsaba,-1,-1,1,garden view,1,0,0,-1,not available,0,2 + 1 half room,2,1,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1,-1,47.480015,19.299547
2874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.9,104,335576.9231, Kisfaludy utca,-1,-1,1,garden view,1,0,0,-1,not available,0,2 + 1 half room,2,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,AA,1,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1, Busz   168E   98   198   98E    Éjszakai   980   ,47.46223,19.23916
2875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.8,80,435000, Bókaytelep,-1,-1,-1,not specified,0,0,0,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.43839,19.18129
2876,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,485,721649.4845, Virányos,-1,-1,1,not specified,0,0,0,-1,-1,-1,7 + 2 half room,7,2,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,4,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.51427,18.98992
2877,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,270,551851.8519, Sasad,-1,-1,1,garden view,1,0,0,-1,-1,-1,6 room,6,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,loft conversion,1,-1,47.475895,19.006678
2878,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9,105,503809.5238, Rákoscsaba,-1,-1,1,not specified,0,0,0,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1,-1,47.480015,19.299547
2879,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.5,220,452272.7273, Árpádföld,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 + 2 half room,4,2,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,3,-1,other,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.53294,19.199081
2880,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,70,292857.1429, Erdőskert,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 room,3,0,needs renovation,0,0,0,0,1,0,not specified,0,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.398556,19.204504
2881,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,120,270833.3333, Pacsirtatelep,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,loft conversion,1,-1,47.424374,19.120295
2882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,27,814444.4444, Ganztelep,-1,-1,-1,not specified,0,0,0,-1,-1,-1,1 room,1,0,in medium condition,0,0,0,1,0,0,not specified,0,0,0,-1,-1,-1,natural gas (convector),1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.429474,19.228127
2883,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2,132,281818.1818, Újpéteritelep,-1,-1,1,not specified,0,0,0,-1,-1,-1,3 room,3,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,yes,together,0,1,-1,-1,-1,loft conversion possible,1,-1,47.40805,19.192133
2884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,300,516666.6667, Kelenföld,-1,-1,-1,not specified,0,0,0,-1,-1,-1,10 room,10,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.464752,19.041752
2885,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,65,384615.3846, Bartók Béla utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 + 2 half room,3,2,in good condition,0,1,0,0,0,0,not specified,0,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Villamos   12    Busz   104A   12   196A   25   104   124   125   170   196   204   225   231   270   296   296A   96   224    Éjszakai   950   950A   996   996A   ,47.56543,19.11801
2886,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,428571.4286, Révay utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,2 room,2,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   123   123A   148   294E   3   52   54   55   66   66B   66E   84E   89E   94E    Éjszakai   966   999   ,47.45195,19.1146
2887,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,120,583333.3333, Zsélyi Aladár utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,2 + 1 half room,2,1,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   46   146   44   176E   276E   92   92A    Éjszakai   908   ,47.509907,19.192932
2888,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,185,648648.6486, Budatétény,-1,-1,1,street view,0,0,1,-1,not available,0,4 room,4,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.417107,19.01089
2889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,250,752000, Bonyhádi út,-1,-1,1,not specified,0,0,0,-1,-1,-1,9 room,9,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,2,-1,combination boiler,0,0,1,0,yes,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   31   130   131   144   231    Éjszakai   907    Troli   80   80A   81   82   ,47.51631,19.13618
2890,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.9,103,533009.7087, Liptáktelep,-1,-1,1,garden view,1,0,0,-1,-1,-1,3 + 1 half room,3,1,not specified,0,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1,-1,47.445152,19.162382
2891,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,320,687500, Felsőrákoshegy,-1,-1,1,garden view,1,0,0,-1,not available,0,6 room,6,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,2,-1,gáz (cirko),1,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.471638,19.25049
2892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5,150,530000, Sashalom,-1,-1,1,garden view,1,0,0,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,yes,separate,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.509716,19.177662
2893,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,188,494680.8511, Ganz-kertváros,-1,-1,1,garden view,1,0,0,-1,available,1,2 + 3 half room,2,3,mint,0,0,0,0,0,1,full comfort,0,1,0,AA++,2,-1,hőszivattyú,0,0,0,0,yes,separate,1,0,-1,-1,-1,-1,-1,-1,47.420395,19.218422
2894,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,170,352352.9412, Belsőmajor,-1,-1,1,garden view,1,0,0,-1,available,1,4 room,4,0,not specified,0,0,0,0,0,0,double comfort,1,0,0,-1,1,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.396362,19.191326
2895,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.9,200,749500, Csillaghegy – Rókahegy,-1,-1,1,panoramic,0,1,0,-1,available,1,3 + 1 half room,3,1,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1,-1,47.592148,19.03574
2896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.9,240,387083.3333, Mocsárosdűlő,-1,-1,-1,garden view,1,0,0,-1,-1,-1,5 room,5,0,in medium condition,0,0,0,1,0,0,double comfort,1,0,0,-1,3,-1,other,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.572975,19.04043
2897,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8,165,332121.2121, Kossuth Ferenc-telep,-1,-1,1,garden view,1,0,0,-1,not available,0,1 + 3 half room,1,3,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion possible,1,-1,47.40498,19.176844
2898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,64,356250, Kerektói utca,-1,-1,1,garden view,1,0,0,-1,available,1,2 room,2,0,mint,0,0,0,0,0,1,double comfort,1,0,0,AA++,2,-1,heat pump,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.50323,19.2701
2899,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,577,597920.2773, Herminamező,-1,-1,1,not specified,0,0,0,-1,-1,-1,1 room,1,0,needs renovation,0,0,0,0,1,0,not specified,0,0,0,-1,3,-1,natural gas (convector),1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.51863,19.09997
2900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.5,109,628440.367, Budafok,-1,-1,1,street view,0,0,1,-1,-1,-1,5 room,5,0,not specified,0,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.427578,19.02647
2901,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.6,210,393333.3333, Rákosszentmihály – Szent György-telep,-1,-1,1,garden view,1,0,0,-1,available,1,4 + 1 half room,4,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.53463,19.168825
2902,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.8,90,442222.2222, Festő utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,2 + 1 half room,2,1,in medium condition,0,0,0,1,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Busz   35   36   152   159    Éjszakai   979   979A   ,47.41059,19.07359
2903,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,95,315789.4737, Ágas utca,-1,-1,1,panoramic,0,1,0,-1,not available,0,4 room,4,0,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,-1,-1,natural gas (convector),1,0,0,0,not specified,together,0,1,-1,-1,-1,-1,-1, Busz   46   97E   98   161   198   201E   202E    Éjszakai   956   980   990   998   ,47.47688,19.26041
2904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,450,622222.2222, Petneházyrét,-1,-1,1,garden view,1,0,0,-1,available,1,5 + 2 half room,5,2,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,gáz (cirko),1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.537457,18.941362
2905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.9,173,167052.0231, Rákóczi utca,-1,-1,-1,panoramic,0,1,0,-1,-1,-1,3 room,3,0,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.55303,18.9551
2906,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,35,625714.2857, Budafok,-1,-1,1,not specified,0,0,0,-1,-1,-1,1 room,1,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,-1,-1,combination boiler,0,0,1,0,yes,not specified,-1,-1,-1,-1,-1,loft conversion possible,1,-1,47.427578,19.02647
2907,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,350,731428.5714, Örs vezér tere,-1,-1,1,panoramic,0,1,0,-1,available,1,14 + 2 half room,14,2,mint,0,0,0,0,0,1,full comfort,0,1,0,AA,3,-1,electric,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1, Villamos   3   62   62A    Hév   H8   H9    Busz   176E   276E   31   32   44   45   67   131   144   174   231   244    Éjszakai   907   908   931   956   990    Troli   80   81   82   ,47.50631,19.13688
2908,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.88,167,472335.3293, Szilágyi Dezső utca,-1,-1,1,not specified,0,0,0,-1,available,1,5 room,5,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,3,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   123A   35   36   123   135    Éjszakai   923   ,47.42041,19.12915
2909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,182,1038461.538, II/A kerület – Budaliget,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 + 1 half room,3,1,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,2,-1,other,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.56751,18.941212
2910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,270,551851.8519, Máté utca,-1,-1,-1,street view,0,0,1,-1,available,1,4 room,4,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,3,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   44   46   92   244   7G   92A    Éjszakai   908   996   996A   ,47.51217,19.18463
2911,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,78,379487.1795, Lakatos-lakótelep,-1,-1,1,street view,0,0,1,-1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,1,-1,natural gas (convector),1,0,0,0,no,together,0,1,-1,-1,-1,loft conversion not possible,0,-1,47.453033,19.173574
2912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,70,785714.2857, Szőlődomb utca,-1,-1,1,garden view,1,0,0,-1,available,1,3 + 1 half room,3,1,mint,0,0,0,0,0,1,full comfort,0,1,0,AA++,1,-1,padlófűtés,0,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion possible,1,-1,47.38332,19.11577
2913,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.2,108,288888.8889, Szigligeti utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 + 1 half room,4,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Busz   123   123A   54   55   66   148   66B    Éjszakai   966   ,47.45026,19.11488
2914,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.5,110,750000, Tihany tér,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,full comfort,0,1,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   31   130   131   144   231    Éjszakai   907    Troli   80   80A   81   82   ,47.51217,19.13767
2915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,45,600000, Bajcsy-Zsilinszky út,-1,-1,1,garden view,1,0,0,-1,not available,0,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,AA++,1,-1,floor heating,0,0,0,0,yes,together,0,1,-1,-1,-1,loft conversion not possible,0, Busz   183   900   ,47.43869,19.21129
2916,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.99,27,814444.4444, Soroksár,-1,-1,1,garden view,1,0,0,-1,not available,0,1 room,1,0,in good condition,0,1,0,0,0,0,full bath,0,0,0,-1,1,-1,natural gas (convector),1,0,0,0,no,together,0,1,-1,-1,-1,loft conversion not possible,0,-1,47.401592,19.11979
2917,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.9,103,465048.5437, Gubacsipuszta,-1,-1,1,garden view,1,0,0,-1,not available,0,4 room,4,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1,-1,47.428173,19.138159
2918,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,220,250000, Gubacsipuszta,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.428173,19.138159
2919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,600,366666.6667, Hunyadi utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,6 room,6,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,3,-1,gáz (cirko),1,0,0,0,no,separate,1,0,-1,-1,-1,loft conversion,1, Busz   46   98   198    Éjszakai   980   ,47.47378,19.24895
2920,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.9,226,442035.3982, Budatétény – Rózsakert utcai lakótelep,-1,-1,1,not specified,0,0,0,-1,-1,-1,3 + 3 half room,3,3,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,4,-1,gáz (cirko),1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.406334,19.00805
2921,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.7,145,673793.1034, II/A kerület – Hársakalja,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,natural gas boiler,1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.55117,18.967283
2922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,45,388888.8889, Bajcsy-Zsilinszky út,-1,-1,1,not specified,0,0,0,-1,-1,-1,1 room,1,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,no,together,0,1,-1,-1,-1,loft conversion possible,1, Busz   183   900   ,47.43869,19.21129
