ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF millions),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.8,90,508888.8889, Debercsény utca 47,-1,-1,1,not specified,0,0,0,-1,-1,-1,3 room,3,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,1,-1,gáz (cirko),1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   162   197   262   298   ,47.471317,19.30041
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,275,836363.6364, Géza fejedelem útja,-1,-1,1,panoramic,0,1,0,-1,available,1,6 room,6,0,newly built,1,0,0,0,0,0,luxury,0,0,1,AA++,3,-1,ceiling heating / cooling,0,0,0,1,no,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   157   157A   ,47.56402,18.93843
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,123,804878.0488, Kocsis Sándor út 176,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   260   ,47.56918,19.006062
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,110,1090909.091, Botfalu utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,-1,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1, Busz   53   ,47.47565,19.00624
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,342,435672.5146, Csillaghegy,-1,-1,-1,not specified,0,0,0,-1,-1,-1,5 room,5,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,4,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,loft conversion,1,-1,47.585827,19.051441
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,430,511627.907, Hegyoldal utca,-1,-1,1,panoramic,0,1,0,-1,available,1,5 + 1 half room,5,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,3,-1,natural gas boiler,1,0,0,0,not specified,separate,1,0,-1,-1,-1,loft conversion,1, Busz   65   65A   ,47.53664,19.01671
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,265,898113.2075, II/A kerület – Remetekertváros,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,natural gas boiler,1,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.551865,18.95662
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,202,257425.7426, Rákospalota,-1,-1,1,garden view,1,0,0,-1,available,1,5 room,5,0,in medium condition,0,0,0,1,0,0,double comfort,1,0,0,-1,2,-1,natural gas boiler,1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.562843,19.137367
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.9,65,306153.8462, Őzsuta utca,-1,-1,1,panoramic,0,1,0,-1,not available,0,1 + 1 half room,1,1,needs renovation,0,0,0,0,1,0,not specified,0,0,0,-1,1,-1,not specified,0,0,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,47.57334,18.99074
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,193,569948.1865, Újvár utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   218   ,47.58307,19.00316
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.9,169,395857.9882, Cinkota – Ilonatelep,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,gáz (cirko),1,0,0,0,no,separate,1,0,-1,-1,-1,loft conversion possible,1,-1,47.52651,19.233608
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,236,741525.4237, Ürömhegy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,3,-1,falfűtés,0,1,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.581375,19.020317
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,235,765957.4468, Csillaghegy,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,3,-1,not specified,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.585827,19.051441
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.5,342,612573.0994, Fekete István utca 2,-1,-1,1,panoramic,0,1,0,-1,available,1,9 room,9,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1, Villamos   56   56A   59B   61    Busz   29   129    Éjszakai   956   ,47.526424,18.982567
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.9,350,856857.1429, Testvérhegy,-1,-1,1,panoramic,0,1,0,-1,available,1,5 room,5,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,2,-1,gáz (cirko),1,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.563854,19.013685
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,341,630498.5337, Virányos,-1,-1,1,garden view,1,0,0,-1,available,1,7 room,7,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.51427,18.98992
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,300,1000000, Királyok útja 225.,-1,-1,1,not specified,0,0,0,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,mennyezeti hűtés-fűtés,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   34    Éjszakai   934   ,47.59236,19.066332
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,293,682593.8567, Szalonkales utca,-1,-1,1,panoramic,0,1,0,-1,available,1,5 room,5,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,4,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion,1, Busz   11   ,47.53544,18.98983
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,265,830188.6792, Versec sor 11,-1,-1,1,panoramic,0,1,0,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,loft conversion,1, Villamos   56   56A   59B   61    Busz   29   129    Éjszakai   956   ,47.526306,18.985382
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,200,420000, Nagytétényi út 233.,-1,-1,1,garden view,1,0,0,-1,available,1,3 + 4 half room,3,4,renovated,0,0,1,0,0,0,double comfort,1,0,0,D,1,-1,combination boiler,0,0,1,0,yes,together,0,1,-1,-1,-1,loft conversion,1, Busz   133E   33    Éjszakai   973   ,47.393845,18.991592
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.8,120,456666.6667, Kiránduló utca,-1,-1,1,not specified,0,0,0,-1,-1,-1,4 room,4,0,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,loft conversion not possible,0, Busz   250   250B   ,47.429066,19.01355
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.5,67,514925.3731, Szigligeti utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,1,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Villamos   50    Busz   136E   93   182   184   93A    Éjszakai   914   950   950A   ,47.457897,19.154198
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9,110,726363.6364, Bécsi út,-1,-1,1,street view,0,0,1,-1,not available,0,2 + 1 half room,2,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,no,together,0,1,-1,-1,-1,loft conversion possible,1, Busz   118   160   218   260   260A    Éjszakai   918   960   ,47.56766,19.020573
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.99,145,379241.3793, Szugló utca 171,-1,-1,-1,not specified,0,0,0,-1,-1,-1,3 room,3,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Troli   77   ,47.528313,19.129099
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,109,412844.0367, Maros utca,-1,-1,1,garden view,1,0,0,-1,available,1,3 + 1 half room,3,1,mint,0,0,0,0,0,1,double comfort,1,0,0,AA++,2,-1,combination boiler,0,0,1,0,yes,separate and together too,1,0,-1,-1,-1,loft conversion,1, Busz   123A   35   36   123   135    Éjszakai   923   ,47.42107,19.13268
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.6,420,182380.9524, Jósika utca,-1,-1,1,garden view,1,0,0,-1,available,1,4 room,4,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,3,-1,gázkazán,0,0,0,0,no,separate,1,0,-1,-1,-1,loft conversion,1, Busz   98   198   98E    Éjszakai   980   ,47.45671,19.23438
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,110,377272.7273, Búzakéve utca,-1,-1,1,garden view,1,0,0,-1,not available,0,2 + 3 half room,2,3,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1, Busz   54   166   ,47.4004,19.17411
27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,147,782312.9252, Árnyas út,-1,-1,1,panoramic,0,1,0,-1,not available,0,3 + 2 half room,3,2,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,-1,-1, Busz   22   222   22A   291    Éjszakai   922   ,47.518635,18.976683
28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,250,720000, Tarhos utca,-1,-1,1,panoramic,0,1,0,-1,available,1,6 + 4 half room,6,4,newly built,1,0,0,0,0,0,full comfort,0,1,0,A+,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   218   ,47.58003,19.00998
29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,126,468253.9683, Rákosszentmihály,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.527313,19.170956
30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.99,90,688777.7778, Gordonka utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   176E   276E   44   45    Éjszakai   908   ,47.50514,19.17714
31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,150,593333.3333, Rákospalota,-1,-1,1,garden view,1,0,0,-1,available,1,4 room,4,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,2,-1,gáz (cirko),1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.562843,19.137367
32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,160,281250, Heltai Gáspár utca,-1,-1,1,street view,0,0,1,-1,-1,-1,4 room,4,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,yes,separate,1,0,-1,-1,-1,loft conversion possible,1, Busz   176E   276E   46    Éjszakai   968   998   ,47.49012,19.24603
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,250,516000, Péterhegy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.448563,19.011225
34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,135,555555.5556, Rákosszentmihály,-1,-1,1,street view,0,0,1,-1,available,1,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,3,-1,combination boiler,0,0,1,0,not specified,together,0,1,-1,-1,-1,loft conversion,1,-1,47.527313,19.170956
35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,128,773437.5, Hajlékos utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   219   ,47.58286,19.02871
36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9,120,749166.6667, Ürömfű utca,-1,-1,1,panoramic,0,1,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,not specified,0,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.58305,19.01094
37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.9,134,618656.7164, Jeles utca 123,-1,-1,1,panoramic,0,1,0,-1,available,1,5 room,5,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.581566,19.010614
38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,250,952000, II/A kerület – Remetekertváros,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.551865,18.95662
39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.5,104,591346.1538, Árpádföld,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 room,4,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,-1,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1,-1,47.53294,19.199081
40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9,165,423636.3636, Árpádföld,-1,-1,1,garden view,1,0,0,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.53294,19.199081
41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9,109,411926.6055, Cinkota,-1,-1,1,garden view,1,0,0,-1,available,1,3 + 1 half room,3,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion,1,-1,47.522003,19.231058
42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,105,380000, Cinkota,-1,-1,1,garden view,1,0,0,-1,available,1,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion,1,-1,47.522003,19.231058
43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,236,741525.4237, Ürömhegy,-1,-1,1,panoramic,0,1,0,-1,available,1,4 + 1 half room,4,1,newly built,1,0,0,0,0,0,luxury,0,0,1,A+,2,-1,renewable energy,0,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.581375,19.020317
44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9,134,596268.6567, Jeles utca 123,-1,-1,1,panoramic,0,1,0,-1,available,1,5 room,5,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.581566,19.010614
45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9,110,635454.5455, Újmátyásföld,-1,-1,-1,not specified,0,0,0,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,CC,-1,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.518024,19.195248
46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9,150,532666.6667, Árpádföld,-1,-1,1,garden view,1,0,0,-1,available,1,5 room,5,0,not specified,0,0,0,0,0,0,luxury,0,0,1,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.53294,19.199081
47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.9,110,817272.7273, Ürömhegy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,luxury,0,0,1,A+,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.581375,19.020317
48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.5,112,531250, Rákosszentmihály,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.527313,19.170956
49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.9,121,536363.6364, Sashalom,-1,-1,1,garden view,1,0,0,-1,not available,0,4 + 1 half room,4,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,1,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion possible,1,-1,47.509716,19.177662
50,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.9,67,476119.403, Gubacsipuszta,-1,-1,1,garden view,1,0,0,-1,-1,-1,3 room,3,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1,-1,47.428173,19.138159
51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.3,435,207586.2069, Batthyány utca 16,-1,-1,-1,not specified,0,0,0,-1,-1,-1,6 room,6,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1, Busz   244   144   174   277    Éjszakai   931   996   ,47.51649,19.162525
52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25,90,436111.1111, Soroksár-Újtelep,-1,-1,1,garden view,1,0,0,-1,-1,-1,1 + 3 half room,1,3,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.417263,19.13139
53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,142,669014.0845, Cinkota – Honfoglalás lakópark,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.52979,19.211657
54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.25,106,370283.0189, Soroksár-Újtelep,-1,-1,1,garden view,1,0,0,-1,not available,0,4 room,4,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,together,0,1,-1,-1,-1,loft conversion not possible,0,-1,47.417263,19.13139
55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.99,145,482689.6552, Rákosszentmihály,-1,-1,1,garden view,1,0,0,-1,available,1,4 + 2 half room,4,2,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,no,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.527313,19.170956
56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.7,130,613076.9231, Sashalom – Nagyiccetelep,-1,-1,-1,not specified,0,0,0,-1,-1,-1,5 room,5,0,newly built,1,0,0,0,0,0,not specified,0,0,0,-1,-1,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.507088,19.18775
57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.99,152,526250, Rákosszentmihály – Szent György-telep,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.53463,19.168825
58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.8,210,399047.619, Rákosszentmihály – Szent György-telep,-1,-1,1,garden view,1,0,0,-1,available,1,4 + 1 half room,4,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,2,-1,egyéb kazán,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.53463,19.168825
59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.99,150,519933.3333, Istráng utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1, Busz   31   46   146   175    Éjszakai   931   ,47.534607,19.187918
60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.99,129,503798.4496, Rákosszentmihály,-1,-1,1,garden view,1,0,0,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.527313,19.170956
61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,120,508333.3333, Cinkota,-1,-1,1,panoramic,0,1,0,-1,-1,-1,3 + 1 half room,3,1,not specified,0,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,gáz (cirko),1,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.522003,19.231058
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9,150,532666.6667, Árpádföld,-1,-1,1,garden view,1,0,0,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,2,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0,-1,47.53294,19.199081
63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,200,360000, Rákosszentmihály – Szent György-telep,-1,-1,1,garden view,1,0,0,-1,-1,-1,5 room,5,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,4,-1,combination boiler,0,0,1,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.53463,19.168825
64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,172,552325.5814, Aranyhegy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,5 room,5,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,AA++,3,-1,hőszivattyú,0,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.574745,19.02756
