ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Accounting,ATM,Backery,Bank,Bar,Bus station,Cafe,Clothing store,Convenience store,Department store,Doctor,Gym,Laundry,Park,Pharmacy,Physiotherapist,Police,Post office,Restaurant,School,Store,Subway,Taxi stand,Transit station,Beauty salon,Hair care,Book store,Library,Gas station,Shopping mall,Hospital,Meal delivery,Meal takeaway,Travel agency,Car repair,Car wash,Parking,Casino,Movie theater,Night clubs,Real Estate Agency
109,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034272,510,2027.984314, Istenhegy,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.50405,18.999819,47.50405,18.999819,1125,12,1,2,4,3,0,20,1,1,0,20,18,2,19,3,,0,0,0,9,18,20,,0,20,8,2,0,1,20,20,20,20,0,5,20,20,1,0,20,0,7
110,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1357482,250,5429.928000000001, II/A kerület – Széphalom,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,6 room,6,0,newly built,1,0,0,0,0,0,luxury,0,0,1,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.559986,18.959665,47.559986,18.959665,1028,2,1,2,2,2,2,18,3,2,0,9,4,4,2,5,,0,0,1,7,12,20,,0,18,5,4,0,0,20,20,20,19,1,0,20,20,0,0,13,0,1
111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355000,310,4370.967742, II/A kerület – Budaliget,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,5 room,5,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56751,18.941212,47.56751,18.941212,1029,2,0,0,1,0,1,20,1,0,1,8,3,2,0,1,,0,0,0,3,4,11,,0,20,3,1,0,0,20,20,20,14,0,0,20,20,0,0,3,0,0
112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939260,500,3878.52, Rózsadomb,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,13 + 1 half room,13,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,0,4,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.517323,19.0284,47.517323,19.0284,1023,2,17,17,18,20,20,20,20,20,0,20,20,20,0,20,,1,2,2,20,20,20,,0,20,20,20,7,8,20,20,20,20,0,12,20,20,11,0,20,6,20
113,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,250,2400.0, Rómaifürdő,-1,-1,-1,garden view,1,0,0,-1,-1,-1,-1,5 room,5,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.574738,19.05708,47.574738,19.05708,1031,3,8,2,6,0,12,20,3,14,0,20,2,10,0,2,,0,0,2,20,12,20,,0,20,19,6,0,1,20,20,20,20,2,5,20,20,3,0,20,1,10
114,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646420,390,1657.487179, Csillaghegy – Rókahegy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,-1,5 room,5,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,1,4,-1,central heating,0,0,0,0,1,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.592148,19.03574,47.592148,19.03574,1038,3,2,0,1,0,2,11,0,1,0,20,1,1,0,2,,0,0,0,6,4,20,,0,12,5,3,0,0,20,20,20,20,0,0,20,20,1,0,8,0,2
115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,80,1250.0, Szent Imre-kertváros,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,0,3,-1,combination boiler,0,0,1,0,0,yes,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.426834,19.207228,47.426834,19.207228,1182,18,1,2,5,1,2,20,2,10,0,20,6,7,2,6,,0,0,1,6,8,20,,0,20,11,4,0,1,20,20,20,19,0,3,20,20,1,0,6,1,3
116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614099,200,3070.495, Mártonhegy,-1,-1,1,not specified,0,0,0,-1,-1,available,1,4 room,4,0,not specified,0,0,0,0,0,0,full comfort,0,1,0,-1,1,3,-1,not specified,0,0,0,0,0,-1,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.490086,19.001743,47.490086,19.001743,1124,12,2,1,3,3,2,20,4,3,0,20,4,3,0,5,,0,0,2,15,12,20,,0,20,10,3,1,0,20,20,20,20,0,1,20,20,0,0,20,0,4
117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260519,330,3819.754545, II/A kerület – Adyliget,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,5 room,5,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.54735,18.939120000000006,47.54735,18.939120000000006,1029,2,1,0,0,0,0,11,0,0,0,6,2,0,3,0,,0,0,0,2,2,8,,0,13,2,1,0,0,20,20,20,14,0,1,20,20,0,0,12,0,0
118,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265000,155,1709.677419, Rákosszentmihály,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,4 room,4,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.527313,19.170956,47.527313,19.170956,1162,16,2,3,2,5,3,20,3,8,0,20,3,4,7,3,,0,0,1,13,20,20,,0,20,9,1,0,0,20,20,20,20,0,3,20,20,0,0,20,2,3
119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,937309,300,3124.363333, Konkoly-Thege Miklós út,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,6 room,6,0,not specified,0,0,0,0,0,0,luxury,0,0,1,-1,1,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   21   ,47.49962,18.964556,47.49962,18.964556,1121,12,0,1,0,0,0,15,2,0,0,20,0,0,0,2,,0,0,0,4,11,2,,0,18,0,0,0,0,20,20,20,20,0,0,20,20,1,0,20,1,0
120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260519,250,5042.076, Farkastorki út,-1,-1,1,panoramic,0,1,0,-1,-1,-1,-1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   137   160   218   237   260   260A    Éjszakai   937   960   ,47.5534,19.02223,47.5534,19.02223,1037,3,5,2,4,4,3,20,5,15,2,20,2,6,1,3,,0,0,1,12,7,20,,0,20,1,2,2,0,20,20,20,20,0,0,20,20,1,1,20,1,0
121,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969630,320,3030.09375, Tisztviselőtelep,-1,-1,1,street view,0,0,1,-1,-1,available,1,7 room,7,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,0,2,-1,natural gas boiler,1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.480545,19.09756,47.480545,19.09756,1089,8,7,10,4,2,5,20,7,13,1,20,7,7,2,10,,0,0,0,20,20,20,,0,20,1,2,0,7,20,20,20,20,0,8,20,20,8,0,20,6,2
122,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711062,220,3232.1, Nagykovácsi út,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,natural gas boiler,1,0,0,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   63    Éjszakai   963   ,47.54739,18.93746,47.54739,18.93746,1029,2,0,0,0,0,0,9,0,0,0,6,2,0,0,0,,0,0,0,2,2,5,,0,10,0,0,0,0,20,20,20,13,0,1,20,20,0,0,11,0,0
123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808025,360,2244.513889, II/A kerület – Remetekertváros,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,8 room,8,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,4,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.551865,18.95662,47.551865,18.95662,1028,2,3,2,1,0,5,20,6,5,0,9,2,3,2,2,,0,0,1,10,9,20,,0,20,9,3,2,0,20,20,20,19,2,0,20,20,1,0,17,0,4
124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1228198,300,4093.993333, Nyék,-1,-1,-1,garden view,1,0,0,-1,-1,available,1,5 room,5,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,4,-1,combination boiler,0,0,1,0,0,no,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.53556,18.987955,47.53556,18.987955,1025,2,1,1,0,0,0,7,1,1,0,20,4,3,10,4,,0,0,0,2,6,8,,0,12,2,0,0,0,20,20,20,20,0,0,20,20,1,0,20,1,3
125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080000,90,12000.0, Belsőmajor,-1,-1,1,street view,0,0,1,-1,-1,-1,-1,3 room,3,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,1,1,-1,combination boiler,0,0,1,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0,-1,47.396362,19.191326,47.396362,19.191326,1188,18,2,4,1,3,0,18,0,3,0,19,1,1,0,0,,0,0,1,5,5,20,,0,20,3,2,1,1,20,20,20,16,0,3,20,20,0,0,4,3,1
126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939260,570,3402.210526, II/A kerület – Adyliget,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,0,3,-1,gáz (cirko),1,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.54735,18.939120000000006,47.54735,18.939120000000006,1029,2,1,0,0,0,0,11,0,0,0,6,2,0,0,0,,0,0,0,2,2,8,,0,13,2,1,0,0,20,20,20,14,0,1,20,20,0,0,12,0,0
127,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1777655,220,8080.25, Törökvész,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.521687,19.003485,47.521687,19.003485,1026,2,3,6,3,6,3,20,6,6,1,20,7,12,3,6,,0,0,4,20,20,20,,0,20,14,7,3,1,20,20,20,20,0,4,20,20,4,0,20,0,13
128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1939260,540,3591.222222, Zugliget,-1,-1,1,panoramic,0,1,0,-1,-1,-1,-1,8 room,8,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,0,3,-1,not specified,0,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.509514,18.971369,47.509514,18.971369,1121,12,0,0,0,0,0,12,2,0,0,20,1,1,0,7,,0,0,0,4,9,2,,0,13,0,0,0,0,20,20,20,20,0,0,20,20,0,0,20,0,0
129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840346,260,3232.1, Csillebérc,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,5 room,5,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,1,2,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.488377,18.966871,47.488377,18.966871,1121,12,0,0,0,0,0,8,0,0,0,20,0,0,2,2,,0,0,0,2,5,2,,0,8,0,0,0,1,20,20,20,20,0,0,20,20,1,0,20,1,0
130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350000,150,2333.333333, II/A kerület – Remetekertváros,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,3 + 1 half room,3,1,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.551865,18.95662,47.551865,18.95662,1028,2,3,2,1,0,5,20,6,5,0,9,2,3,11,2,,0,0,1,10,9,20,,0,20,9,3,2,0,20,20,20,19,2,0,20,20,1,0,17,0,4
131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450000,190,2368.421053, Kenese utca,-1,-1,1,not specified,0,0,0,-1,-1,available,1,3 + 1 half room,3,1,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,1,-1,combination boiler,0,0,1,0,0,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion possible,1, Villamos   17   61    Busz   53   150   154   154B   27   212    Éjszakai   960   ,47.47794,19.03336,47.47794,19.03336,1113,11,15,9,13,5,12,20,12,20,1,20,20,20,0,13,,2,1,1,20,20,20,,0,20,20,20,4,4,20,20,20,20,2,5,20,20,7,0,20,2,20
132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1422124,450,3160.275556, Eötvös út,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,1,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   21   21A    Éjszakai   990   ,47.49924,18.978102,47.49924,18.978102,1121,12,0,1,1,0,0,16,3,0,0,20,2,1,1,3,,0,0,1,8,13,8,,0,20,1,0,0,0,20,20,20,20,0,0,20,20,1,0,20,0,0
133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000000,370,8108.1081079999985, Váralja utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   56   56A    Busz   16   105   116   16A   5   178    Éjszakai   916   956   ,47.49589,19.0364,47.49589,19.0364,1013,1,12,15,13,9,20,20,20,20,3,20,20,20,6,20,,0,1,5,20,20,20,,0,20,20,20,11,12,20,20,20,20,1,20,20,20,20,3,20,7,20
134,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420173,140,3001.235714, Dér utca,-1,-1,1,panoramic,0,1,0,-1,-1,-1,-1,2 + 3 half room,2,3,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.55509,18.95409,47.55509,18.95409,1028,2,2,1,1,0,1,20,2,3,0,9,3,2,0,2,,0,0,0,8,11,20,,0,20,5,2,0,0,20,20,20,18,1,0,20,20,0,0,13,0,4
135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325000,155,2096.774194, Ibolya utca,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,4 room,4,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   217   217E   98   182   184   98E   ,47.45228,19.18657,47.45228,19.18657,1183,18,6,1,1,0,3,20,1,5,1,20,6,5,3,5,,0,0,1,11,11,20,,0,20,1,0,0,1,20,20,20,20,0,1,20,20,1,0,10,1,1
136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,125,2000.0, Nyék,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,3 + 1 half room,3,1,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.53556,18.987955,47.53556,18.987955,1025,2,1,1,0,0,0,7,1,1,0,20,4,3,6,4,,0,0,0,2,6,8,,0,12,2,0,0,0,20,20,20,20,0,0,20,20,1,0,20,1,3
137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436334,123,3547.430894, II/A kerület – Pesthidegkút-Ófalu,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,double comfort,1,0,0,-1,0,2,-1,heat pump,0,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56973,18.95969,47.56973,18.95969,1028,2,0,2,1,2,1,10,1,2,0,9,3,2,0,2,,0,0,1,4,7,20,,0,10,3,3,0,0,20,20,20,15,0,0,20,20,0,0,6,0,0
138,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1800000,500,3600.0, Virányos köz,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,7 + 1 half room,7,1,mint,0,0,0,0,0,1,not specified,0,0,0,-1,1,4,-1,other,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   56   56A   59   59B   61    Busz   22   129   155   156   222   22A   291    Éjszakai   922   956   ,47.51398,18.99499,47.51398,18.99499,1125,12,4,5,0,3,2,20,3,2,2,20,17,8,0,5,,1,0,1,17,20,20,,0,20,8,2,0,1,20,20,20,20,0,2,20,20,4,0,20,0,7
139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,807702,200,4038.51, Fenyves utca,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,4,-1,gáz (cirko),1,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   5   149   ,47.52222,18.9998,47.52222,18.9998,1026,2,2,6,2,5,3,20,5,4,1,20,9,13,0,6,,0,0,3,17,20,20,,0,20,18,5,2,1,20,20,20,20,0,4,20,20,4,0,20,0,12
140,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808025,200,4040.125, II/A kerület – Pesthidegkút-Ófalu,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,1,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56973,18.95969,47.56973,18.95969,1028,2,0,2,1,2,1,10,1,2,0,9,3,2,0,2,,0,0,1,4,7,20,,0,10,3,3,0,0,20,20,20,15,0,0,20,20,0,0,6,0,0
141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969630,220,4407.409091, II/A kerület – Máriaremete,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,luxury,0,0,1,-1,1,2,-1,gáz (cirko),1,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.558613,18.945063,47.558613,18.945063,1029,2,1,0,1,0,0,20,0,0,0,8,2,3,0,2,,0,0,0,4,5,17,,0,20,5,2,0,0,20,20,20,14,0,0,20,20,0,0,10,0,1
142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849000,218,3894.495413, Ürömhegy,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,4 room,4,0,mint,0,0,0,0,0,1,luxury,0,0,1,AA++,0,2,-1,renewable energy,0,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.581375,19.020317,47.581375,19.020317,1031,3,0,0,0,0,0,20,0,0,0,20,0,1,14,2,,0,0,0,0,0,4,,0,20,0,0,0,1,20,20,20,20,0,0,20,20,0,0,19,0,0
143,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,517,1644.10058, Budafok – Rózsavölgy,-1,-1,1,street view,0,0,1,-1,-1,-1,-1,10 room,10,0,needs renovation,0,0,0,0,1,0,not specified,0,0,0,-1,0,2,-1,not specified,0,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion possible,1,-1,47.44015,19.019703,47.44015,19.019703,1221,22,3,0,0,0,2,20,2,1,0,20,2,0,0,1,,0,0,0,5,2,20,,0,20,3,1,1,0,20,20,20,20,0,1,20,20,0,0,20,1,0
144,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2165507,450,4812.237778, Kútvölgy,-1,-1,1,panoramic,0,1,0,-1,-1,-1,-1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.509247,18.99093,47.509247,18.99093,1125,12,1,1,0,1,1,20,0,1,1,20,6,3,0,1,,0,0,0,5,20,20,,0,20,1,0,0,1,20,20,20,20,0,3,20,20,1,0,20,0,3
145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454445,500,2908.89, Sashegy,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,7 room,7,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.48442,19.021631,47.48442,19.021631,1124,12,6,16,9,11,8,20,14,20,2,20,19,11,1,12,,1,1,1,20,20,20,,0,20,20,15,5,2,20,20,20,20,1,9,20,20,8,0,20,1,11
146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,100,2200.0, Sümegvár utca,-1,-1,1,not specified,0,0,0,-1,-1,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,0,2,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   53   ,47.47041,19.01317,47.47041,19.01317,1118,11,9,10,6,6,3,20,3,5,0,20,4,11,0,6,,0,1,3,19,19,20,,0,20,12,5,2,3,20,20,20,20,2,6,20,20,10,1,20,0,7
147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614099,240,2558.745833, Sasad,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.475895,19.006678,47.475895,19.006678,1112,11,5,1,4,0,1,20,3,6,0,20,7,11,0,6,,0,0,1,7,15,20,,0,20,13,5,0,0,20,20,20,20,0,2,20,20,0,0,20,0,6
