Id,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF),Price per sqm (HUF),Street,Size(sqm),Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Transportation,Latitude,Longitude
52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3061.22449, Logodi utca,49,1,-1,1,panoramic,0,1,0,not available,0,available,1,1 + 1 half room,1,1,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,1,5,3 m or more,combination boiler,0,0,1,0,0,no,separate,1,0,Southwest,0,0,0,0,0,0,1,0,no,3 sqm,no loft conversion, Villamos   17   56   56A   59   59A   59B   61    Metró   M2    Busz   140A   21   39   102   139   140   142   21A   5   16   116   16A    Éjszakai   960   990   956   916   ,47.50182,19.02877
53,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,2647.058824, Pannonhalmi út,51,2,-1,1,street view,0,0,1,not available,0,not available,0,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,2,less than 3 m,combination boiler,0,0,1,0,0,no,separate,1,0,Southwest,0,0,0,0,0,0,1,0,not specified,3 sqm,no loft conversion, Busz   108E   140A   53   139   140   142   150   154    Éjszakai   940   972   972B   941   908   ,47.47095,19.01533
54,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,2909.090909, Pozsonyi út,55,4,-1,-1,street view,0,0,1,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,6,less than 3 m,district heating,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,2 sqm,no loft conversion, Busz   15   115    Troli   75   76    Hajó   D11   ,47.516914,19.050585
55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,2040.816327, Kele utca,49,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,2 room,2,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Busz   194   194B   198   900   36   236   236A   136E    Éjszakai   914   980   ,47.43464,19.17408
56,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,5357.142857, Október 6. utca,140,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   2    Metró   M1   M2   M3    Busz   9   15   16   105   115    Éjszakai   914   914A   916   931   950   950A   990    Troli   72   73   ,47.50115,19.0507
57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,5000, Múzeum körút,44,2,-1,-1,street view,0,0,1,available,1,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,not specified,3 m or more,not specified,0,0,0,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   47   47B   48   49    Metró   M2   M3   M4    Busz   108E   5   9   15   115   133E   7   110   112   178   8E    Éjszakai   909   914   914A   916   950   950A   979   979A   973   956   990   908   907   931    Troli   83   ,47.49196,19.06092
58,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3571.428571, Kucsma utca,42,2,-1,1,garden view,1,0,0,available,1,-1,-1,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,0,3,not specified,central heating (metered),0,0,0,0,1,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,6 sqm,no loft conversion, Villamos   1   14    Busz   14   30   120   230   30A    Éjszakai   914A   914   ,47.54471,19.09223
59,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165000,2357.142857, Karinthy Frigyes út,70,5,-1,-1,street view,0,0,1,available,1,available,1,2 room,2,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,0,5,not specified,combination boiler,0,0,1,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   4   6   17   41   47   47B   48   56   56A   61    Metró   M4    Busz   6   15   33   53   58   114   133E   150   153   154   154B   212   213   214   7    Éjszakai   907   908   918   940   941   972   973   ,47.47661,19.05153
60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,3571.428571, Szarka utca,70,2,-1,1,street view,0,0,1,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,luxury,0,0,1,not specified,1,3,3 m or more,combination boiler,0,0,1,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   2   47   47B   48   49    Metró   M3   M4    Busz   9   15   115    Éjszakai   979A   979   914A   909   950   950A   914    Troli   83   ,47.48828,19.05778
61,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,2428.571429, Hajós utca,70,1,-1,1,garden view,1,0,0,not available,0,-1,-1,3 room,3,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,2,not specified,not specified,0,0,0,0,0,no,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   4   6    Metró   M1   M3    Busz   6   9   105    Éjszakai   914   914A   923   931   950   950A   979    Troli   70   72   73   78   ,47.50375,19.05801
62,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175000,2500, Kisfaludy utca 3,70,1,-1,1,not specified,0,0,0,available,1,-1,-1,3 room,3,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,1,not specified,not specified,central heating (metered),0,0,0,0,1,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,yes,-1,not specified, Villamos   4   6    Busz   6   9    Éjszakai   923   909    Troli   83   ,47.488808,19.071962
63,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,3382.352941, Angyalföld,68,1,-1,1,garden view,1,0,0,available,1,available,1,3 room,3,0,newly built,1,0,0,0,0,0,luxury,0,0,1,not specified,1,not specified,less than 3 m,central heating (metered),0,0,0,0,1,yes,together,0,1,Southwest,0,0,0,0,0,0,1,0,not specified,4 sqm,not specified,-1,47.538097,19.08208
64,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,2916.666667, Attila út 2,72,4,-1,1,street view,0,0,1,available,1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,5,3 m or more,combination boiler,0,0,1,0,0,no,separate,1,0,Northeast,0,0,0,0,1,0,0,0,not specified,-1,not specified, Villamos   19   41   56   56A    Busz   5   16   178    Éjszakai   916   956   ,47.493282,19.0397
65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2884.615385, Ferenc körút,52,2,-1,1,street view,0,0,1,available,1,-1,-1,2 room,2,0,in good condition,0,1,0,0,0,0,full comfort,0,1,0,not specified,0,not specified,less than 3 m,central heating,0,0,0,0,1,not specified,separate,1,0,West,0,0,0,1,0,0,0,0,not specified,-1,not specified, Villamos   2   24G   4   6   37   37A   51   51A    Metró   M3    Busz   6   15   23   54   55   115   212   23E    Éjszakai   914   914A   918   923   950   950A   979   979A    Troli   83    Hajó   D11   ,47.482708,19.068409
66,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180000,3272.727273, Futó utca,55,4,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,1,6,less than 3 m,central heating (metered),0,0,0,0,1,yes,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,7 sqm,no loft conversion, Villamos   4   6    Metró   M3    Busz   6   9    Éjszakai   914   914A   923   950   950A   909    Troli   83   ,47.48688,19.0745
67,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129900,2598, Huszti út,50,2,-1,1,panoramic,0,1,0,available,1,-1,-1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,10,not specified,district heating (metered),0,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,4 sqm,not specified, Hév   H5    Busz   34   106   118   134   H5    Éjszakai   918   923   934   ,47.55502,19.041195
68,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969630,5771.607143, Bimbó út,168,2,-1,1,panoramic,0,1,0,available,1,available,1,4 room,4,0,mint,0,0,0,0,0,1,luxury,0,0,1,CC,1,3,not specified,házközponti egyedi méréssel,0,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,13 sqm,no loft conversion, Busz   11   91   111   291   191    Éjszakai   931   ,47.517258,19.023384
69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,2985.074627, Angyalföld,67,3,-1,1,garden view,1,0,0,available,1,-1,-1,3 room,3,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,0,not specified,not specified,central heating (metered),0,0,0,0,1,yes,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,8 sqm,not specified,-1,47.538097,19.08208
70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,3333.333333, Besnyői utca,42,2,-1,1,garden view,1,0,0,available,1,-1,-1,1 + 1 half room,1,1,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,1,4,not specified,central heating,0,0,0,0,1,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   1    Éjszakai   901   918   937    Troli   75   77   ,47.504112,19.107637
71,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323210,3715.057471, Felvinci út,87,3,-1,1,panoramic,0,1,0,available,1,-1,-1,3 room,3,0,mint,0,0,0,0,0,1,double comfort,1,0,0,not specified,0,4,not specified,combination boiler,0,0,1,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Busz   11   111   149    Éjszakai   931   ,47.51631,19.01792
72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193926,5103.315789, Meder utca 8,38,1,-1,1,panoramic,0,1,0,available,1,available,1,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,CC,1,7,less than 3 m,central heating (metered),0,0,0,0,1,yes,together,0,1,Southwest,0,0,0,0,0,0,1,0,yes,25 sqm,no loft conversion, Hajó   D11   ,47.54945,19.067818
73,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155000,4558.823529, Jósika utca 24,34,mezzanine floor,-1,1,garden view,1,0,0,not available,0,-1,-1,1 room,1,0,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,not specified,3 m or more,combination boiler,0,0,1,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Troli   70   73   74   76   78   ,47.50587,19.072077
74,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2678.571429, Baranyai utca,56,1,-1,1,garden view,1,0,0,available,1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,5,less than 3 m,district heating (metered),0,0,0,0,0,not specified,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,6 sqm,not specified, Villamos   4   17   41   47   47B   48   56    Metró   M4    Busz   133E   15   33   53   58   150   153   154   154B   212    Éjszakai   973   918   ,47.47217,19.0486
75,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,1829.268293, Szervita tér,82,4,-1,1,street view,0,0,1,available,1,-1,-1,2 + 1 half room,2,1,in good condition,0,1,0,0,0,0,not specified,0,0,0,not specified,0,5,not specified,central heating,0,0,0,0,1,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   2   47   47B   48   49    Metró   M1   M2   M3    Busz   7   9   15   105   108E   115   133E   5   16   110   112   178   8E    Éjszakai   907   908   909   914   914A   916   931   950   950A   956   973   979   979A   990    Hajó   D11   ,47.49513,19.05284
76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000,3454.545455, Visegrádi utca,55,4,-1,1,street view,0,0,1,available,1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,5,less than 3 m,combination boiler,0,0,1,0,0,no,together,0,1,Southeast,0,0,0,0,0,0,0,1,no,-1,no loft conversion, Villamos   14    Metró   M3    Busz   14   15   115    Éjszakai   914   914A   950   950A    Troli   75   76   ,47.517223,19.057398
77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,3200, Blaha Lujza tér,50,3,-1,1,street view,0,0,1,available,1,available,1,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,BB,1,5,less than 3 m,central heating,0,0,0,0,1,yes,separate,1,0,Southwest,0,0,0,0,0,0,1,0,no,-1,no loft conversion, Villamos   28   28A   37   37A   4   6   62    Metró   M2    Busz   108E   5   6   7   110   112   133E   178   217E   7E   8E   99    Éjszakai   973   990   956   908   907   931   923   916    Troli   74   ,47.49617,19.06904
78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,4218.75, Hőgyes Endre utca,32,ground floor,-1,-1,garden view,1,0,0,not available,0,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,3,not specified,combination boiler,0,0,1,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   4   6    Metró   M3    Busz   6   15   115    Éjszakai   914   914A   923   950   950A   979   979A    Troli   83   ,47.48546,19.06796
79,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3846.153846, Radnóti Miklós utca,39,2,-1,1,street view,0,0,1,available,1,available,1,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,not specified,less than 3 m,central heating,0,0,0,0,1,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,no,5 sqm,no loft conversion, Villamos   4   6    Busz   6   9   15   91   115   191   291    Éjszakai   923   934   931    Troli   75   76   ,47.51507,19.05305
80,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,4210.526316, Nádasdy utca 14,38,3,-1,1,street view,0,0,1,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,9,less than 3 m,central heating (metered),0,0,0,0,1,no,together,0,1,not specified,0,0,0,0,0,0,0,0,no,6 sqm,not specified, Villamos   2   24   37   37A   51   51A    Éjszakai   923   ,47.47219,19.078844
81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135000,3068.181818, Öv utca 133,44,4,-1,1,street view,0,0,1,available,1,not available,0,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,AA,0,8,less than 3 m,central heating (metered),0,0,0,0,1,yes,together,0,1,Southwest,0,0,0,0,0,0,1,0,no,5 sqm,no loft conversion, Busz   277   7   8E   108E    Éjszakai   979    Troli   77   ,47.52952,19.127375
82,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,2459.016393, Mosoly utca 36,61,2,-1,1,street view,0,0,1,not available,0,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,DD,0,2,less than 3 m,natural gas (convector),1,0,0,0,0,no,separate,1,0,Southwest,0,0,0,0,0,0,1,0,no,8 sqm,top floor, Busz   105   120   ,47.545757,19.080118
83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,2857.142857, Angyalföld,70,5,-1,1,panoramic,0,1,0,available,1,-1,-1,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,0,not specified,not specified,central heating (metered),0,0,0,0,1,yes,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,8 sqm,not specified,-1,47.538097,19.08208
84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,2857.142857, Angyalföld,77,4,-1,1,garden view,1,0,0,available,1,-1,-1,3 room,3,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,0,not specified,not specified,central heating (metered),0,0,0,0,1,yes,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,10 sqm,not specified,-1,47.538097,19.08208
85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220000,3055.555556, Angyalföld,72,5,-1,1,garden view,1,0,0,available,1,-1,-1,3 room,3,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,0,not specified,not specified,central heating (metered),0,0,0,0,1,yes,separate,1,0,not specified,0,0,0,0,0,0,0,0,not specified,7 sqm,not specified,-1,47.538097,19.08208
86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170000,4250, Margit körút,40,7,-1,1,panoramic,0,1,0,available,1,available,1,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,7,not specified,central heating,0,0,0,0,1,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,no,-1,penthouse, Villamos   4   6   17    Busz   6   11   39   111   191   91   291    Éjszakai   931   960   990   ,47.510876,19.031294
87,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230000,4791.666667, Ráday utca,48,ground floor,-1,1,garden view,1,0,0,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,4,3 m or more,combination boiler,0,0,1,0,0,no,separate,1,0,Southeast,0,0,0,0,0,0,0,1,no,-1,no loft conversion, Villamos   2   4   6    Busz   6   15   115    Éjszakai   923   979   979A    Troli   83   ,47.48512,19.06454
88,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660000,7764.705882, Székely Mihály utca 7,85,5,-1,1,panoramic,0,1,0,available,1,available,1,3 room,3,0,mint,0,0,0,0,0,1,full comfort,0,1,0,AA++,1,6,less than 3 m,gáz (cirko),1,0,0,0,0,no,separate and together too,1,0,West,0,0,0,1,0,0,0,0,no,64 sqm,loft conversion, Metró   M1    Busz   9   105    Éjszakai   914   914A   931   950   950A   979    Troli   70   72   73   78   ,47.50071,19.059265
89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185000,3363.636364, Corvin sétány 2,55,6,-1,-1,panoramic,0,1,0,available,1,available,1,2 room,2,0,newly built,1,0,0,0,0,0,luxury,0,0,1,not specified,1,9,less than 3 m,central heating,0,0,0,0,1,not specified,separate,1,0,Southwest,0,0,0,0,0,0,1,0,no,3 sqm,no loft conversion, Metró   M3    Éjszakai   914   914A   950   950A   ,47.48588,19.075373
90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,4166.666667, Balaton utca,60,mezzanine floor,-1,1,street view,0,0,1,available,1,available,1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,luxury,0,0,1,not specified,1,5,less than 3 m,central heating,0,0,0,0,1,yes,separate,1,0,South,0,1,0,0,0,0,0,0,no,-1,not specified, Villamos   2   4   6    Busz   6   9   15   91   115   191   291    Éjszakai   923   934   931    Troli   75   76   ,47.51121,19.050098
91,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198000,3245.901639, Hegedűs Gyula utca 30,61,4,-1,1,garden view,1,0,0,available,1,not available,0,3 room,3,0,renovated,0,0,1,0,0,0,full bath,0,0,0,not specified,1,4,less than 3 m,combination boiler,0,0,1,0,0,not specified,together,0,1,Northeast,0,0,0,0,1,0,0,0,not specified,-1,top floor, Busz   15   115    Éjszakai   914   914A   950    Troli   75   76   ,47.516415,19.055246
92,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,3548.387097, Herminamező,31,mezzanine floor,-1,1,garden view,1,0,0,available,1,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,4,3 m or more,natural gas (convector),1,0,0,0,0,no,separate,1,0,East,0,0,1,0,0,0,0,0,no,-1,no loft conversion,-1,47.51863,19.09997
93,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,3787.878788, Bartók Béla út,33,mezzanine floor,-1,1,street view,0,0,1,not available,0,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,3,not specified,natural gas (convector),1,0,0,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   6   17   19   41   47   47B   48   49   56   56A   61    Metró   M4    Busz   6   33   114   133E   7   213   214    Éjszakai   907   908   940   941   972   973   ,47.48003,19.051895
94,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320000,6666.666667, Meder utca,48,1,-1,1,panoramic,0,1,0,available,1,available,1,2 room,2,0,mint,0,0,0,0,0,1,luxury,0,0,1,not specified,1,8,less than 3 m,fan-coil,0,0,0,0,0,yes,separate,1,0,Southwest,0,0,0,0,0,0,1,0,yes,90 sqm,not specified, Metró   M3    Busz   15   105    Éjszakai   950   950A    Hajó   D11   ,47.549168,19.069292
95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,3174.603175, Görgey Artúr utca,63,not specified,-1,-1,not specified,0,0,0,not specified,-1,-1,-1,1 + 2 half room,1,2,not specified,0,0,0,0,0,0,not specified,0,0,0,not specified,0,not specified,not specified,not specified,0,0,0,0,0,not specified,not specified,-1,-1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   12   14    Busz   12   14   96   121   ,47.5654,19.105537
96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000,3333.333333, Emőd utca,60,ground floor,-1,1,not specified,0,0,0,not specified,-1,-1,-1,1 + 2 half room,1,2,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,2,less than 3 m,combination boiler,0,0,1,0,0,not specified,not specified,-1,-1,West,0,0,0,1,0,0,0,0,not specified,3 sqm,no loft conversion, Hév   H5    Busz   34   106   134   H5    Éjszakai   923   934   ,47.57613,19.05324
