Unnamed: 0,poi shape,poi type,coordinate,shop_types
8388,Point,shoes,"[18.9433442, 47.4544899]","Clothing, shoes, accessories"
8389,Point,shoes,"[18.942304, 47.4544231]","Clothing, shoes, accessories"
8390,Point,convenience,"[18.938647, 47.4594668]","food, beverages"
8391,Point,convenience,"[18.9392411, 47.4579469]","food, beverages"
8392,Point,doityourself,"[19.0368327, 47.5251787]",others
8393,Point,doityourself,"[19.0368285, 47.5251276]",others
8394,Point,florist,"[19.0368461, 47.525215]",others
8395,Point,tyres,"[19.3412826, 47.49108]",others
8396,Point,bakery,"[19.0380368, 47.528011]","food, beverages"
8397,Point,gift,"[19.0907292, 47.5601893]","Stationery, gifts, books, newspapers"
8398,Point,gift,"[19.090917, 47.5601676]","Stationery, gifts, books, newspapers"
8399,Point,clothes,"[19.0938273, 47.5597562]","Clothing, shoes, accessories"
8400,Point,hairdresser,"[19.0928577, 47.5603589]",Beauty
8401,Point,books,"[19.0918559, 47.5600259]","Stationery, gifts, books, newspapers"
8402,Point,clothes,"[19.0894083, 47.5603299]","Clothing, shoes, accessories"
8403,Point,bakery,"[19.3424357, 47.4929647]","food, beverages"
8404,Point,convenience,"[19.3443878, 47.4935279]","food, beverages"
8405,Point,beverages,"[19.3262273, 47.5051468]","food, beverages"
8406,Point,beauty,"[19.3271894, 47.5053215]",Beauty
8407,Point,florist,"[18.9413267, 47.460348]",others
8408,Point,hairdresser,"[18.941595, 47.4595319]",Beauty
8409,Point,hairdresser,"[18.9413254, 47.4567409]",Beauty
8410,Point,greengrocer,"[18.9403907, 47.4575698]","food, beverages"
8411,Point,hairdresser,"[18.9408761, 47.4574609]",Beauty
8412,Point,convenience,"[18.9416969, 47.4596951]","food, beverages"
8413,Point,books,"[18.9421046, 47.4589262]","Stationery, gifts, books, newspapers"
8414,Point,convenience,"[18.941426, 47.4569395]","food, beverages"
8415,Point,tobacco,"[18.9408347, 47.4573537]",others
8416,Point,beauty,"[18.9404102, 47.4579105]",Beauty
8417,Point,beauty,"[18.9406912, 47.4596459]",Beauty
8418,Point,tailor,"[18.9416192, 47.4594754]","Clothing, shoes, accessories"
8419,Point,tobacco,"[19.1528527, 47.6265437]",others
8420,Point,tobacco,"[19.1559856, 47.6247956]",others
8421,Point,greengrocer,"[19.1388114, 47.6295124]","food, beverages"
8422,Point,butcher,"[19.1387347, 47.6295211]","food, beverages"
8423,Point,butcher,"[19.134031, 47.6302061]","food, beverages"
8424,Point,curtain,"[19.1547558, 47.6259573]",others
8425,Point,pastry,"[19.1540031, 47.6262123]","food, beverages"
8426,Point,pastry,"[19.1294626, 47.6392063]","food, beverages"
8427,Point,hairdresser,"[19.157473, 47.6336782]",Beauty
8428,Point,beauty,"[18.9665156, 47.3397569]",Beauty
8429,Point,hairdresser,"[18.9665512, 47.3398208]",Beauty
8430,Point,bakery,"[18.966585, 47.3398884]","food, beverages"
8431,Point,greengrocer,"[18.9657458, 47.3400426]","food, beverages"
8432,Point,department_store,"[19.0024245, 47.3338074]",Department Store
8433,Point,department_store,"[19.0009928, 47.3344642]",Department Store
8434,Point,electronics,"[19.0032337, 47.3311136]",others
8435,Point,fashion,"[19.0056403, 47.3297337]","Clothing, shoes, accessories"
8436,Point,car_repair,"[18.9652457, 47.3313226]",others
8437,Point,electronics,"[18.9617715, 47.321718]",others
8438,Point,furniture,"[18.9960723, 47.3385711]",others
8439,Point,tobacco,"[18.9974916, 47.3387578]",others
8440,Point,department_store,"[18.996324, 47.3388905]",Department Store
8441,Point,furniture,"[18.9965803, 47.3391823]",others
8442,Point,fashion,"[18.9956086, 47.3380727]","Clothing, shoes, accessories"
8443,Point,hairdresser,"[19.1938198, 47.5119416]",Beauty
8444,Point,hairdresser,"[19.1938788, 47.5119706]",Beauty
8445,Point,clothes,"[19.0528622, 47.4968452]","Clothing, shoes, accessories"
8446,Point,car,"[18.982243, 47.4451683]",others
8447,Point,bakery,"[19.043813, 47.4632264]","food, beverages"
8448,Point,florist,"[19.0300535, 47.4827307]",others
8449,Point,greengrocer,"[19.0299881, 47.482771]","food, beverages"
8450,Point,department_store,"[18.9259552, 47.3791885]",Department Store
8451,Point,greengrocer,"[18.8837994, 47.4134526]","food, beverages"
8452,Point,convenience,"[19.0797834, 47.4785728]","food, beverages"
8453,Point,convenience,"[19.1390231, 47.477266]","food, beverages"
8454,Point,cosmetics,"[19.0512543, 47.4607143]",Beauty
8455,Point,convenience,"[19.1368854, 47.48101]","food, beverages"
8456,Point,pastry,"[19.0194317, 47.5044928]","food, beverages"
8457,Point,craft,"[19.0435254, 47.4766654]","Art, music, hobbies"
8458,Point,convenience,"[19.0517671, 47.4969388]","food, beverages"
8459,Point,beauty,"[19.0537068, 47.5109402]",Beauty
8460,Point,convenience,"[19.0656867, 47.5012766]","food, beverages"
8461,Point,convenience,"[19.0584554, 47.4981196]","food, beverages"
8462,Point,convenience,"[19.0558809, 47.497497]","food, beverages"
8463,Point,gift,"[19.0613791, 47.5074466]","Stationery, gifts, books, newspapers"
8464,Point,kiosk,"[18.9785137, 47.5310217]",Convenience shop
8465,Point,beauty,"[19.0023017, 47.4657009]",Beauty
8466,Point,hardware,"[19.0868059, 47.4797375]",others
8467,Point,books,"[19.0235934, 47.4908036]","Stationery, gifts, books, newspapers"
8468,Point,shoes,"[19.0235653, 47.4904409]","Clothing, shoes, accessories"
8469,Point,clothes,"[19.0237457, 47.4904513]","Clothing, shoes, accessories"
8470,Point,confectionery,"[19.0237343, 47.4906365]","food, beverages"
8471,Point,supermarket,"[19.0076825, 47.3280759]",Supermarket
8472,Point,car_parts,"[19.0022615, 47.3337268]",others
8473,Point,florist,"[19.071374, 47.4895893]",others
8474,Point,convenience,"[18.9134984, 47.4414449]","food, beverages"
8475,Point,motorcycle,"[18.9128786, 47.4422907]",others
8476,Point,garden_centre,"[19.0079585, 47.4618848]",others
8477,Point,hairdresser,"[19.2738329, 47.4817265]",Beauty
8478,Point,furniture,"[19.1600101, 47.4479588]",others
8479,Point,shoes,"[19.0500771, 47.4964009]","Clothing, shoes, accessories"
8480,Point,greengrocer,"[18.9621121, 47.4614778]","food, beverages"
8481,Point,laundry,"[19.0292963, 47.4955479]",Laundry
8482,Point,wine,"[19.2011414, 47.5056191]",others
8483,Point,tobacco,"[19.0056679, 47.4643086]",others
8484,Point,clothes,"[19.0058892, 47.466533]","Clothing, shoes, accessories"
8485,Point,pawnbroker,"[19.0057397, 47.4665571]",others
8486,Point,wine,"[19.0058879, 47.4664722]",others
8487,Point,clothes,"[19.0058085, 47.466588]","Clothing, shoes, accessories"
8488,Point,second_hand,"[19.0056653, 47.4665418]","Discount store, charity"
8489,Point,mobile_phone,"[19.0060183, 47.4665903]",others
8490,Point,hairdresser,"[19.0061299, 47.4665979]",Beauty
8491,Point,jewelry,"[19.0060159, 47.4665141]","Clothing, shoes, accessories"
8492,Point,gift,"[19.0058014, 47.4667028]","Stationery, gifts, books, newspapers"
8493,Point,stationery,"[19.0056955, 47.4666397]","Stationery, gifts, books, newspapers"
8494,Point,clothes,"[19.006046, 47.4665705]","Clothing, shoes, accessories"
8495,Point,toys,"[19.0058715, 47.4668012]",others
8496,Point,clothes,"[19.0059955, 47.4665312]","Clothing, shoes, accessories"
8497,Point,sports,"[19.0062361, 47.4666081]",others
8498,Point,fireplace,"[19.005973, 47.4669418]",others
8499,Point,travel_agency,"[19.0060042, 47.4668084]",Travel Agency
8500,Point,supermarket,"[19.0060983, 47.4666125]",Supermarket
8501,Point,clothes,"[19.006148, 47.4666832]","Clothing, shoes, accessories"
8502,Point,clothes,"[19.0057621, 47.4667673]","Clothing, shoes, accessories"
8503,Point,optician,"[19.0057307, 47.4666268]",Health
8504,Point,dry_cleaning,"[19.0059993, 47.4667582]",others
8505,Point,furniture,"[19.0059031, 47.4668254]",others
8506,Point,beauty,"[19.0058612, 47.4664358]",Beauty
8507,Point,books,"[19.0058024, 47.4665565]","Stationery, gifts, books, newspapers"
8508,Point,chemist,"[19.006084, 47.4667091]",Beauty
8509,Point,pastry,"[19.1150835, 47.4477978]","food, beverages"
8510,Point,pet,"[18.897393, 47.4152664]",others
8511,Point,clothes,"[19.0269735, 47.5087246]","Clothing, shoes, accessories"
8512,Point,beauty,"[19.0502636, 47.515113]",Beauty
8513,Point,beauty,"[19.141542, 47.5118609]",Beauty
8514,Point,supermarket,"[19.0587474, 47.5046736]",Supermarket
8515,Point,optician,"[19.216515, 47.4298624]",Health
8516,Point,clothes,"[19.0587023, 47.513795]","Clothing, shoes, accessories"
8517,Point,clothes,"[19.0588103, 47.5139753]","Clothing, shoes, accessories"
8518,Point,clothes,"[19.0585306, 47.5135764]","Clothing, shoes, accessories"
8519,Point,pet_grooming,"[19.0725037, 47.4318024]",others
8520,Point,car_parts,"[18.982465, 47.445278]",others
8521,Point,alcohol,"[19.0218523, 47.4912902]","food, beverages"
8522,Point,convenience,"[18.9613575, 47.4619698]","food, beverages"
8523,Point,dog_grooming,"[19.0112578, 47.4602641]",others
8524,Point,dog_grooming,"[19.029582, 47.4825118]",others
8525,Point,dog_grooming,"[19.0637187, 47.5113652]",others
8526,Point,dog_grooming,"[19.1028171, 47.4398362]",others
8527,Point,dog_grooming,"[19.0560071, 47.5153911]",others
8528,Point,dog_grooming,"[19.0368261, 47.5389554]",others
8529,Point,newsagent,"[19.0563462, 47.4940038]","Stationery, gifts, books, newspapers"
8530,Point,yes,"[18.9932205, 47.4973671]",others
8531,Point,kiosk,"[19.0887413, 47.4863773]",Convenience shop
8532,Point,dog_grooming,"[19.0368283, 47.4565413]",others
8533,Point,bathroom_furnishing,"[18.9606901, 47.4551703]",others
8534,Point,books,"[19.0244505, 47.5064561]","Stationery, gifts, books, newspapers"
8535,Point,florist,"[19.0534666, 47.4762009]",others
8536,Point,greengrocer,"[18.9985165, 47.3243676]","food, beverages"
8537,Point,convenience,"[19.1714225, 47.5305718]","food, beverages"
8538,Point,farm,"[19.1761522, 47.5324899]","food, beverages"
8539,Point,greengrocer,"[19.1779273, 47.533232]","food, beverages"
8540,Point,sports,"[19.0084199, 47.4992621]",others
8541,Point,bicycle,"[19.0501902, 47.4734831]",others
8542,Point,convenience,"[19.0203251, 47.5133637]","food, beverages"
8543,Point,convenience,"[19.0505242, 47.512539]","food, beverages"
8544,Point,hardware,"[19.055363, 47.5091214]",others
8545,Point,convenience,"[19.0472111, 47.4668205]","food, beverages"
8546,Point,supermarket,"[19.0642542, 47.5260135]",Supermarket
8547,Point,greengrocer,"[19.0929464, 47.3465945]","food, beverages"
8548,Point,tobacco,"[19.0928293, 47.346941]",others
8549,Point,confectionery,"[19.1465256, 47.4566821]","food, beverages"
8550,Point,car_repair,"[18.9592535, 47.4586979]",others
8551,Point,ticket,"[19.0964764, 47.3527741]","Stationery, gifts, books, newspapers"
8552,Point,florist,"[19.0953966, 47.3527552]",others
8553,Point,clothes,"[19.0769327, 47.4776924]","Clothing, shoes, accessories"
8554,Point,clothes,"[19.0756759, 47.5441641]","Clothing, shoes, accessories"
8555,Point,hardware,"[19.0668008, 47.5232156]",others
8556,Point,doityourself,"[19.06685, 47.5233259]",others
8557,Point,appliance,"[19.0484195, 47.4736545]",others
8558,Point,gift,"[19.0580886, 47.4775221]","Stationery, gifts, books, newspapers"
8559,Point,beauty,"[19.0174133, 47.4936982]",Beauty
8560,Point,bakery,"[19.0795802, 47.4822582]","food, beverages"
8561,Point,confectionery,"[19.0529513, 47.492829]","food, beverages"
8562,Point,tobacco,"[19.0787386, 47.4825564]",others
8563,Point,books,"[19.0794051, 47.4823307]","Stationery, gifts, books, newspapers"
8564,Point,convenience,"[19.0796867, 47.4822247]","food, beverages"
8565,Point,bakery,"[19.0923346, 47.4870965]","food, beverages"
8566,Point,electronics,"[19.0625322, 47.5192266]",others
8567,Point,electronics,"[19.0278841, 47.507788]",others
8568,Point,electronics,"[19.0780171, 47.5276226]",others
8569,Point,bakery,"[19.0682646, 47.4821243]","food, beverages"
8570,Point,second_hand,"[19.0705458, 47.487003]","Discount store, charity"
8571,Point,mobile_phone,"[19.0704559, 47.4864475]",others
8572,Point,gift,"[19.07001, 47.4867778]","Stationery, gifts, books, newspapers"
8573,Point,clothes,"[19.0487899, 47.4749723]","Clothing, shoes, accessories"
8574,Point,trade,"[18.9666608, 47.4487371]",others
8575,Point,bakery,"[19.0829541, 47.5013122]","food, beverages"
8576,Point,bakery,"[19.0683446, 47.422089]","food, beverages"
8577,Point,bakery,"[19.0986756, 47.3978127]","food, beverages"
8578,Point,bakery,"[19.0629879, 47.3316218]","food, beverages"
8579,Point,bakery,"[19.0803196, 47.4875333]","food, beverages"
8580,Point,bakery,"[19.0868051, 47.4893839]","food, beverages"
8581,Point,bakery,"[19.0826932, 47.4931179]","food, beverages"
8582,Point,greengrocer,"[19.0745678, 47.4815763]","food, beverages"
8583,Point,paint,"[19.0221905, 47.5058169]",others
8584,Point,bakery,"[19.2406488, 47.4829585]","food, beverages"
8585,Point,bakery,"[19.1897484, 47.4385232]","food, beverages"
8586,Point,bakery,"[19.1784718, 47.4430291]","food, beverages"
8587,Point,bakery,"[19.2437884, 47.4675286]","food, beverages"
8588,Point,bakery,"[19.1339578, 47.4385143]","food, beverages"
8589,Point,bakery,"[19.1344897, 47.4385176]","food, beverages"
8590,Point,bakery,"[19.2405054, 47.4831959]","food, beverages"
8591,Point,tailor,"[19.0647216, 47.5039413]","Clothing, shoes, accessories"
8592,Point,toys,"[19.1129053, 47.6085223]",others
8593,Point,furniture,"[19.1128007, 47.6083071]",others
8594,Point,bakery,"[19.0432028, 47.5489928]","food, beverages"
8595,Point,bakery,"[19.0232911, 47.5082531]","food, beverages"
8596,Point,bakery,"[19.0167687, 47.5725591]","food, beverages"
8597,Point,tobacco,"[19.0679796, 47.5022763]",others
8598,Point,convenience,"[19.0682847, 47.502458]","food, beverages"
8599,Point,bakery,"[19.050908, 47.5177574]","food, beverages"
8600,Point,bakery,"[19.0431848, 47.5489944]","food, beverages"
8601,Point,bakery,"[19.1624163, 47.6202199]","food, beverages"
8602,Point,hardware,"[19.0783903, 47.4892388]",others
8603,Point,supermarket,"[19.0342279, 47.5106935]",Supermarket
8604,Point,supermarket,"[19.0580215, 47.5086775]",Supermarket
8605,Point,butcher,"[19.0914921, 47.3547274]","food, beverages"
8606,Point,convenience,"[19.0848727, 47.3552683]","food, beverages"
8607,Point,car_repair,"[19.2790759, 47.5377594]",others
8608,Point,convenience,"[19.077345, 47.4944768]","food, beverages"
8609,Point,greengrocer,"[19.075508, 47.4949812]","food, beverages"
8610,Point,bakery,"[19.0761954, 47.4948645]","food, beverages"
8611,Point,pet,"[19.0324809, 47.4644299]",others
8612,Point,pastry,"[18.9630297, 47.4611865]","food, beverages"
8613,Point,bakery,"[19.0325429, 47.5106523]","food, beverages"
8614,Point,florist,"[19.0731374, 47.479245]",others
8615,Point,computer,"[19.0339713, 47.5068499]",others
8616,Point,convenience,"[19.0148904, 47.5185186]","food, beverages"
8617,Point,optician,"[19.0409132, 47.5425087]",Health
8618,Point,stationery,"[19.0408407, 47.5425468]","Stationery, gifts, books, newspapers"
8619,Point,tyres,"[18.9515918, 47.4572672]",others
8620,Point,car_repair,"[18.9515462, 47.4572581]",others
8621,Point,butcher,"[18.9514369, 47.457664]","food, beverages"
8622,Point,travel_agency,"[19.3488757, 47.6011059]",Travel Agency
8623,Point,electronics,"[19.0639167, 47.5252291]",others
8624,Point,pastry,"[18.9802595, 47.4628763]","food, beverages"
8625,Point,stationery,"[18.955726, 47.4602665]","Stationery, gifts, books, newspapers"
8626,Point,hairdresser,"[18.9532346, 47.4581014]",Beauty
8627,Point,bakery,"[19.0924586, 47.4872654]","food, beverages"
8628,Point,bakery,"[19.3468456, 47.60392]","food, beverages"
8629,Point,herbalist,"[19.051014, 47.5143962]",Health
8630,Point,bakery,"[19.1899036, 47.4386536]","food, beverages"
8631,Point,games,"[19.0388204, 47.5289133]","Art, music, hobbies"
8632,Point,deli,"[19.0392087, 47.5272463]","food, beverages"
8633,Point,confectionery,"[19.0623841, 47.5056617]","food, beverages"
8634,Point,car_parts,"[19.1096551, 47.5798854]",others
8635,Point,confectionery,"[19.0574068, 47.4967727]","food, beverages"
8636,Point,books,"[19.0575013, 47.4775343]","Stationery, gifts, books, newspapers"
8637,Point,bakery,"[19.1903888, 47.447187]","food, beverages"
8638,Point,sports,"[19.0394475, 47.4743252]",others
8639,Point,bakery,"[19.0094099, 47.4996928]","food, beverages"
8640,Point,beauty,"[19.0325352, 47.5140609]",Beauty
8641,Point,hairdresser,"[19.0306483, 47.5135183]",Beauty
8642,Point,bakery,"[19.2230234, 47.3758029]","food, beverages"
8643,Point,sports,"[19.0524302, 47.4625082]",others
8644,Point,bakery,"[19.218851, 47.4286646]","food, beverages"
8645,Point,bakery,"[19.3514141, 47.443453]","food, beverages"
8646,Point,bakery,"[19.2229999, 47.3757596]","food, beverages"
8647,Point,doityourself,"[19.0931786, 47.5621512]",others
8648,Point,shoes,"[18.8823336, 47.4133008]","Clothing, shoes, accessories"
8649,Point,chemist,"[18.8827495, 47.4133869]",Beauty
8650,Point,stationery,"[19.0493342, 47.4748524]","Stationery, gifts, books, newspapers"
8651,Point,convenience,"[19.2280339, 47.5269035]","food, beverages"
8652,Point,convenience,"[19.2266801, 47.5279694]","food, beverages"
8653,Point,convenience,"[18.9908762, 47.4044789]","food, beverages"
8654,Point,optician,"[18.8828293, 47.4136541]",Health
8655,Point,lottery,"[18.8824914, 47.4133986]","Stationery, gifts, books, newspapers"
8656,Point,mobile_phone,"[18.8826442, 47.4135833]",others
8657,Point,jewelry,"[18.8827435, 47.4136196]","Clothing, shoes, accessories"
8658,Point,car_repair,"[19.11504, 47.5245073]",others
8659,Point,mobile_phone,"[18.9114797, 47.6205112]",others
8660,Point,lottery,"[18.911461, 47.6205564]","Stationery, gifts, books, newspapers"
8661,Point,tyres,"[18.9260845, 47.4603812]",others
8662,Point,convenience,"[19.3874118, 47.5484085]","food, beverages"
8663,Point,florist,"[19.0172516, 47.4930622]",others
8664,Point,tobacco,"[19.0818117, 47.4935438]",others
8665,Point,convenience,"[19.0817431, 47.4935542]","food, beverages"
8666,Point,convenience,"[19.081475, 47.4936162]","food, beverages"
8667,Point,jewelry,"[19.0811719, 47.4936881]","Clothing, shoes, accessories"
8668,Point,dry_cleaning,"[19.0807863, 47.4937718]",others
8669,Point,pastry,"[19.0806862, 47.4937944]","food, beverages"
8670,Point,tailor,"[19.080555, 47.4938273]","Clothing, shoes, accessories"
8671,Point,hairdresser,"[19.0799812, 47.4937923]",Beauty
8672,Point,mobile_phone,"[19.0493471, 47.55933]",others
8673,Point,mobile_phone,"[19.0493079, 47.5592346]",others
8674,Point,fishing,"[19.0463301, 47.5572647]",others
8675,Point,furniture,"[18.8608565, 47.4749294]",others
8676,Point,yes,"[19.0339878, 47.4631923]",others
8677,Point,mobile_phone,"[19.0827146, 47.5062366]",others
8678,Point,deli,"[19.0589337, 47.5158333]","food, beverages"
8679,Point,curtain,"[19.0451719, 47.477843]",others
8680,Point,beauty,"[19.0250016, 47.5097533]",Beauty
8681,Point,hairdresser,"[19.0583139, 47.5160348]",Beauty
8682,Point,fashion,"[19.0340072, 47.4632368]","Clothing, shoes, accessories"
8683,Point,bakery,"[19.0597345, 47.5171303]","food, beverages"
8684,Point,tobacco,"[19.0450826, 47.4778594]",others
8685,Point,beauty,"[18.8757274, 47.4251668]",Beauty
8686,Point,massage,"[19.0523139, 47.4767197]",Health
8687,Point,model,"[19.0315773, 47.4759551]","Art, music, hobbies"
8688,Point,beauty,"[19.0366374, 47.4456989]",Beauty
8689,Point,convenience,"[19.023714, 47.5253709]","food, beverages"
8690,Point,sports,"[19.0844624, 47.5040806]",others
8691,Point,dry_cleaning,"[19.027626, 47.5466866]",others
8692,Point,hairdresser,"[19.1224371, 47.4578502]",Beauty
8693,Point,bakery,"[18.959683, 47.4568793]","food, beverages"
8694,Point,mobile_phone,"[19.0712673, 47.4916414]",others
8695,Point,watches,"[19.071012, 47.4897541]","Clothing, shoes, accessories"
8696,Point,tobacco,"[19.0710391, 47.4900044]",others
8697,Point,clothes,"[19.071179, 47.4908501]","Clothing, shoes, accessories"
8698,Point,sports,"[19.0710707, 47.4902265]",others
8699,Point,mobile_phone,"[19.0711946, 47.4910079]",others
8700,Point,fabric,"[19.0710465, 47.4900566]","Clothing, shoes, accessories"
8701,Point,convenience,"[19.0709856, 47.4895977]","food, beverages"
8702,Point,bag,"[19.0710188, 47.4897941]","Clothing, shoes, accessories"
8703,Point,variety_store,"[19.0710539, 47.4901085]","Discount store, charity"
8704,Point,optician,"[19.0713229, 47.4921744]",Health
8705,Point,beauty,"[19.0712021, 47.4910842]",Beauty
8706,Point,hunting,"[19.0712325, 47.4914688]",others
8707,Point,pawnbroker,"[19.0712143, 47.4913002]",others
8708,Point,cosmetics,"[19.0711638, 47.4906953]",Beauty
8709,Point,interior_decoration,"[19.0712962, 47.491869]",others
8710,Point,mobile_phone,"[19.0712277, 47.4914079]",others
8711,Point,bakery,"[19.347051, 47.6054514]","food, beverages"
8712,Point,beauty,"[19.0384527, 47.447735]",Beauty
8713,Point,watches,"[19.07138, 47.4933727]","Clothing, shoes, accessories"
8714,Point,car_repair,"[19.0585076, 47.5180925]",others
8715,Point,bakery,"[19.0858076, 47.4796842]","food, beverages"
8716,Point,massage,"[19.0546126, 47.6007478]",Health
8717,Point,convenience,"[18.9637151, 47.4586425]","food, beverages"
8718,Point,car,"[18.9605491, 47.453224]",others
8719,Point,supermarket,"[19.0197952, 47.492511]",Supermarket
8720,Point,gift,"[19.0293078, 47.4813944]","Stationery, gifts, books, newspapers"
8721,Point,lighting,"[19.0371925, 47.521664]",others
8722,Point,shoes,"[19.0776336, 47.4979702]","Clothing, shoes, accessories"
8723,Point,car_repair,"[18.9610877, 47.4606146]",others
8724,Point,tyres,"[19.0475212, 47.3980127]",others
8725,Point,kitchen,"[19.1289661, 47.4875604]",others
8726,Point,supermarket,"[19.1289715, 47.4874661]",Supermarket
8727,Point,gift,"[19.0381374, 47.5311413]","Stationery, gifts, books, newspapers"
8728,Point,pastry,"[19.1060238, 47.5183005]","food, beverages"
8729,Point,bicycle,"[19.0662945, 47.4817481]",others
8730,Point,stationery,"[19.1068197, 47.5163257]","Stationery, gifts, books, newspapers"
8731,Point,massage,"[19.0544817, 47.5151534]",Health
8732,Point,clothes,"[18.9595711, 47.4607272]","Clothing, shoes, accessories"
8733,Point,shoes,"[19.0854858, 47.5671053]","Clothing, shoes, accessories"
8734,Point,supermarket,"[19.0593833, 47.4874913]",Supermarket
8735,Point,computer,"[19.1054616, 47.5325406]",others
8736,Point,tobacco,"[19.0928095, 47.4882677]",others
8737,Point,florist,"[19.116104, 47.4672487]",others
8738,Point,butcher,"[19.0885899, 47.4790013]","food, beverages"
8739,Point,convenience,"[19.0876595, 47.479325]","food, beverages"
8740,Point,cosmetics,"[19.1104367, 47.5170539]",Beauty
8741,Point,coffee,"[19.0732167, 47.5449401]","food, beverages"
8742,Point,sports,"[19.1546256, 47.6355125]",others
8743,Point,copyshop,"[19.026492, 47.4579366]",others
8744,Point,coffee,"[19.0569362, 47.5079867]","food, beverages"
8745,Point,confectionery,"[19.1282394, 47.5177436]","food, beverages"
8746,Point,chemist,"[19.1911494, 47.5100197]",Beauty
8747,Point,tobacco,"[19.0510648, 47.5010436]",others
8748,Point,greengrocer,"[19.1338265, 47.5243819]","food, beverages"
8749,Point,confectionery,"[19.1336214, 47.5243344]","food, beverages"
8750,Point,convenience,"[19.133384, 47.5243499]","food, beverages"
8751,Point,art,"[19.0563756, 47.4947845]","Art, music, hobbies"
8752,Point,art,"[19.0660241, 47.5073258]","Art, music, hobbies"
8753,Point,tobacco,"[19.0240879, 47.5080169]",others
8754,Point,locksmith,"[19.0219787, 47.5079505]",others
8755,Point,tobacco,"[19.0234202, 47.5078727]",others
8756,Point,gift,"[19.0518847, 47.479944]","Stationery, gifts, books, newspapers"
8757,Point,confectionery,"[19.0526352, 47.4814544]","food, beverages"
8758,Point,bakery,"[19.0508927, 47.502085]","food, beverages"
8759,Point,car_parts,"[19.1204003, 47.475115]",others
8760,Point,jewelry,"[19.055989, 47.4977747]","Clothing, shoes, accessories"
8761,Point,clothes,"[19.0554939, 47.5010644]","Clothing, shoes, accessories"
8762,Point,pastry,"[18.9887978, 47.3625493]","food, beverages"
8763,Point,convenience,"[18.9048383, 47.6186927]","food, beverages"
8764,Point,tyres,"[18.9803725, 47.5279233]",others
8765,Point,computer,"[19.1403613, 47.504379]",others
8766,Point,newsagent,"[19.1341809, 47.4157187]","Stationery, gifts, books, newspapers"
8767,Point,art,"[19.0323323, 47.5020006]","Art, music, hobbies"
8768,Point,hairdresser,"[19.0362781, 47.5147022]",Beauty
8769,Point,convenience,"[19.1413302, 47.4891292]","food, beverages"
8770,Point,beauty,"[19.144277, 47.4868905]",Beauty
8771,Point,hairdresser,"[19.143421, 47.4860525]",Beauty
8772,Point,bakery,"[19.1299721, 47.4841133]","food, beverages"
8773,Point,bakery,"[19.1310638, 47.4851483]","food, beverages"
8774,Point,beauty,"[18.9933501, 47.468362]",Beauty
8775,Point,beauty,"[18.999365, 47.5057456]",Beauty
8776,Point,greengrocer,"[19.3527308, 47.5815394]","food, beverages"
8777,Point,ticket,"[19.0549274, 47.4976657]","Stationery, gifts, books, newspapers"
8778,Point,ticket,"[19.2416592, 47.5832817]","Stationery, gifts, books, newspapers"
8779,Point,alcohol,"[19.0618501, 47.5039103]","food, beverages"
8780,Point,beauty,"[19.1104026, 47.517081]",Beauty
8781,Point,greengrocer,"[19.040189, 47.4630007]","food, beverages"
8782,Point,furniture,"[19.020703, 47.496859]",others
8783,Point,pet,"[19.020044, 47.496343]",others
8784,Point,bicycle,"[19.020157, 47.496588]",others
8785,Point,bakery,"[18.9854858, 47.3580724]","food, beverages"
8786,Point,car_repair,"[19.0019692, 47.3757642]",others
8787,Point,florist,"[19.1414137, 47.5421915]",others
8788,Point,variety_store,"[19.1412069, 47.5423189]","Discount store, charity"
8789,Point,hairdresser,"[19.1416161, 47.542264]",Beauty
8790,Point,greengrocer,"[19.1417054, 47.542101]","food, beverages"
8791,Point,bicycle,"[19.0214777, 47.4936171]",others
8792,Point,convenience,"[19.0365213, 47.5334365]","food, beverages"
8793,Point,pastry,"[19.0978713, 47.5101406]","food, beverages"
8794,Point,florist,"[19.0005958, 47.4714356]",others
8795,Point,lottery,"[19.1440348, 47.5399697]","Stationery, gifts, books, newspapers"
8796,Point,convenience,"[19.1439597, 47.5400172]","food, beverages"
8797,Point,tobacco,"[19.1439839, 47.540082]",others
8798,Point,convenience,"[19.1217219, 47.5039833]","food, beverages"
8799,Point,florist,"[19.1416673, 47.5414695]",others
8800,Point,convenience,"[19.0807373, 47.5042588]","food, beverages"
8801,Point,florist,"[19.0802906, 47.5042531]",others
8802,Point,stationery,"[19.0801699, 47.5042115]","Stationery, gifts, books, newspapers"
8803,Point,greengrocer,"[19.0799352, 47.5041127]","food, beverages"
8804,Point,hairdresser,"[19.0798306, 47.5040674]",Beauty
8805,Point,tobacco,"[19.0804918, 47.5044135]",others
8806,Point,hardware,"[19.3970235, 47.5298549]",others
8807,Point,butcher,"[19.3985202, 47.5299842]","food, beverages"
8808,Point,bakery,"[19.3941371, 47.5290128]","food, beverages"
8809,Point,bakery,"[19.388667, 47.5469675]","food, beverages"
8810,Point,butcher,"[19.3885595, 47.5470935]","food, beverages"
8811,Point,computer,"[19.3985324, 47.5341994]",others
8812,Point,paint,"[19.3967582, 47.5364548]",others
8813,Point,chemist,"[19.3965359, 47.5298186]",Beauty
8814,Point,hearing_aids,"[19.023445, 47.5021684]",Health
8815,Point,doityourself,"[19.1741031, 47.4541459]",others
