Id,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF),Price per sqm (HUF),Street,Size(sqm),Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
1560,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,3255.813953, Orczy tér,43,2,-1,1,garden view,1,0,0,available,1,available,1,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,not specified,1,5,less than 3 m,central heating (metered),0,0,0,0,1,not specified,together,0,1,Southwest,0,0,0,0,0,0,1,0,no,3 sqm,no loft conversion, Villamos   1   24G   4   6   24   28   28A   37   37A   62    Busz   217E   9   99    Éjszakai   909    Troli   83   ,47.48892,19.092316,47.48892,19.092316,1086,8,220,95,2,44,70,13,30,35,4,1,62,75,20,179,1,14,402
1561,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,2622.95082, Győri út,61,1,-1,-1,street view,0,0,1,available,1,-1,-1,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,not specified,3 m or more,natural gas (convector),1,0,0,0,0,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,not specified, Villamos   17   61    Busz   108E   110   112   139   140   140A   142   178   212   8E    Éjszakai   908   960   ,47.49099,19.02676,47.49099,19.02676,1123,12,208,78,5,35,59,36,15,24,8,6,89,67,10,156,0,10,718
1562,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581778,4848.15, Szépilona,120,2,-1,1,garden view,1,0,0,available,1,available,1,4 room,4,0,mint,0,0,0,0,0,1,double comfort,1,0,0,not specified,1,3,not specified,combination boiler,0,0,1,0,0,yes,together,0,1,South,0,1,0,0,0,0,0,0,no,15 sqm,no loft conversion,-1,47.519184,18.990644,47.519184,18.990644,1021,2,29,52,2,7,44,4,2,14,0,2,7,3,3,91,0,13,286
1563,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210000,2727.272727, Bokréta utca,77,1,-1,1,garden view,1,0,0,not available,0,not available,0,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,not specified,0,0,0,not specified,1,not specified,not specified,district heating,0,0,0,0,0,not specified,separate and together too,1,0,West,0,0,0,1,0,0,0,0,not specified,-1,not specified, Villamos   24G   37   37A   4   51   51A   6    Metró   M3    Éjszakai   923   ,47.48191,19.0745,47.48191,19.0745,1094,9,604,193,10,96,117,33,67,53,7,2,189,215,9,300,1,16,1103
1564,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115000,3194.444444, Tábornok utca,36,2,-1,1,street view,0,0,1,not available,0,not available,0,1 room,1,0,mint,0,0,0,0,0,1,full comfort,0,1,0,not specified,1,4,3 m or more,natural gas (convector),1,0,0,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,not specified,-1,no loft conversion, Villamos   1    Busz   95   100   130   195    Éjszakai   901   908   918   931   937   956   990    Troli   75   77   80   80A   ,47.50268,19.11176,47.50268,19.11176,1143,14,81,59,2,17,24,5,7,11,5,2,11,17,12,243,0,11,82
1565,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160000,2285.714286, Papnövelde utca,70,1,-1,1,street view,0,0,1,not available,0,not available,0,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,2,3 m or more,combination boiler,0,0,1,0,0,no,together,0,1,not specified,0,0,0,0,0,0,0,0,no,-1,no loft conversion, Villamos   47   47B   48   49    Metró   M3   M4    Busz   108E   133E   5   7   15   110   112   178   8E   9   115    Éjszakai   973   956   908   907   914A   909   950   950A   914   979A   979   ,47.49087,19.05764,47.49087,19.05764,1053,5,1449,172,22,240,108,86,103,65,5,8,233,403,6,250,4,20,1545
1566,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,3157.894737, Szpáhi utca 20,95,mezzanine floor,-1,1,garden view,1,0,0,not available,0,not available,0,3 + 1 half room,3,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,2,less than 3 m,combination boiler,0,0,1,0,0,no,separate and together too,1,0,not specified,0,0,0,0,0,0,0,0,yes,11 sqm,no loft conversion, Busz   11   91   111   291    Éjszakai   931   ,47.521187,19.0182,47.521187,19.0182,1022,2,188,57,1,54,75,11,12,20,2,5,76,62,5,198,1,9,596
1567,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300000,3157.894737, Szpáhi utca,95,1,-1,1,garden view,1,0,0,not available,0,not available,0,3 + 1 half room,3,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,0,2,less than 3 m,combination boiler,0,0,1,0,0,no,separate,1,0,not specified,0,0,0,0,0,0,0,0,yes,11 sqm,not specified, Busz   11   91   111   291    Éjszakai   931   ,47.52081,19.01867,47.52081,19.01867,1022,2,203,57,1,55,78,12,14,21,2,5,86,68,5,207,1,10,648
1568,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614000,3231.578947, Törökvész,190,1,-1,-1,panoramic,0,1,0,not specified,-1,available,1,5 room,5,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,not specified,1,single storey,not specified,central heating (metered),0,0,0,0,1,not specified,together,0,1,not specified,0,0,0,0,0,0,0,0,no,50 sqm,not specified,-1,47.521687,19.003485,47.521687,19.003485,1026,2,53,54,2,17,41,1,4,10,0,0,23,8,3,97,0,12,390
1569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145000,2900, Csobánc utca,50,1,-1,1,street view,0,0,1,not specified,-1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,not specified,1,5,less than 3 m,central heating (metered),0,0,0,0,1,yes,together,0,1,West,0,0,0,1,0,0,0,0,no,-1,no loft conversion, Villamos   4   6   24   24G   28   28A   37   37A   62    Busz   217E   9   99    Éjszakai   909    Troli   83   ,47.48862,19.08858,47.48862,19.08858,1086,8,336,124,4,60,99,16,37,39,4,1,100,94,20,189,1,13,467
