ID,poi shape,poi type,coordinate,shop_types,longitude,latitude
3795,Point,hairdresser,"   19.2060538, 47.5080862  ",Beauty,19.2060538,47.5080862
3798,Point,hairdresser,"   19.2025296, 47.5098656  ",Beauty,19.2025296,47.5098656
3811,Point,hairdresser,"   19.1977461, 47.5052596  ",Beauty,19.1977461,47.5052596
3818,Point,hairdresser,"   19.1972085, 47.5051674  ",Beauty,19.1972085,47.5051674
3826,Point,hairdresser,"   19.201162, 47.5133963  ",Beauty,19.201162,47.5133963
3831,Point,hairdresser,"   19.1900919, 47.5097435  ",Beauty,19.1900919,47.5097435
3842,Point,hairdresser,"   19.0235375, 47.5084987  ",Beauty,19.0235375,47.5084987
3853,Point,hairdresser,"   19.0568805, 47.5050548  ",Beauty,19.0568805,47.5050548
3856,Point,hairdresser,"   19.2057579, 47.5070118  ",Beauty,19.2057579,47.5070118
3885,Point,hairdresser,"   19.0332905, 47.4638869  ",Beauty,19.0332905,47.4638869
3886,Point,beauty,"   19.0355432, 47.4628991  ",Beauty,19.0355432,47.4628991
3910,Point,hairdresser,"   19.0520354, 47.4076486  ",Beauty,19.0520354,47.4076486
3933,Point,chemist,"   19.1270315, 47.5681019  ",Beauty,19.1270315,47.5681019
3958,Point,chemist,"   19.159828, 47.4148973  ",Beauty,19.159828,47.4148973
3970,Point,chemist,"   19.0918136, 47.3548154  ",Beauty,19.0918136,47.3548154
3974,Point,hairdresser,"   19.0624061, 47.4876202  ",Beauty,19.0624061,47.4876202
3982,Point,hairdresser,"   19.11432, 47.3996309  ",Beauty,19.11432,47.3996309
4010,Point,hairdresser,"   19.0773531, 47.4169838  ",Beauty,19.0773531,47.4169838
4012,Point,hairdresser,"   19.0732957, 47.408454  ",Beauty,19.0732957,47.408454
4024,Point,hairdresser,"   18.9142333, 47.4407639  ",Beauty,18.9142333,47.4407639
4026,Point,hairdresser,"   18.9140665, 47.4408983  ",Beauty,18.9140665,47.4408983
4105,Point,chemist,"   19.0599518, 47.5001306  ",Beauty,19.0599518,47.5001306
4113,Point,cosmetics,"   19.0226285, 47.5101735  ",Beauty,19.0226285,47.5101735
4116,Point,beauty,"   18.884732, 47.576087  ",Beauty,18.884732,47.576087
4134,Point,beauty,"   19.0381554, 47.4742618  ",Beauty,19.0381554,47.4742618
4142,Point,hairdresser,"   19.038881, 47.4745114  ",Beauty,19.038881,47.4745114
4145,Point,hairdresser,"   19.0429414, 47.4760349  ",Beauty,19.0429414,47.4760349
4200,Point,chemist,"   19.1516993, 47.5035996  ",Beauty,19.1516993,47.5035996
4211,Point,hairdresser,"   19.0293, 47.49533  ",Beauty,19.0293,47.49533
4213,Point,beauty,"   19.028993, 47.496235  ",Beauty,19.028993,47.496235
4238,Point,hairdresser,"   19.0278847, 47.4986496  ",Beauty,19.0278847,47.4986496
4252,Point,hairdresser,"   18.992755, 47.5240941  ",Beauty,18.992755,47.5240941
4256,Point,hairdresser,"   18.9945563, 47.5236297  ",Beauty,18.9945563,47.5236297
4257,Point,beauty,"   19.053306, 47.4819022  ",Beauty,19.053306,47.4819022
4258,Point,hairdresser,"   19.0813334, 47.5435506  ",Beauty,19.0813334,47.5435506
4264,Point,hairdresser,"   19.1958228, 47.3796976  ",Beauty,19.1958228,47.3796976
4270,Point,hairdresser,"   19.2339457, 47.4792596  ",Beauty,19.2339457,47.4792596
4276,Point,hairdresser,"   19.2379074, 47.482825  ",Beauty,19.2379074,47.482825
4277,Point,hairdresser,"   19.2380507, 47.4827998  ",Beauty,19.2380507,47.4827998
4288,Point,hairdresser,"   19.0605553, 47.4881349  ",Beauty,19.0605553,47.4881349
4290,Point,hairdresser,"   19.0271907, 47.49128  ",Beauty,19.0271907,47.49128
4291,Point,beauty,"   19.0269409, 47.4910959  ",Beauty,19.0269409,47.4910959
4297,Point,chemist,"   19.0256956, 47.4999027  ",Beauty,19.0256956,47.4999027
4298,Point,beauty,"   19.0624729, 47.4880736  ",Beauty,19.0624729,47.4880736
4309,Point,hairdresser,"   19.0602653, 47.4875493  ",Beauty,19.0602653,47.4875493
4312,Point,chemist,"   19.0590764, 47.4877077  ",Beauty,19.0590764,47.4877077
4325,Point,tattoo,"   19.0356531, 47.3400012  ",Beauty,19.0356531,47.3400012
4330,Point,hairdresser,"   19.0357042, 47.3411121  ",Beauty,19.0357042,47.3411121
4333,Point,beauty,"   19.0359387, 47.3422619  ",Beauty,19.0359387,47.3422619
4345,Point,hairdresser,"   19.0414821, 47.4622281  ",Beauty,19.0414821,47.4622281
4349,Point,hairdresser,"   19.0413505, 47.4608705  ",Beauty,19.0413505,47.4608705
4372,Point,hairdresser,"   19.0233183, 47.4985604  ",Beauty,19.0233183,47.4985604
4377,Point,hairdresser,"   19.081793, 47.504968  ",Beauty,19.081793,47.504968
4406,Point,hairdresser,"   19.0851889, 47.5415091  ",Beauty,19.0851889,47.5415091
4408,Point,hairdresser,"   19.021242, 47.4982492  ",Beauty,19.021242,47.4982492
4413,Point,chemist,"   19.3390284, 47.6093758  ",Beauty,19.3390284,47.6093758
4427,Point,chemist,"   19.157459, 47.4665643  ",Beauty,19.157459,47.4665643
4433,Point,hairdresser,"   19.084867, 47.424355  ",Beauty,19.084867,47.424355
4445,Point,hairdresser,"   19.0650365, 47.4864766  ",Beauty,19.0650365,47.4864766
4446,Point,beauty,"   19.0639261, 47.4864948  ",Beauty,19.0639261,47.4864948
4448,Point,beauty,"   19.0638881, 47.4865462  ",Beauty,19.0638881,47.4865462
4452,Point,hairdresser,"   19.0624982, 47.4870248  ",Beauty,19.0624982,47.4870248
4475,Point,hairdresser,"   19.0660128, 47.4854294  ",Beauty,19.0660128,47.4854294
4480,Point,beauty,"   19.0635896, 47.4853397  ",Beauty,19.0635896,47.4853397
4488,Point,hairdresser,"   19.062604, 47.4849394  ",Beauty,19.062604,47.4849394
4492,Point,hairdresser,"   19.0561146, 47.504525  ",Beauty,19.0561146,47.504525
4495,Point,chemist,"   19.0381246, 47.526941  ",Beauty,19.0381246,47.526941
4502,Point,chemist,"   19.0584366, 47.5146124  ",Beauty,19.0584366,47.5146124
4504,Point,hairdresser,"   19.0519816, 47.5147565  ",Beauty,19.0519816,47.5147565
4528,Point,chemist,"   19.1492372, 47.4624047  ",Beauty,19.1492372,47.4624047
4535,Point,hairdresser,"   19.0618168, 47.4838876  ",Beauty,19.0618168,47.4838876
4547,Point,hairdresser,"   19.0606023, 47.5006024  ",Beauty,19.0606023,47.5006024
4570,Point,chemist,"   19.0538342, 47.4964261  ",Beauty,19.0538342,47.4964261
4571,Point,chemist,"   19.0553072, 47.5087804  ",Beauty,19.0553072,47.5087804
4572,Point,hairdresser,"   18.9879123, 47.5206852  ",Beauty,18.9879123,47.5206852
4582,Point,chemist,"   19.0603208, 47.4887029  ",Beauty,19.0603208,47.4887029
4606,Point,hairdresser,"   18.989463, 47.5166293  ",Beauty,18.989463,47.5166293
4612,Point,hairdresser,"   19.0202023, 47.508637  ",Beauty,19.0202023,47.508637
4613,Point,hairdresser,"   19.0203729, 47.5085987  ",Beauty,19.0203729,47.5085987
4622,Point,hairdresser,"   19.0694874, 47.4852933  ",Beauty,19.0694874,47.4852933
4623,Point,beauty,"   19.0690118, 47.4840876  ",Beauty,19.0690118,47.4840876
4639,Point,beauty,"   19.0691157, 47.484247  ",Beauty,19.0691157,47.484247
4653,Point,hairdresser,"   19.067114, 47.4828784  ",Beauty,19.067114,47.4828784
4654,Point,beauty,"   19.0679554, 47.4832253  ",Beauty,19.0679554,47.4832253
4655,Point,beauty,"   19.0663543, 47.4827027  ",Beauty,19.0663543,47.4827027
4662,Point,hairdresser,"   19.3606412, 47.5914039  ",Beauty,19.3606412,47.5914039
4674,Point,chemist,"   19.3465902, 47.5998887  ",Beauty,19.3465902,47.5998887
4675,Point,chemist,"   19.3484687, 47.5990083  ",Beauty,19.3484687,47.5990083
4680,Point,hairdresser,"   19.3466404, 47.5973756  ",Beauty,19.3466404,47.5973756
4682,Point,chemist,"   19.0701166, 47.4960111  ",Beauty,19.0701166,47.4960111
4686,Point,hairdresser,"   19.02121, 47.5215533  ",Beauty,19.02121,47.5215533
4689,Point,hairdresser,"   19.0670492, 47.4815316  ",Beauty,19.0670492,47.4815316
4691,Point,hairdresser,"   19.0684024, 47.4825079  ",Beauty,19.0684024,47.4825079
4696,Point,hairdresser,"   19.0670362, 47.4820245  ",Beauty,19.0670362,47.4820245
4697,Point,beauty,"   19.0668381, 47.4823847  ",Beauty,19.0668381,47.4823847
4706,Point,hairdresser,"   19.0687904, 47.4815075  ",Beauty,19.0687904,47.4815075
4711,Point,hairdresser,"   19.0643907, 47.4824965  ",Beauty,19.0643907,47.4824965
4717,Point,hairdresser,"   19.0636014, 47.4839341  ",Beauty,19.0636014,47.4839341
4719,Point,beauty,"   19.0647692, 47.4826768  ",Beauty,19.0647692,47.4826768
4727,Point,hairdresser,"   19.0657755, 47.4810755  ",Beauty,19.0657755,47.4810755
4748,Point,beauty,"   18.8763024, 47.4186709  ",Beauty,18.8763024,47.4186709
4753,Point,hairdresser,"   18.8784428, 47.4177637  ",Beauty,18.8784428,47.4177637
4755,Point,hairdresser,"   19.033302, 47.496204  ",Beauty,19.033302,47.496204
4770,Point,beauty,"   19.06319, 47.4890858  ",Beauty,19.06319,47.4890858
4779,Point,hairdresser,"   19.1308592, 47.4551592  ",Beauty,19.1308592,47.4551592
4781,Point,beauty,"   19.0657081, 47.488952  ",Beauty,19.0657081,47.488952
4783,Point,beauty,"   19.0643826, 47.4885239  ",Beauty,19.0643826,47.4885239
4796,Point,hairdresser,"   19.0678253, 47.4893402  ",Beauty,19.0678253,47.4893402
4806,Point,beauty,"   19.0675272, 47.4893069  ",Beauty,19.0675272,47.4893069
4815,Point,chemist,"   19.070199, 47.4882653  ",Beauty,19.070199,47.4882653
4820,Point,hairdresser,"   19.0690673, 47.4892818  ",Beauty,19.0690673,47.4892818
4825,Point,hairdresser,"   19.0701633, 47.4879657  ",Beauty,19.0701633,47.4879657
4826,Point,hairdresser,"   19.0700389, 47.4870381  ",Beauty,19.0700389,47.4870381
4832,Point,beauty,"   19.0701427, 47.4878124  ",Beauty,19.0701427,47.4878124
4842,Point,beauty,"   19.070272, 47.4887102  ",Beauty,19.070272,47.4887102
4855,Point,hairdresser,"   19.057849, 47.5296687  ",Beauty,19.057849,47.5296687
4859,Point,perfumery,"   19.0592159, 47.5292861  ",Beauty,19.0592159,47.5292861
4861,Point,hairdresser,"   19.0583435, 47.5295746  ",Beauty,19.0583435,47.5295746
4862,Point,hairdresser,"   19.0586418, 47.5292582  ",Beauty,19.0586418,47.5292582
4873,Point,hairdresser,"   18.9165391, 47.3774713  ",Beauty,18.9165391,47.3774713
4881,Point,hairdresser,"   19.0679086, 47.5058715  ",Beauty,19.0679086,47.5058715
4886,Point,hairdresser,"   19.0219245, 47.636305  ",Beauty,19.0219245,47.636305
4887,Point,hairdresser,"   19.0246317, 47.6397867  ",Beauty,19.0246317,47.6397867
4892,Point,hairdresser,"   19.0540925, 47.4773135  ",Beauty,19.0540925,47.4773135
4944,Point,beauty,"   18.8784929, 47.4177776  ",Beauty,18.8784929,47.4177776
4949,Point,beauty,"   18.8787436, 47.4170566  ",Beauty,18.8787436,47.4170566
4951,Point,hairdresser,"   18.8924718, 47.4054448  ",Beauty,18.8924718,47.4054448
4961,Point,beauty,"   18.8958418, 47.40438  ",Beauty,18.8958418,47.40438
4963,Point,beauty,"   18.9062969, 47.3942635  ",Beauty,18.9062969,47.3942635
4970,Point,hairdresser,"   18.9058477, 47.3819861  ",Beauty,18.9058477,47.3819861
4976,Point,beauty,"   18.9061566, 47.3820904  ",Beauty,18.9061566,47.3820904
4979,Point,hairdresser,"   18.8875874, 47.4199079  ",Beauty,18.8875874,47.4199079
4980,Point,beauty,"   18.8890419, 47.4149534  ",Beauty,18.8890419,47.4149534
4990,Point,chemist,"   19.3482738, 47.6000291  ",Beauty,19.3482738,47.6000291
4991,Point,hairdresser,"   19.0610796, 47.410743  ",Beauty,19.0610796,47.410743
5012,Point,hairdresser,"   19.080154, 47.4881303  ",Beauty,19.080154,47.4881303
5034,Point,beauty,"   18.9144397, 47.4405006  ",Beauty,18.9144397,47.4405006
5046,Point,beauty,"   18.9144747, 47.3933299  ",Beauty,18.9144747,47.3933299
5062,Point,beauty,"   19.0781418, 47.5288642  ",Beauty,19.0781418,47.5288642
5065,Point,hairdresser,"   19.0801737, 47.5297643  ",Beauty,19.0801737,47.5297643
5095,Point,chemist,"   19.340065, 47.6092228  ",Beauty,19.340065,47.6092228
5105,Point,beauty,"   19.0661063, 47.4906117  ",Beauty,19.0661063,47.4906117
5112,Point,hairdresser,"   19.0656889, 47.4919725  ",Beauty,19.0656889,47.4919725
5121,Point,hairdresser,"   19.0702195, 47.4902041  ",Beauty,19.0702195,47.4902041
5147,Point,hairdresser,"   19.0688478, 47.4930776  ",Beauty,19.0688478,47.4930776
5177,Point,beauty,"   19.06506, 47.4931708  ",Beauty,19.06506,47.4931708
5180,Point,beauty,"   19.0646538, 47.4949236  ",Beauty,19.0646538,47.4949236
5186,Point,hairdresser,"   19.023737, 47.50088  ",Beauty,19.023737,47.50088
5198,Point,chemist,"   18.9249079, 47.3789513  ",Beauty,18.9249079,47.3789513
5203,Point,beauty,"   18.8923905, 47.4067809  ",Beauty,18.8923905,47.4067809
5204,Point,beauty,"   18.8934895, 47.4062848  ",Beauty,18.8934895,47.4062848
5206,Point,hairdresser,"   18.8924338, 47.4067567  ",Beauty,18.8924338,47.4067567
5209,Point,hairdresser,"   19.0666235, 47.4939513  ",Beauty,19.0666235,47.4939513
5212,Point,beauty,"   19.0673125, 47.4930265  ",Beauty,19.0673125,47.4930265
5215,Point,beauty,"   19.0671273, 47.4929996  ",Beauty,19.0671273,47.4929996
5217,Point,beauty,"   19.0665859, 47.4927428  ",Beauty,19.0665859,47.4927428
5224,Point,hairdresser,"   19.0656665, 47.4954897  ",Beauty,19.0656665,47.4954897
5243,Point,cosmetics,"   18.8912698, 47.4077511  ",Beauty,18.8912698,47.4077511
5253,Point,beauty,"   18.8913563, 47.4076823  ",Beauty,18.8913563,47.4076823
5258,Point,beauty,"   18.8915706, 47.4066673  ",Beauty,18.8915706,47.4066673
5259,Point,beauty,"   18.891877, 47.4071123  ",Beauty,18.891877,47.4071123
5274,Point,beauty,"   19.0677041, 47.4950283  ",Beauty,19.0677041,47.4950283
5284,Point,beauty,"   19.0691923, 47.4933195  ",Beauty,19.0691923,47.4933195
5285,Point,hairdresser,"   19.0676744, 47.4941348  ",Beauty,19.0676744,47.4941348
5286,Point,hairdresser,"   19.068607, 47.4934115  ",Beauty,19.068607,47.4934115
5293,Point,hairdresser,"   19.0665151, 47.5229533  ",Beauty,19.0665151,47.5229533
5302,Point,hairdresser,"   19.0696483, 47.4938924  ",Beauty,19.0696483,47.4938924
5304,Point,hairdresser,"   19.0698804, 47.4939121  ",Beauty,19.0698804,47.4939121
5307,Point,beauty,"   19.0696542, 47.4936484  ",Beauty,19.0696542,47.4936484
5309,Point,beauty,"   19.069839, 47.4947416  ",Beauty,19.069839,47.4947416
5313,Point,beauty,"   19.0702098, 47.4913669  ",Beauty,19.0702098,47.4913669
5316,Point,hairdresser,"   19.1257898, 47.5359798  ",Beauty,19.1257898,47.5359798
5324,Point,chemist,"   19.0528211, 47.4952394  ",Beauty,19.0528211,47.4952394
5328,Point,hairdresser,"   19.1105077, 47.3481067  ",Beauty,19.1105077,47.3481067
5339,Point,hairdresser,"   19.1627496, 47.4744577  ",Beauty,19.1627496,47.4744577
5368,Point,hairdresser,"   19.1116761, 47.5197608  ",Beauty,19.1116761,47.5197608
5372,Point,hairdresser,"   19.0362603, 47.5278424  ",Beauty,19.0362603,47.5278424
5376,Point,chemist,"   19.3392893, 47.6077123  ",Beauty,19.3392893,47.6077123
5383,Point,hairdresser,"   19.3520677, 47.6010359  ",Beauty,19.3520677,47.6010359
5384,Point,hairdresser,"   19.3521069, 47.6010461  ",Beauty,19.3521069,47.6010461
5396,Point,chemist,"   19.0910916, 47.5195687  ",Beauty,19.0910916,47.5195687
5400,Point,chemist,"   18.9624641, 47.5630006  ",Beauty,18.9624641,47.5630006
5411,Point,chemist,"   19.081699, 47.5007372  ",Beauty,19.081699,47.5007372
5413,Point,hairdresser,"   19.1011316, 47.5219538  ",Beauty,19.1011316,47.5219538
5430,Point,chemist,"   19.0624587, 47.4951527  ",Beauty,19.0624587,47.4951527
5441,Point,hairdresser,"   19.0805234, 47.5001969  ",Beauty,19.0805234,47.5001969
5445,Point,chemist,"   19.0526226, 47.4828312  ",Beauty,19.0526226,47.4828312
5462,Point,hairdresser,"   19.1012201, 47.5223813  ",Beauty,19.1012201,47.5223813
5470,Point,hairdresser,"   19.0381821, 47.5355996  ",Beauty,19.0381821,47.5355996
5471,Point,beauty,"   19.0382305, 47.5357914  ",Beauty,19.0382305,47.5357914
5472,Point,hairdresser,"   19.0382346, 47.5361319  ",Beauty,19.0382346,47.5361319
5484,Point,chemist,"   19.1354017, 47.4883951  ",Beauty,19.1354017,47.4883951
5489,Point,hairdresser,"   19.0854918, 47.5605234  ",Beauty,19.0854918,47.5605234
5495,Point,beauty,"   19.02338, 47.502673  ",Beauty,19.02338,47.502673
5529,Point,hairdresser,"   19.0550334, 47.4925859  ",Beauty,19.0550334,47.4925859
5548,Point,chemist,"   19.1145796, 47.5209384  ",Beauty,19.1145796,47.5209384
5551,Point,beauty,"   19.080441, 47.5001538  ",Beauty,19.080441,47.5001538
5576,Point,hairdresser,"   19.1129225, 47.5150522  ",Beauty,19.1129225,47.5150522
5582,Point,chemist,"   19.2570922, 47.4802166  ",Beauty,19.2570922,47.4802166
5584,Point,chemist,"   19.2574192, 47.479641  ",Beauty,19.2574192,47.479641
5590,Point,hairdresser,"   19.2548798, 47.4801339  ",Beauty,19.2548798,47.4801339
5601,Point,beauty,"   19.2595169, 47.4887955  ",Beauty,19.2595169,47.4887955
5616,Point,beauty,"   19.1090468, 47.516112  ",Beauty,19.1090468,47.516112
5617,Point,hairdresser,"   19.1080034, 47.5173683  ",Beauty,19.1080034,47.5173683
5619,Point,beauty,"   19.1073865, 47.517303  ",Beauty,19.1073865,47.517303
5623,Point,beauty,"   19.0551612, 47.5037601  ",Beauty,19.0551612,47.5037601
5625,Point,hairdresser,"   19.0554716, 47.5040781  ",Beauty,19.0554716,47.5040781
5627,Point,beauty,"   19.0564429, 47.5039338  ",Beauty,19.0564429,47.5039338
5628,Point,hairdresser,"   19.0552329, 47.5039125  ",Beauty,19.0552329,47.5039125
5659,Point,hairdresser,"   19.0706682, 47.4952518  ",Beauty,19.0706682,47.4952518
5672,Point,beauty,"   19.3464055, 47.6045473  ",Beauty,19.3464055,47.6045473
5674,Point,beauty,"   19.3468591, 47.6034481  ",Beauty,19.3468591,47.6034481
5675,Point,beauty,"   19.3467563, 47.6037059  ",Beauty,19.3467563,47.6037059
5691,Point,hairdresser,"   19.1026805, 47.523334  ",Beauty,19.1026805,47.523334
5695,Point,beauty,"   19.1051307, 47.5261505  ",Beauty,19.1051307,47.5261505
5701,Point,hairdresser,"   19.1348863, 47.504748  ",Beauty,19.1348863,47.504748
5711,Point,hairdresser,"   18.9571585, 47.4467585  ",Beauty,18.9571585,47.4467585
5716,Point,beauty,"   18.9136949, 47.4371985  ",Beauty,18.9136949,47.4371985
5717,Point,beauty,"   18.905015, 47.4479455  ",Beauty,18.905015,47.4479455
5718,Point,hairdresser,"   18.9010615, 47.4459368  ",Beauty,18.9010615,47.4459368
5732,Point,hairdresser,"   18.9119523, 47.4266154  ",Beauty,18.9119523,47.4266154
5733,Point,beauty,"   19.1069788, 47.5282351  ",Beauty,19.1069788,47.5282351
5734,Point,hairdresser,"   19.106681, 47.5279924  ",Beauty,19.106681,47.5279924
5740,Point,chemist,"   19.0608743, 47.5033682  ",Beauty,19.0608743,47.5033682
5743,Point,beauty,"   19.0984446, 47.524097  ",Beauty,19.0984446,47.524097
5744,Point,chemist,"   19.0982665, 47.5238139  ",Beauty,19.0982665,47.5238139
5747,Point,hairdresser,"   19.1188395, 47.5393758  ",Beauty,19.1188395,47.5393758
5776,Point,hairdresser,"   19.0489171, 47.5021082  ",Beauty,19.0489171,47.5021082
5781,Point,beauty,"   19.1332787, 47.535574  ",Beauty,19.1332787,47.535574
5811,Point,chemist,"   18.9623353, 47.5512968  ",Beauty,18.9623353,47.5512968
5830,Point,hairdresser,"   19.1245238, 47.5119295  ",Beauty,19.1245238,47.5119295
5842,Point,hairdresser,"   19.0318646, 47.4199848  ",Beauty,19.0318646,47.4199848
5850,Point,beauty,"   19.0807306, 47.5328636  ",Beauty,19.0807306,47.5328636
5860,Point,hairdresser,"   19.1410068, 47.5427697  ",Beauty,19.1410068,47.5427697
5861,Point,beauty,"   19.1409923, 47.5426603  ",Beauty,19.1409923,47.5426603
5867,Point,hairdresser,"   19.0611697, 47.4916582  ",Beauty,19.0611697,47.4916582
5877,Point,hairdresser,"   19.188739, 47.5103805  ",Beauty,19.188739,47.5103805
5879,Point,beauty,"   19.1862897, 47.5100609  ",Beauty,19.1862897,47.5100609
5894,Point,hairdresser,"   19.326374, 47.4907224  ",Beauty,19.326374,47.4907224
5906,Point,beauty,"   18.9940281, 47.5251785  ",Beauty,18.9940281,47.5251785
5910,Point,beauty,"   19.0044745, 47.4994836  ",Beauty,19.0044745,47.4994836
5912,Point,chemist,"   19.1001907, 47.5572808  ",Beauty,19.1001907,47.5572808
5917,Point,chemist,"   19.2572352, 47.4796862  ",Beauty,19.2572352,47.4796862
5935,Point,beauty,"   19.1332752, 47.53522  ",Beauty,19.1332752,47.53522
5940,Point,beauty,"   19.1332132, 47.5355264  ",Beauty,19.1332132,47.5355264
5955,Point,beauty,"   18.8873829, 47.4009416  ",Beauty,18.8873829,47.4009416
5957,Point,hairdresser,"   19.2571853, 47.48042  ",Beauty,19.2571853,47.48042
5959,Point,hairdresser,"   19.0237181, 47.4994684  ",Beauty,19.0237181,47.4994684
5963,Point,chemist,"   19.023715, 47.4990663  ",Beauty,19.023715,47.4990663
5969,Point,beauty,"   19.0592954, 47.4907972  ",Beauty,19.0592954,47.4907972
5970,Point,beauty,"   19.0593995, 47.4905056  ",Beauty,19.0593995,47.4905056
5977,Point,chemist,"   19.0118358, 47.4911346  ",Beauty,19.0118358,47.4911346
5979,Point,beauty,"   19.0429754, 47.467203  ",Beauty,19.0429754,47.467203
5991,Point,hairdresser,"   19.0020708, 47.5286064  ",Beauty,19.0020708,47.5286064
6006,Point,beauty,"   19.057248, 47.4934754  ",Beauty,19.057248,47.4934754
6011,Point,hairdresser,"   19.050443, 47.5991234  ",Beauty,19.050443,47.5991234
6019,Point,chemist,"   18.9170916, 47.4998041  ",Beauty,18.9170916,47.4998041
6028,Point,hairdresser,"   18.9231924, 47.3807634  ",Beauty,18.9231924,47.3807634
6043,Point,beauty,"   18.9157241, 47.3925321  ",Beauty,18.9157241,47.3925321
6051,Point,beauty,"   19.1205436, 47.5299833  ",Beauty,19.1205436,47.5299833
6054,Point,hairdresser,"   18.9097627, 47.3880845  ",Beauty,18.9097627,47.3880845
6063,Point,hairdresser,"   18.912354, 47.3842691  ",Beauty,18.912354,47.3842691
6088,Point,hairdresser,"   19.0608781, 47.4903588  ",Beauty,19.0608781,47.4903588
6095,Point,hairdresser,"   19.0604414, 47.4974072  ",Beauty,19.0604414,47.4974072
6108,Point,beauty,"   19.0566755, 47.4915793  ",Beauty,19.0566755,47.4915793
6141,Point,hairdresser,"   19.0559431, 47.4913899  ",Beauty,19.0559431,47.4913899
6153,Point,beauty,"   19.0567221, 47.4902248  ",Beauty,19.0567221,47.4902248
6157,Point,beauty,"   19.2546658, 47.4815275  ",Beauty,19.2546658,47.4815275
6158,Point,chemist,"   19.2545768, 47.481544  ",Beauty,19.2545768,47.481544
6159,Point,hairdresser,"   19.2541408, 47.4814499  ",Beauty,19.2541408,47.4814499
6161,Point,hairdresser,"   19.2540672, 47.481308  ",Beauty,19.2540672,47.481308
6172,Point,chemist,"   19.0977755, 47.5603376  ",Beauty,19.0977755,47.5603376
6180,Point,cosmetics,"   19.0268026, 47.5089004  ",Beauty,19.0268026,47.5089004
6194,Point,beauty,"   19.0695639, 47.4173783  ",Beauty,19.0695639,47.4173783
6201,Point,beauty,"   18.9139492, 47.3964098  ",Beauty,18.9139492,47.3964098
6206,Point,hairdresser,"   19.0595396, 47.4882793  ",Beauty,19.0595396,47.4882793
6207,Point,beauty,"   19.0590222, 47.4883401  ",Beauty,19.0590222,47.4883401
6210,Point,hairdresser_supply,"   19.0591811, 47.4880892  ",Beauty,19.0591811,47.4880892
6229,Point,chemist,"   19.3736809, 47.5865347  ",Beauty,19.3736809,47.5865347
6233,Point,hairdresser,"   19.0486208, 47.4772456  ",Beauty,19.0486208,47.4772456
6239,Point,beauty,"   19.0592667, 47.4901765  ",Beauty,19.0592667,47.4901765
6246,Point,hairdresser,"   19.0584709, 47.4899676  ",Beauty,19.0584709,47.4899676
6251,Point,beauty,"   19.2516541, 47.4796723  ",Beauty,19.2516541,47.4796723
6255,Point,beauty,"   19.2508724, 47.4804424  ",Beauty,19.2508724,47.4804424
6263,Point,hairdresser,"   19.0578336, 47.4888889  ",Beauty,19.0578336,47.4888889
6267,Point,beauty,"   19.1336077, 47.4900704  ",Beauty,19.1336077,47.4900704
6271,Point,beauty,"   19.1341858, 47.5362332  ",Beauty,19.1341858,47.5362332
6278,Point,hairdresser,"   19.058528, 47.487762  ",Beauty,19.058528,47.487762
6286,Point,hairdresser,"   18.9212136, 47.3850821  ",Beauty,18.9212136,47.3850821
6293,Point,hairdresser,"   18.917942, 47.3756962  ",Beauty,18.917942,47.3756962
6295,Point,hairdresser,"   18.9169017, 47.3784054  ",Beauty,18.9169017,47.3784054
6301,Point,hairdresser,"   18.9190602, 47.3744077  ",Beauty,18.9190602,47.3744077
6308,Point,beauty,"   19.0734067, 47.4785558  ",Beauty,19.0734067,47.4785558
6311,Point,hairdresser,"   19.0726835, 47.5107065  ",Beauty,19.0726835,47.5107065
6341,Point,hairdresser,"   19.2035105, 47.4149391  ",Beauty,19.2035105,47.4149391
6349,Point,hairdresser,"   19.10523, 47.5188473  ",Beauty,19.10523,47.5188473
6355,Point,beauty,"   19.1417539, 47.5102453  ",Beauty,19.1417539,47.5102453
6360,Point,hairdresser,"   19.1046828, 47.5214756  ",Beauty,19.1046828,47.5214756
6364,Point,hairdresser,"   19.1080892, 47.5192005  ",Beauty,19.1080892,47.5192005
6365,Point,beauty,"   19.1092506, 47.5195773  ",Beauty,19.1092506,47.5195773
6366,Point,beauty,"   19.1088617, 47.5193128  ",Beauty,19.1088617,47.5193128
6367,Point,hairdresser,"   19.1074133, 47.5178782  ",Beauty,19.1074133,47.5178782
6377,Point,chemist,"   19.0559009, 47.4893946  ",Beauty,19.0559009,47.4893946
6395,Point,chemist,"   19.0550082, 47.4902795  ",Beauty,19.0550082,47.4902795
6411,Point,hairdresser,"   19.1055547, 47.5271339  ",Beauty,19.1055547,47.5271339
6412,Point,beauty,"   19.1052784, 47.5268188  ",Beauty,19.1052784,47.5268188
6414,Point,beauty,"   19.1049968, 47.5265018  ",Beauty,19.1049968,47.5265018
6416,Point,hairdresser,"   19.1042108, 47.525551  ",Beauty,19.1042108,47.525551
6421,Point,hairdresser,"   19.1022554, 47.523305  ",Beauty,19.1022554,47.523305
6424,Point,hairdresser,"   19.0948847, 47.5183166  ",Beauty,19.0948847,47.5183166
6444,Point,beauty,"   19.1116914, 47.5317014  ",Beauty,19.1116914,47.5317014
6445,Point,hairdresser,"   19.1118443, 47.531897  ",Beauty,19.1118443,47.531897
6472,Point,hairdresser,"   19.0542789, 47.4910724  ",Beauty,19.0542789,47.4910724
