ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF millions),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District
1071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7,65,472307.6923, Erzsébetfalva,-1,-1,1,garden view,1,0,0,-1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,1,-1,natural gas (convector),1,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,47.443764,19.109503,47.443764,19.109503,1203,20
1072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.2,67,316417.9104, Erzsébetfalva,-1,-1,1,garden view,1,0,0,-1,not available,0,2 + 1 half room,2,1,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,2,-1,combination boiler,0,0,1,0,yes,separate and together too,1,0,-1,-1,-1,loft conversion,1,-1,47.443764,19.109503,47.443764,19.109503,1203,20
1073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.0,75,373333.3333, Kinizsi utca,-1,-1,1,street view,0,0,1,-1,-1,-1,2 room,2,0,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,1,-1,not specified,0,0,0,0,not specified,together,0,1,-1,-1,-1,loft conversion possible,1, Busz   25   96   124   125   224   296   296A   5    Éjszakai   996A   996   ,47.55169,19.11615,47.55169,19.11615,1152,15
1074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,904.99,460,1967369.565, Csatárka – Látóhegy,-1,-1,-1,panoramic,0,1,0,-1,-1,-1,8 room,8,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,3,-1,not specified,0,0,0,0,not specified,not specified,-1,-1,-1,-1,-1,-1,-1,-1,47.53291,18.999865,47.53291,18.999865,1025,2
1075,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,130,346153.8462, Csepel-Kertváros,-1,-1,1,garden view,1,0,0,-1,not available,0,2 + 2 half room,2,2,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,1,-1,combination boiler,0,0,1,0,yes,together,0,1,-1,-1,-1,-1,-1,-1,47.421917,19.081770000000002,47.421917,19.081770000000002,1212,21
1076,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.9,84,951190.4762, II/A kerület – Hársakalja,-1,-1,1,panoramic,0,1,0,-1,-1,-1,3 room,3,0,unfinished,0,0,0,0,0,0,full comfort,0,1,0,-1,2,-1,hőszivattyú,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion possible,1,-1,47.55117,18.967283,47.55117,18.967283,1028,2
1077,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.99,220,204500.0, Erzsébettelep,-1,-1,1,garden view,1,0,0,-1,available,1,4 room,4,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,2,-1,combination boiler,0,0,1,0,not specified,separate,1,0,-1,-1,-1,-1,-1,-1,47.45913,19.18235,47.45913,19.18235,1183,18
1078,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.8,110,680000.0, Komló utca,-1,-1,1,panoramic,0,1,0,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,natural gas boiler,1,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0, Busz   33   58   114   141   158   213   214   250   250B    Éjszakai   941   973   ,47.42052,19.03869,47.42052,19.03869,1222,22
1079,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.99,110,636272.7273, Komló utca,-1,-1,1,panoramic,0,1,0,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,double comfort,1,0,0,-1,2,-1,natural gas boiler,1,0,0,0,no,separate and together too,1,0,-1,-1,-1,loft conversion not possible,0, Busz   33   58   114   141   158   213   214   250   250B    Éjszakai   941   973   ,47.42052,19.03869,47.42052,19.03869,1222,22
1080,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5,92,559782.6087, Kispest-Óváros,-1,-1,1,not specified,0,0,0,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,full comfort,0,1,0,-1,2,-1,gáz (cirko),1,0,0,0,not specified,separate and together too,1,0,-1,-1,-1,-1,-1,-1,47.446175,19.136986,47.446175,19.136986,1196,19
