ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm (HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony,Attic,Attic: Loft conversion,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Distace to Danube,Distace to City Centre,Distace to Keleti,Distace to Nyugati,Distance to Deli,Distance to Airport,Distance to Eco Zone,Distance to Crime Pot,Distance to Uni1,Distance to Uni2,Distance to Uni3,Distance to Uni4,Distance to Uni5,Distance to Uni6,Distance to Uni7,Distance to Uni8,Distance to Uni9,Distance to Uni10,Distance to Uni11,Distance to Uni12,Distance to Uni13,Distance to Uni14,Distance to Uni15,Distance to Uni16,Distance to Uni17,Distance to Uni18,Distance to Uni19,Distance to Uni20,Distance to Uni21,Amenity: Sustenance,Amenity: School,Amenity: Education,Amenity: Financial,Amenity: Healthcare,Amenity: Arts,Amenity: Entertainment,Amenity: Religion,Amenity: police,Amenity: Government,Amenity: Vending_machine,Amenity: Transportation_bicycle,Amenity: Transportation_car,Amenity: Parking,Amenity: Coworking_space,Amenity: Recycling,Amenity: Others
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,157,1592.356688, Grassalkovich út,-1,-1,1,street view,0,0,1,-1,-1,-1,-1,5 + 1 half room,5,1,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,1,1,-1,central heating,0,0,0,0,1,-1,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   135   166    Éjszakai   966   ,47.400066,19.114332,47.400066,19.114332,1238,23,0.006392215,11.74435533,11.49858832,13.12456916,13.13278916,11.22829944,0.994152362,11.75180935,11.19206518,10.93157632,10.93157632,10.09588892,12.0429477,10.92184002,11.92694475,12.19560538,10.49152745,9.621513655,12.07811216,12.46979556,18.58637089,10.66573183,13.23982256,15.93253409,9.349974601,16.07755546,10.8391247,10.3329991,12.3979525,10,12,2,4,4,2,3,5,0,0,0,1,0,7,0,1,21
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270000,190,1421.052632, Barátka utca,-1,-1,1,garden view,1,0,0,-1,-1,available,1,5 + 2 half room,5,2,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,4,-1,gázkazán,0,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   67   ,47.475,19.23269,47.475,19.23269,1173,17,1.420041157,13.88280926,11.56310331,13.79654866,15.90754063,4.306575122,11.84699071,13.01531175,12.71290477,12.823114,12.823114,13.33524525,8.923347244,12.37665663,8.114823371,14.04979952,13.1964105,12.05490415,13.0331732,12.96096998,16.55997602,12.94481747,10.11987288,18.72709646,11.09667578,16.28361166,12.68378212,12.48927297,15.79557896,18,39,0,3,21,0,3,13,0,2,1,5,5,80,0,9,46
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,44,2954.545455, Templom utca,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,1,-1,natural gas (convector),1,0,0,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Busz   135   166    Éjszakai   966   ,47.40122,19.116419,47.40122,19.116419,1238,23,0.202648032,11.69271637,11.40553901,13.05600509,13.10479504,11.0342438,1.180595448,11.68307526,11.12300274,10.86724299,10.86724299,10.05120908,11.90582136,10.84873715,11.77991822,12.14213391,10.43948061,9.553283021,12.00644876,12.39293421,18.50118531,10.6065519,13.11194642,15.92052113,9.263522211,16.01830599,10.7728887,10.26759836,12.37779857,8,11,2,4,4,2,3,3,0,0,0,1,0,5,0,1,20
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,130,2230.769231, Nádasdy utca,-1,-1,1,not specified,0,0,0,-1,-1,available,1,4 room,4,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,1,2,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   54   55   194   194B   199    Éjszakai   948   999   ,47.44038,19.143572,47.44038,19.143572,1194,19,0.857455106,9.364994422,8.13585875,10.23872381,11.22407796,8.177724546,4.347258313,8.955302971,8.434015291,8.313631656,8.313631656,8.056580124,7.67046223,8.089048277,7.367609236,9.735372867,8.222906812,7.052598332,9.186407278,9.427177036,15.12391489,8.201584044,9.018530961,14.2527192,6.355381701,13.26941421,8.18317893,7.749940094,10.73575283,15,16,1,2,20,0,0,15,0,2,0,0,5,27,0,10,55
4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613700,200,3068.5, Kenyeres utca,-1,-1,-1,not specified,0,0,0,-1,-1,available,1,5 + 1 half room,5,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,AA++,0,1,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   17   19   41    Busz   160   260   260A   9   29   109   111    Éjszakai   923   934   960   ,47.53736,19.035591,47.53736,19.035591,1034,3,1.017624608,4.68053718,5.396142307,3.292718444,4.082591527,19.63849553,0.45468543,4.652072448,5.210209423,5.446173186,5.446173186,6.36925244,7.426425369,5.513913274,8.233649826,4.217604859,5.913904731,6.768356008,4.360475342,4.069880156,3.078395343,5.709515412,6.288953693,4.051782186,7.217849812,0.364981002,5.545184744,6.047339716,4.955164103,141,47,2,29,26,4,14,23,1,2,91,61,10,208,0,17,507
5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140000,170,823.5294118, Bekecs utca,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,1 + 1 half room,1,1,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,1,1,-1,combination boiler,0,0,1,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Hév   H9    Busz   31    Éjszakai   931   ,47.53417,19.20677,47.53417,19.20677,1162,16,6.476491896,12.44579939,9.924664046,11.50564612,14.15603326,11.16300898,11.79601927,11.41234393,11.40711829,11.69184848,11.69184848,12.77154678,6.819543227,11.19363864,6.199015332,12.37873452,12.38148111,11.63514245,11.23149661,10.90112544,11.89006246,11.99062283,7.098868535,16.30495968,10.81599191,12.94053094,11.5898068,11.67876928,14.43444087,6,1,0,0,2,0,0,2,0,0,0,1,0,7,0,0,22
6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430000,205,2097.560976, Hűvösvölgyi út,-1,-1,1,not specified,0,0,0,-1,-1,not available,0,7 room,7,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,gáz (cirko),1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   56   56A   59B   61    Busz   129   29    Éjszakai   956   ,47.52746,18.981546,47.52746,18.981546,1021,2,3.128737781,6.229919696,8.210949731,5.95073703,4.342885965,22.61656472,4.660123729,6.86890341,7.294068319,7.322851133,7.322851133,7.535754871,10.95033156,7.653262264,11.77389937,5.917724364,7.333452647,8.514303464,6.775125693,6.791972657,6.658845584,7.376271684,10.05491033,1.400767477,9.304177772,4.037729781,7.462310961,7.842753341,4.959006493,16,32,2,7,56,4,0,12,0,2,3,2,2,63,0,11,223
7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,150,4000, Sashegyi út,-1,-1,-1,panoramic,0,1,0,-1,-1,not available,0,4 room,4,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,2,-1,central heating,0,0,0,0,1,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Villamos   59   59A   59B    Busz   8E    Éjszakai   908   ,47.4866,19.01334,47.4866,19.01334,1124,12,1.318631899,3.016300845,5.546598181,4.313131708,1.851010136,18.73811142,3.631082491,4.050589476,4.087953506,3.856809129,3.856809129,3.216753959,8.690334846,4.352773259,9.415400382,3.138830648,3.347969299,4.484644739,4.25939464,4.65967593,8.934398876,3.645215892,8.44217663,3.735294357,5.439456723,5.521789888,3.980925459,4.072030643,1.120695371,79,64,1,17,49,6,8,15,2,2,23,31,10,108,0,8,379
8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980000,260,3769.230769, Verecke út 97,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,5,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   11   ,47.532917,18.999174,47.532917,18.999174,1025,2,1.672057623,5.599360459,7.26025798,4.962051619,3.991595083,21.71832759,3.218947909,6.05921501,6.544075908,6.640402101,6.640402101,7.09703579,9.808026922,6.89891521,10.6314099,5.218044608,6.801448395,7.915196925,5.900272015,5.825265147,5.235688002,6.764301687,8.822221227,1.9040059,8.613070566,2.648128027,6.77228494,7.206143743,4.77533611,21,21,2,7,32,1,0,4,0,0,2,2,1,43,0,9,213
9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290000,180,1611.111111, Mária királyné útja,-1,-1,1,garden view,1,0,0,-1,-1,available,1,3 room,3,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,together,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   148   152    Éjszakai   948   ,47.4008,19.09179,47.4008,19.09179,1213,21,1.417988321,11.08324187,11.20205141,12.59193134,12.27362631,12.78514521,0.613498579,11.23416292,10.68376794,10.38591445,10.38591445,9.398431817,12.18809375,10.45212911,12.18680739,11.5449121,9.84865944,9.12851625,11.58231722,12.01556077,18.1656951,10.07988228,13.27218998,14.94063051,9.024221226,15.44566453,10.31093229,9.804556072,11.48622592,10,23,2,1,7,2,3,2,0,0,0,1,0,37,0,2,22
10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340000,102,3333.333333, Máriaremetei út,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,4 room,4,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,1,2,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   157   157A   57   257    Éjszakai   956   ,47.556374,18.948797,47.556374,18.948797,1029,2,4.011491482,10.14085033,11.83948013,9.542048896,8.353057925,26.29222088,6.124849052,10.65024401,11.12704382,11.2059742,11.2059742,11.54164619,14.24151096,11.48359947,15.05717191,9.782527837,11.30197986,12.45345664,10.4936332,10.40617075,7.91017292,11.30388501,13.1375097,5.441607047,13.18673065,6.882724688,11.34069494,11.7575746,9.003228635,21,24,1,4,18,1,6,16,0,2,2,4,1,41,0,4,171
11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285000,100,2850, 540. utca,-1,-1,-1,not specified,0,0,0,-1,-1,-1,-1,4 room,4,0,not specified,0,0,0,0,0,0,not specified,0,0,0,-1,0,-1,-1,not specified,0,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.4783,19.21965,47.4783,19.21965,1173,17,2.177341752,12.8554113,10.52246032,12.75196317,14.87747426,5.049673548,11.00706159,11.98029009,11.68457431,11.80088902,11.80088902,12.33986892,7.879630585,11.35047277,7.072893953,13.01651558,12.18849249,11.05748257,11.99401003,11.91763047,15.55329043,11.92972968,9.086271538,17.6869361,10.09793915,15.23908041,11.66212507,11.47723584,14.77775428,16,26,0,2,11,0,0,6,0,0,0,1,5,65,0,5,20
12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750000,300,2500, Csipke út,-1,-1,1,panoramic,0,1,0,-1,-1,not available,0,6 + 2 half room,6,2,mint,0,0,0,0,0,1,luxury,0,0,1,-1,0,4,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Busz   128   155   ,47.50824,18.9844,47.50824,18.9844,1125,12,3.830423428,5.148190207,7.508248933,5.483047881,3.115258636,21.57110719,5.050167113,6.009925574,6.310675439,6.235400938,6.235400938,6.105141557,10.52538449,6.654534761,11.32817745,4.969712158,6.033898449,7.246971662,6.031497109,6.208531868,7.945009462,6.18384853,9.874273945,1.066337364,8.134864912,4.734373857,6.377508475,6.659108936,3.416454583,26,37,0,5,22,4,4,13,0,2,5,7,2,86,0,12,317
13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550000,202,2722.772277, Szentendrei út,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,5 + 4 half room,5,4,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion not possible,0, Hév   H5    Busz   134   160   219   H5    Éjszakai   923   943   960   ,47.586506,19.045927,47.586506,19.045927,1039,3,2.752414642,10.01207349,9.882114501,8.371717446,9.597567249,22.59739255,1.809804155,9.708769965,10.2540694,10.56368795,10.56368795,11.67781471,10.52219918,10.48401604,11.14622321,9.553163883,11.17268143,11.80690407,9.355223859,8.920871024,2.773514718,10.89143749,9.105049557,8.785780918,12.00924942,5.882565551,10.63093526,11.1350104,10.47340389,49,31,3,10,29,2,5,12,1,0,5,12,5,83,0,4,140
14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,260,2307.692308, Szentimreváros,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.47895,19.03847,47.47895,19.03847,1113,11,0.745653275,2.159427557,4.225272888,3.895068397,2.70460395,16.68834906,2.053323707,3.001334569,2.765968941,2.423428188,2.423428188,1.317275824,7.235445752,2.89938641,7.881875276,2.551279973,1.675772587,2.585771356,3.333918464,3.837859172,9.32282569,2.08143715,7.274515026,5.497020374,3.540149197,6.148685431,2.501417259,2.377935739,1.934163395,244,71,2,48,52,12,16,31,3,0,56,150,9,262,3,21,904
15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240000,140,1714.285714, Sashalom,-1,-1,1,street view,0,0,1,-1,-1,-1,-1,3 + 2 half room,3,2,in good condition,0,1,0,0,0,0,full comfort,0,1,0,-1,1,1,-1,central heating (metered),0,0,0,0,1,-1,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.509716,19.177662,47.509716,19.177662,1163,16,5.626880973,9.649041438,7.107640974,9.047567472,11.53291385,9.693937402,8.943233526,8.645106711,8.524799194,8.757338831,8.757338831,9.690880534,3.994355938,8.258622363,3.211166226,9.672733323,9.365100445,8.478511714,8.540010137,8.311370442,10.97066136,9.006403737,4.829631115,14.02740275,7.594103208,11.09635342,8.638642513,8.637497223,11.66374571,28,25,3,9,19,1,0,12,2,2,4,3,1,67,0,4,45
16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,320,2968.75, Nyereg út,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,6 room,6,0,in good condition,0,1,0,0,0,0,luxury,0,0,1,-1,1,3,-1,gáz (cirko),1,0,0,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.538197,19.019442,47.538197,19.019442,1037,3,0.044065284,5.194678762,6.334805023,4.098140751,4.110059884,20.70515028,1.593346493,5.38262203,5.922103952,6.102757625,6.102757625,6.843354136,8.569223275,6.254031038,9.383551191,4.751649322,6.447705082,7.428546103,5.141807327,4.938540552,3.710211027,6.311408159,7.47283404,3.199372105,7.987374081,1.208423448,6.218099877,6.700726262,4.987945519,72,35,2,14,23,3,5,18,0,0,36,15,3,137,0,16,323
17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950000,300,3166.666667, Kútvölgyi út,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,7 room,7,0,in good condition,0,1,0,0,0,0,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Busz   128   155   ,47.51109,18.989595,47.51109,18.989595,1125,12,3.343245642,4.867641075,7.160744996,5.080264794,2.842798038,21.32439017,4.586880989,5.684654951,6.015887588,5.965706215,5.965706215,5.935024827,10.14017342,6.365750947,10.94826824,4.654476076,5.821688145,7.032444333,5.68248463,5.830963373,7.450353433,5.941742196,9.451693252,0.631548942,7.897106874,4.231906975,6.108138735,6.417713806,3.260157826,36,42,0,7,35,4,4,16,0,2,12,7,2,90,0,9,357
18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390000,146,2671.232877, Kurucles,-1,-1,1,garden view,1,0,0,-1,-1,not available,0,4 room,4,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,3,-1,central heating (metered),0,0,0,0,1,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.523075,18.97413,47.523075,18.97413,1021,2,3.839075748,6.464821704,8.585165464,6.36973562,4.493018911,22.91579796,5.331340355,7.183995685,7.57309571,7.566971918,7.566971918,7.65286133,11.4164205,7.930210978,12.23736268,6.19300213,7.500815413,8.701857332,7.124750295,7.188660042,7.395598206,7.583738342,10.57857862,1.464575617,9.53230037,4.690396169,7.708517038,8.056958478,5.002856577,17,35,2,3,40,4,0,11,0,2,1,3,2,63,0,8,209
19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1292840,250,5171.36, II/A kerület – Széphalom,-1,-1,1,garden view,1,0,0,-1,-1,available,1,6 room,6,0,newly built,1,0,0,0,0,0,luxury,0,0,1,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.559986,18.959665,47.559986,18.959665,1028,2,3.101875085,9.82441489,11.37356149,9.087845942,8.137511053,25.79468295,5.228684331,10.25838677,10.75645596,10.86305099,10.86305099,11.29701106,13.65337284,11.1087404,14.46239532,9.441947071,11.02003801,12.14044434,10.07572146,9.94904249,7.072427094,10.98947753,12.5057763,5.365961586,12.83068344,6.30055236,10.99388401,11.43112181,8.846150113,20,20,0,4,17,1,6,16,0,0,2,2,0,30,0,5,145
20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,260,2307.692308, Villányi út,-1,-1,1,street view,0,0,1,-1,-1,available,1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,0,-1,-1,natural gas boiler,1,0,0,0,0,-1,not specified,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Villamos   17   61    Busz   27    Éjszakai   960   ,47.479687,19.037699,47.479687,19.037699,1113,11,0.663506675,2.111733888,4.224769564,3.840541437,2.606761186,16.76622128,2.086215714,2.975240598,2.757507613,2.421153803,2.421153803,1.357918507,7.251073026,2.902663154,7.904112557,2.494162749,1.688927081,2.634460822,3.302528163,3.803499382,9.248933409,2.08783703,7.270543048,5.39704299,3.591434866,6.064193722,2.503935373,2.400607562,1.833849487,245,67,5,50,52,14,16,28,3,0,60,144,10,252,3,21,897
21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,500,3000, Virányos köz,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,10 room,10,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,1,4,-1,padlófűtés,0,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1, Villamos   56   56A   59   59B   61    Busz   22   129   155   156   222   22A   291    Éjszakai   922   956   ,47.51398,18.99499,47.51398,18.99499,1125,12,2.840561817,4.613141666,6.818825516,4.682070422,2.628519078,21.07478875,4.107929929,5.373665636,5.737646049,5.715809617,5.715809617,5.794586707,9.750993633,6.092494442,10.56402613,4.361852482,5.636236184,6.837708421,5.344334627,5.459279535,6.943860022,5.722608943,9.022080363,0.414313475,7.673729652,3.714856285,5.857811234,6.196661377,3.169340434,37,46,2,7,40,4,2,16,0,2,17,8,2,91,0,11,356
22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360000,140,2571.428571, Szalóki utca,-1,-1,1,garden view,1,0,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1, Villamos   17   41   47   47B   48   56    Busz   7   114   141   213   214    Éjszakai   973   ,47.44364,19.039005,47.44364,19.039005,1116,11,0.780828481,5.945696937,7.252972837,7.680507,6.513013813,16.04896296,3.106338514,6.531218405,6.098219805,5.725893144,5.725893144,4.408933566,9.631945918,6.04054348,10.04774576,6.386562346,4.957181964,4.944202843,6.902051849,7.413146438,13.22435623,5.339209809,10.1480902,8.880537546,5.495366091,10.07331579,5.724366722,5.32039675,5.649151309,33,36,0,8,27,1,8,14,0,0,1,28,2,103,0,6,262
23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600000,240,2500, II/A kerület – Széphalom,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,6 room,6,0,renovated,0,0,1,0,0,0,double comfort,1,0,0,-1,1,2,-1,combination boiler,0,0,1,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.559986,18.959665,47.559986,18.959665,1028,2,3.101875085,9.82441489,11.37356149,9.087845942,8.137511053,25.79468295,5.228684331,10.25838677,10.75645596,10.86305099,10.86305099,11.29701106,13.65337284,11.1087404,14.46239532,9.441947071,11.02003801,12.14044434,10.07572146,9.94904249,7.072427094,10.98947753,12.5057763,5.365961586,12.83068344,6.30055236,10.99388401,11.43112181,8.846150113,20,20,0,4,17,1,6,16,0,0,2,2,0,30,0,5,145
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590000,310,1903.225806, Kilincs utca,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,5 room,5,0,mint,0,0,0,0,0,1,double comfort,1,0,0,-1,0,3,-1,combination boiler,0,0,1,0,0,no,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.56834,18.96195,47.56834,18.96195,1028,2,2.55584717,10.40045201,11.79581123,9.537031411,8.805541864,26.14786975,4.804298467,10.76268982,11.27830843,11.40992619,11.40992619,11.92528001,13.91923051,11.62474889,14.71651662,9.999077019,11.61918777,12.70827052,10.55542029,10.3889861,6.930665203,11.56108933,12.71644592,6.149982792,13.35697618,6.632656586,11.53657074,11.99008141,9.551036097,10,13,0,2,7,1,6,9,0,0,1,1,0,23,0,3,106
25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414000,240,1725, Nagymákfa utca,-1,-1,1,panoramic,0,1,0,-1,-1,available,1,3 room,3,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,0,2,-1,gáz (cirko),1,0,0,0,0,no,separate,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,loft conversion,1,-1,47.47742,18.98189,47.47742,18.98189,1112,11,3.200570345,5.589976252,8.111174889,6.818341594,4.173378533,20.78122854,6.185475859,6.624278933,6.640105105,6.38592897,6.38592897,5.554061603,11.24864358,6.886105297,11.96038637,5.704254186,5.797287279,6.835379842,6.83227084,7.222841741,10.86133513,6.13783534,11.01531913,4.419637351,7.793157812,7.442246599,6.502488032,6.530331109,3.6498973,14,15,0,2,12,0,0,8,0,0,0,10,2,161,0,3,413
26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436334,120,3636.116667, II/A kerület – Pesthidegkút-Ófalu,-1,-1,1,garden view,1,0,0,-1,-1,-1,-1,4 room,4,0,newly built,1,0,0,0,0,0,not specified,0,0,0,AA++,0,-1,-1,renewable energy,0,0,0,0,0,-1,separate and together too,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,47.56973,18.95969,47.56973,18.95969,1028,2,2.644918293,10.62781714,12.02487257,9.766427113,9.027011267,26.37451288,4.924063812,10.9918998,11.50727668,11.63834146,11.63834146,12.15017761,14.14226052,11.85382859,14.93873787,10.22707857,11.84566025,12.93612389,10.78482312,10.61830269,7.115977448,11.78872811,12.93610971,6.35570974,13.58594321,6.860217804,11.76510333,12.2181812,9.769136625,10,10,0,2,7,1,6,7,0,0,1,1,0,23,0,2,104
