ID,Houses,Apartments,Rooms,District I,District II,District III,District IV,District V,District VI,District VII,District VIII,District IX,District X,District XI,District XII,District XIII,District XIV,District XV,District XVI,District XVII,District XVIII,District XIX,District XX,District XXI,District XXII,District XXIII,Price(HUF per month),Size(sqm),Price per sqm(HUF),Street,Floor,Name of Residential complex,Parking place,View,View: Garden view,View: Panoramic view,View: Street view,Elevator,Lift,Air conditioning,Air conditioner,Number of rooms,Number of rooms: whole rooms,Number of rooms: half rooms,Condition of property,Condition of property: Newly build,Condition of property: In good condition,Condition of property: Renovated,Condition of property: In medium condition,Condition of property: Needs renovation,Condition of property: Mint,Utility level,Utility: double comfort,Utility: full comfort,Utility luxury,Energy Performance Certificate,Furnished,Floors of the building,Ceiling height,Heating,Heating: gas,Heating: wall_heating,Heating: combination,Heating: ceiling,Heating: central heating,Accessible,Bathroom and toilet,Bathroom: separate,Bathroom: together,Orientation,Orientation: North,Orientation: South,Orientation: East,Orientation: West,Orientation: Northeast,Orientation: Northwest,Orientation: Southwest,Orientation: Southeast,Garden access,Balcony (sqm),Attic,Attic: Loft conversion,Attic: Penthouse,Attic: Top floor,Transportation,Latitude,Longitude,Lats,Lons,Postcode,District,Amenity: Sustenance_10min,Amenity: School_10min,Amenity: Education_10min,Amenity: Financial_10min,Amenity: Healthcare_10min,Amenity: Arts_10min,Amenity: Entertainment_10min,Amenity: Religion_10min,Amenity: police_10min,Amenity: Government_10min,Amenity: Vending_machine_10min,Amenity: Transportation_bicycle_10min,Amenity: Transportation_car_10min,Amenity: Fuel_10min,Amenity: Parking_10min,Amenity: Coworking_space_10min,Amenity: Recycling_10min,Amenity: Others_10min,Amenity: Sustenance_20min,Amenity: School_20min,Amenity: Education_20min,Amenity: Financial_20min,Amenity: Healthcare_20min,Amenity: Arts_20min,Amenity: Entertainment_20min,Amenity: Religion_20min,Amenity: police_20min,Amenity: Government_20min,Amenity: Vending_machine_20min,Amenity: Transportation_bicycle_20min,Amenity: Transportation_car_20min,Amenity: Fuel_20min,Amenity: Parking_20min,Amenity: Coworking_space_20min,Amenity: Recycling_20min,Amenity: Others_20min,Amenity: Sustenance_30min,Amenity: School_30min,Amenity: Education_30min,Amenity: Financial_30min,Amenity: Healthcare_30min,Amenity: Arts_30min,Amenity: Entertainment_30min,Amenity: Religion_30min,Amenity: police_30min,Amenity: Government_30min,Amenity: Vending_machine_30min,Amenity: Transportation_bicycle_30min,Amenity: Transportation_car_30min,Amenity: Fuel_30min,Amenity: Parking_30min,Amenity: Coworking_space_30min,Amenity: Recycling_30min,Amenity: Others_30min
512,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,57,525620, Répásy Mihály utca 2,3.0,-1,1,not specified,0,0,0,available,1,not available,0,1 + 2 half room,1,2,renovated,0,0,1,0,0,0,not specified,0,0,0,-1,-1,10,less than 3 m,central heating,0,0,0,0,1,0,separate,1,0,not specified,0,0,0,0,0,0,0,0,0,7.0,-1,0,0,0, Villamos   3   62   62A    Busz   32    Éjszakai   907    Troli   77   ,47.514366,19.12297,47.514366,19.12297,1148,14,20,21,1,1,6,0,0,1,0,0,3,5,2,0,73,0,4,9,39,44,2,9,23,2,1,3,0,0,14,13,12,0,131,0,10,46,61,59,4,9,30,2,5,6,0,0,15,15,12,0,193,12,4,78
513,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,31,677419, Ruszti út 12.,0.0,-1,1,garden view,1,0,0,not specified,-1,-1,-1,1 room,1,0,mint,0,0,0,0,0,1,not specified,0,0,0,-1,-1,3,less than 3 m,electric,0,0,0,0,0,1,separate,1,0,Southwest,0,0,0,0,0,0,1,0,-1,-1.0,-1,0,0,0, Busz   149   ,47.514915,19.014233,47.514915,19.014233,1022,2,23,19,0,4,16,0,2,6,0,0,18,8,0,0,44,1,1,177,60,38,0,13,36,7,9,12,2,2,40,21,0,2,96,1,3,442,120,73,1,26,64,12,10,20,4,4,62,38,6,4,158,7,1,653
514,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.9,108,715284, Budakeszi út 27.,1.0,-1,1,panoramic,0,1,0,not available,0,not available,0,4 room,4,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,-1,3,3 m or more,combination boiler,0,0,1,0,0,0,separate,1,0,not specified,0,0,0,0,0,0,0,0,0,13.0,top floor,0,0,1, Busz   22   129   222   22A   291    Éjszakai   922   ,47.517998,18.988592,47.517998,18.988592,1021,2,10,17,0,2,12,4,2,4,0,0,2,2,2,0,22,0,4,87,19,25,2,3,24,4,2,10,0,0,3,2,2,0,37,0,10,159,26,37,2,4,44,4,4,16,0,0,3,6,3,0,83,11,4,327
515,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.9,40,747500, Őr utca 10.,1.0,-1,1,street view,0,0,1,not available,0,not available,0,1 room,1,0,renovated,0,0,1,0,0,0,full bath,0,0,0,-1,-1,2,3 m or more,natural gas (convector),1,0,0,0,0,-1,together,0,1,Southwest,0,0,0,0,0,0,1,0,0,-1.0,no loft conversion,0,0,0, Metró   M4    Busz   6   9   99    Éjszakai   909   923    Troli   83   ,47.490597,19.075932,47.490597,19.075932,1084,8,175,76,2,21,58,11,22,23,2,0,81,66,0,2,79,1,3,331,558,135,9,75,100,15,52,37,3,0,126,142,10,3,145,1,11,580,738,176,14,109,130,21,69,55,8,0,147,201,13,8,250,14,3,918
516,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.99,80,598824, Dolmány utca 1.,4.0,-1,1,panoramic,0,1,0,available,1,available,1,3 room,3,0,mint,0,0,0,0,0,1,full comfort,0,1,0,AA,-1,5,less than 3 m,central heating (metered),0,0,0,0,1,1,separate,1,0,Southwest,0,0,0,0,0,0,1,0,0,27.0,no loft conversion,0,0,0, Villamos   1   14    Busz   14   30   230   30A    Éjszakai   914A   914   ,47.54391,19.088015,47.54391,19.088015,1131,13,13,16,1,1,13,4,2,2,0,0,0,5,1,0,12,0,11,55,31,48,1,9,17,8,4,8,0,12,3,32,4,0,62,0,24,157,96,73,2,33,56,9,10,19,1,14,16,44,6,1,149,29,11,353
517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5,62,710938, Alsórákos,0.0,-1,-1,garden view,1,0,0,not specified,-1,-1,-1,2 + 1 half room,2,1,mint,0,0,0,0,0,1,not specified,0,0,0,-1,-1,-1,less than 3 m,central heating (metered),0,0,0,0,1,-1,separate,1,0,Northwest,0,0,0,0,0,1,0,0,-1,4.0,-1,0,0,0,-1,47.524723,19.12863,47.524723,19.12863,1141,14,9,6,0,2,4,0,0,3,0,0,1,4,8,0,28,0,4,22,45,24,1,4,18,0,4,8,0,0,3,5,9,0,90,0,11,87,73,61,2,21,40,3,12,14,1,0,17,13,15,1,232,17,4,212
518,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.9,100,529000, Bicskei utca,2.0,-1,1,street view,0,0,1,available,1,not available,0,4 room,4,0,in medium condition,0,0,0,1,0,0,full comfort,0,1,0,-1,-1,6,3 m or more,combination boiler,0,0,1,0,0,0,separate,1,0,Southeast,0,0,0,0,0,0,0,1,0,-1.0,no loft conversion,0,0,0, Villamos   6   17   19   41   47   47B   48   49   56   56A   61    Metró   M4    Busz   6   33   114   133E   7   27   213   214   240    Éjszakai   907   908   918   940   941   960   972   972B   973   ,47.47777,19.04978,47.47777,19.04978,1111,11,152,27,2,33,16,9,5,20,0,0,26,90,0,0,102,0,8,449,399,67,5,76,39,20,14,31,2,0,90,175,0,2,194,3,13,949,870,123,7,164,58,72,50,52,2,6,141,292,3,2,301,16,8,1327
519,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,51,782353, Dorozsma köz,3.0,-1,1,panoramic,0,1,0,not available,0,available,1,2 room,2,0,mint,0,0,0,0,0,1,full comfort,0,1,0,-1,-1,3,less than 3 m,combination boiler,0,0,1,0,0,0,separate,1,0,Southwest,0,0,0,0,0,0,1,0,0,-1.0,no loft conversion,0,0,0, Villamos   3   69    Metró   M1    Busz   5   25   32   225    Éjszakai   973    Troli   74   74A   ,47.52103,19.09439,47.52103,19.09439,1142,14,28,13,0,8,18,3,1,7,3,0,5,6,2,3,60,0,5,68,69,36,0,26,31,7,7,13,4,12,15,23,2,4,99,0,10,240,156,59,2,44,54,14,9,17,5,12,47,47,13,5,167,20,5,322
520,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,44,760000, Szobránc utca,2.0,-1,1,street view,0,0,1,not specified,-1,-1,-1,1 + 1 half room,1,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,3,not specified,combination boiler,0,0,1,0,0,-1,separate,1,0,not specified,0,0,0,0,0,0,0,0,-1,2.0,-1,0,0,0, Villamos   1    Éjszakai   901   918   937    Troli   75   77   ,47.50516,19.10405,47.50516,19.10405,1143,14,38,16,1,7,6,3,1,7,5,2,6,3,5,5,82,0,4,26,78,40,2,17,26,5,1,11,8,5,7,10,5,8,181,0,6,66,109,54,3,25,42,8,8,19,9,5,12,16,19,9,279,10,4,163
521,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.24,58,718095, Törökőr,1.0,-1,-1,garden view,1,0,0,available,1,-1,-1,2 room,2,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,-1,3,less than 3 m,combination boiler,0,0,1,0,0,-1,together,0,1,Southwest,0,0,0,0,0,0,1,0,0,10.0,no loft conversion,0,0,0,-1,47.50733,19.111715,47.50733,19.111715,1149,14,24,24,0,5,9,0,0,0,4,0,2,3,5,4,98,0,2,7,59,41,4,15,31,3,0,10,5,3,4,14,7,5,202,0,4,54,84,51,5,17,44,3,1,14,5,3,5,16,21,5,265,6,2,107
522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.9,62,735526, Vizafogó sétány 2,5.0,-1,-1,panoramic,0,1,0,available,1,-1,-1,2 room,2,0,newly built,1,0,0,0,0,0,not specified,0,0,0,-1,-1,5,not specified,central heating (metered),0,0,0,0,1,1,separate,1,0,West,0,0,0,1,0,0,0,0,-1,28.0,no loft conversion,0,0,0, Busz   15   115    Troli   79   ,47.529034,19.059204,47.529034,19.059204,1138,13,46,25,1,12,17,2,8,3,0,0,4,36,1,0,54,0,10,136,134,41,4,38,44,14,16,12,6,0,26,118,9,6,121,1,24,316,355,71,8,83,72,22,31,23,12,6,63,208,10,12,193,26,10,549
523,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.5,51,637255, Ajtósi Dürer sor,2.0,-1,1,garden view,1,0,0,available,1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,5,3 m or more,combination boiler,0,0,1,0,0,0,together,0,1,Southeast,0,0,0,0,0,0,0,1,0,-1.0,top floor,0,0,1, Busz   5   7   110   112    Éjszakai   979   973   907    Troli   70   72   74   75   79   ,47.50984,19.09007,47.50984,19.09007,1146,14,57,16,0,10,6,2,6,9,4,2,5,11,0,4,44,0,6,165,137,34,1,37,35,10,14,21,5,3,38,45,12,5,97,0,11,280,209,70,1,50,83,16,25,30,6,13,80,76,17,6,168,9,6,468
524,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.9,129,541860, Ráday utca 34.,5.0,-1,1,street view,0,0,1,available,1,not available,0,3 + 2 half room,3,2,needs renovation,0,0,0,0,1,0,double comfort,1,0,0,-1,-1,5,3 m or more,natural gas (convector),1,0,0,0,0,0,separate and together too,1,0,Southwest,0,0,0,0,0,0,1,0,0,-1.0,no loft conversion,0,0,0, Villamos   2   24G   4   6   37   37A   51   51A    Busz   6   15   115    Éjszakai   923   979   979A    Troli   83   ,47.48476,19.065153,47.48476,19.065153,1092,9,338,70,8,58,43,18,17,14,3,2,107,112,1,3,42,0,5,380,866,128,14,165,87,44,60,47,5,6,185,250,3,5,159,0,12,931,1375,163,22,246,127,57,135,56,7,6,223,359,6,7,280,14,5,1267
525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.3,33,789400, Józsefváros – Corvinnegyed,4.0,LEO 50,1,street view,0,0,1,available,1,available,1,1 room,1,0,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,-1,8,not specified,ceiling heating / cooling,0,0,0,1,0,-1,not specified,-1,-1,West,0,0,0,1,0,0,0,0,-1,5.7,-1,0,0,0,-1,47.485794,19.073984,47.485794,19.073984,1082,8,250,101,6,31,57,10,12,24,2,2,83,75,1,2,69,1,5,287,536,151,8,92,92,19,41,48,4,4,132,147,5,4,170,1,6,598,920,184,14,147,132,29,100,57,7,4,155,235,8,7,256,8,5,867
526,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.49,41,821939, Tömő utca 58,7.0,Práter Park 2.,1,garden view,1,0,0,available,1,-1,-1,1 + 1 half room,1,1,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,-1,8,not specified,central heating (metered),0,0,0,0,1,-1,separate,1,0,East,0,0,1,0,0,0,0,0,-1,6.79,-1,0,0,0, Éjszakai   914   914A   950    Troli   83   ,47.485535,19.083797,47.485535,19.083797,1083,8,82,59,0,5,26,4,9,13,2,0,8,25,4,2,76,0,6,127,183,86,0,34,59,7,25,26,4,1,63,57,13,4,143,0,7,338,359,110,4,58,91,16,59,34,7,1,76,107,15,7,224,5,6,474
527,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,49,620690, Népfürdő utca 17,5.0,-1,1,panoramic,0,1,0,available,1,not available,0,2 room,2,0,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,10,less than 3 m,district heating (metered),0,0,0,0,0,0,separate,1,0,East,0,0,1,0,0,0,0,0,-1,3.5,no loft conversion,0,0,0, Busz   15   115   ,47.531227,19.059479,47.531227,19.059479,1138,13,45,20,1,14,14,4,6,2,2,0,10,33,1,2,45,0,11,136,117,40,3,33,36,13,12,10,6,1,28,97,4,6,120,0,20,305,292,64,3,70,70,21,24,22,13,3,77,176,15,13,187,23,11,520
528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.9,58,687931, Rákóczi tér,4.0,-1,-1,street view,0,0,1,available,1,-1,-1,2 + 1 half room,2,1,renovated,0,0,1,0,0,0,full comfort,0,1,0,-1,-1,-1,not specified,not specified,0,0,0,0,0,-1,separate,1,0,not specified,0,0,0,0,0,0,0,0,-1,-1.0,-1,0,0,0, Villamos   28A   4   6   28   37   37A   62    Metró   M4    Busz   217E   6   9   99    Éjszakai   923   909    Troli   83   ,47.49262,19.07295,47.49262,19.07295,1084,8,271,75,6,34,55,15,30,20,1,0,89,90,0,1,74,1,3,378,684,155,13,101,111,25,70,37,4,2,155,190,3,4,146,4,9,643,861,202,16,140,140,32,89,57,13,7,205,264,6,13,240,15,3,1006
529,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.9,98,611225, Molnár utca 10.,0.0,-1,1,street view,0,0,1,not available,0,not available,0,2 room,2,0,needs renovation,0,0,0,0,1,0,full comfort,0,1,0,-1,-1,3,3 m or more,gáz (konvektor),1,0,0,0,0,-1,together,0,1,West,0,0,0,1,0,0,0,0,-1,-1.0,-1,0,0,0, Villamos   2   47   47B   48   49    Metró   M3    Busz   108E   5   7   110   112   115   133E   15   178   8E    Éjszakai   979A   979   973   956   908   907    Troli   83   ,47.489914,19.05434,47.489914,19.05434,1056,5,403,50,10,95,23,27,17,23,2,4,86,140,1,2,40,0,3,591,1062,94,19,181,51,60,68,43,2,6,121,295,4,2,162,2,17,1087,1363,139,24,260,91,72,91,64,6,11,182,416,7,6,290,24,3,1613
530,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.9,57,666667, Angyalföld – Országbíró utcai lakótelep,4.0,-1,1,street view,0,0,1,available,1,-1,-1,1 + 2 half room,1,2,newly built,1,0,0,0,0,0,full comfort,0,1,0,-1,-1,6,less than 3 m,central heating (metered),0,0,0,0,1,1,separate,1,0,Southeast,0,0,0,0,0,0,0,1,-1,2.7,no loft conversion,0,0,0,-1,47.53183,19.077251,47.53183,19.077251,1139,13,30,17,0,18,23,4,2,4,2,10,11,33,1,2,34,0,8,92,75,43,2,24,38,11,6,8,3,10,23,53,4,3,79,0,19,200,141,69,2,44,61,16,12,21,9,10,39,90,7,9,130,26,8,386
